label,utility,type,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
29001011001,electric,customer,,,,,,,,,,1149.23,1149.23,$/month,
,electric,energy,,0,0,1,5,0,24,0,6,0.07412,0.07412,$/kWh,Ignored monthly fuel adjustment as it was <= $0.0005 / kWh
,electric,energy,,0,0,6,9,0,24,0,6,0.08744,0.08744,$/kWh,Ignored monthly fuel adjustment as it was <= $0.0005 / kWh
,electric,energy,,0,0,10,12,0,24,0,6,0.07412,0.07412,$/kWh,Ignored monthly fuel adjustment as it was <= $0.0005 / kWh
,electric,demand,winter1,0,0,1,5,0,24,0,6,9.915,9.915,$/kW,
,electric,demand,summer,0,0,6,9,0,24,0,6,14.589,14.589,$/kW,
,electric,demand,winter2,0,0,10,12,0,24,0,6,9.915,9.915,$/kW,
,electric,demand,winter1,2500,2500,1,5,0,24,0,6,7.74,7.74,$/kW,
,electric,demand,summer,2500,2500,6,9,0,24,0,6,11.672,11.672,$/kW,
,electric,demand,winter2,2500,2500,10,12,0,24,0,6,7.74,7.74,$/kW,
,electric,demand,winter1,5000,5000,1,5,0,24,0,6,6.827,6.827,$/kW,
,electric,demand,summer,5000,5000,6,9,0,24,0,6,9.776,9.776,$/kW,
,electric,demand,winter2,5000,5000,10,12,0,24,0,6,6.827,6.827,$/kW,
,electric,demand,winter1,7500,7500,1,5,0,24,0,6,5.257,5.257,$/kW,
,electric,demand,summer,7500,7500,6,9,0,24,0,6,7.138,7.138,$/kW,
,electric,demand,winter2,7500,7500,10,12,0,24,0,6,5.257,5.257,$/kW,
,gas,customer,,,,,,,,,,1357.95,1357.95,$/month,
,gas,energy,,0,0,1,3,0,24,0,6,0.46994,0.165958018,$/therm or $/m3,Includes purchased gas adjustment
,gas,energy,,36000,101940.48,1,3,0,24,0,6,0.45456,0.160526613,$/therm or $/m3,Includes purchased gas adjustment
,gas,energy,,0,0,4,10,0,24,0,6,0.44366,0.156677308,$/therm or $/m3,Includes purchased gas adjustment
,gas,energy,,36000,101940.48,4,10,0,24,0,6,0.42893,0.151475449,$/therm or $/m3,Includes purchased gas adjustment
,gas,energy,,0,0,11,12,0,24,0,6,0.85994,0.303685445,$/therm or $/m3,Includes purchased gas adjustment
,gas,energy,,36000,101940.48,11,12,0,24,0,6,0.84456,0.29825404,$/therm or $/m3,Includes purchased gas adjustment
