label,utility,type,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
31001825002,electric,customer,,,,,,,,,,115.31,115.31,$/month,
,electric,energy,,0,0,1,5,0,24,0,6,0.04306,0.04306,$/kWh,Includes FPPA
,electric,energy,,300,300,1,5,0,24,0,6,0.03786,0.03786,$/kWh,Includes FPPA
,electric,energy,,0,0,6,9,0,24,0,6,0.05686,0.05686,$/kWh,Includes FPPA
,electric,energy,,300,300,6,9,0,24,0,6,0.05226,0.05226,$/kWh,Includes FPPA
,electric,energy,,0,0,10,12,0,24,0,6,0.04306,0.04306,$/kWh,Includes FPPA
,electric,energy,,300,300,10,12,0,24,0,6,0.03786,0.03786,$/kWh,Includes FPPA
,electric,demand,maximum,0,0,1,12,0,24,0,6,10.17,10.17,$/kW,
,gas,customer,,,,,,,,,,318.62,318.62,$/month,
,gas,energy,,0,0,1,1,0,24,0,6,0.4659,0.164531303,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,2500,7079.2,1,1,0,24,0,6,0.4506,0.15912815,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,2,2,0,24,0,6,0.4826,0.170428862,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,2500,7079.2,2,2,0,24,0,6,0.4673,0.165025709,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,3,3,0,24,0,6,0.4994,0.176361736,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,2500,7079.2,3,3,0,24,0,6,0.4841,0.170958583,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,4,4,0,24,0,6,0.3929,0.138751554,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,2500,7079.2,4,4,0,24,0,6,0.3778,0.13341903,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,5,5,0,24,0,6,0.4454,0.157291784,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,2500,7079.2,5,5,0,24,0,6,0.4303,0.151959261,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,6,6,0,24,0,6,0.4588,0.162023958,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,2500,7079.2,6,6,0,24,0,6,0.4437,0.156691434,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,7,7,0,24,0,6,0.5312,0.187591818,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,2500,7079.2,7,7,0,24,0,6,0.5161,0.182259295,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,8,8,0,24,0,6,0.5739,0.202671206,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,2500,7079.2,8,8,0,24,0,6,0.5588,0.197338682,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,9,9,0,24,0,6,0.5943,0.20987541,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,2500,7079.2,9,9,0,24,0,6,0.5792,0.204542886,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,10,10,0,24,0,6,0.7397,0.26122302,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,2500,7079.2,10,10,0,24,0,6,0.7246,0.255890496,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,11,11,0,24,0,6,0.8282,0.292476551,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,2500,7079.2,11,11,0,24,0,6,0.8129,0.287073398,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,12,12,0,24,0,6,0.7721,0.27266499,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,2500,7079.2,12,12,0,24,0,6,0.7568,0.267261837,$/therm or $/m3,Includes monthly cost of gas
