label,utility,type,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
39001666001,electric,energy,,0,0,1,5,0,24,0,6,0,0,$/kWh,
,electric,energy,,115,115,1,5,0,24,0,6,0.0092,0.0092,$/kWh,
,electric,energy,,305,305,1,5,0,24,0,6,0.0053,0.0053,$/kWh,
,electric,energy,,0,0,6,10,0,24,0,6,0,0,$/kWh,
,electric,energy,,115,115,6,10,0,24,0,6,0.0115,0.0115,$/kWh,
,electric,energy,,305,305,6,10,0,24,0,6,0.005,0.005,$/kWh,
,electric,energy,,0,0,11,12,0,24,0,6,0,0,$/kWh,
,electric,energy,,115,115,11,12,0,24,0,6,0.0092,0.0092,$/kWh,
,electric,energy,,305,305,11,12,0,24,0,6,0.0053,0.0053,$/kWh,
,electric,demand,winter1,0,0,1,5,0,24,0,6,7.35,7.35,$/kW,
,electric,demand,summer,0,0,6,10,0,24,0,6,8.15,8.15,$/kW,
,electric,demand,winter2,0,0,11,12,0,24,0,6,7.35,7.35,$/kW,
,electric,demand,winter1,10000,10000,1,5,0,24,0,6,7.09,7.09,$/kW,
,electric,demand,summer,10000,10000,6,10,0,24,0,6,7.85,7.85,$/kW,
,electric,demand,winter2,10000,10000,11,12,0,24,0,6,7.09,7.09,$/kW,
,gas,customer,,,,,,,,,,60,60,$/month,
,gas,energy,,0,0,1,12,0,24,0,6,0.66027001,0.233172537,$/therm or $/m3,
,gas,energy,,1037,2936.45216,1,12,0,24,0,6,0.633269045,0.223637221,$/therm or $/m3,
,gas,energy,,5185,14682.2608,1,12,0,24,0,6,0.618804243,0.218529016,$/therm or $/m3,
