label,utility,type,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
22009071001,electric,customer,,,,,,,,,,678.31,678.31,$/month,
,electric,energy,,0,0,1,1,0,24,0,6,0.08897,0.08897,$/kWh,Includes monthly fuel adjustment
,electric,energy,,5000,5000,1,1,0,24,0,6,0.05777,0.05777,$/kWh,Includes monthly fuel adjustment
,electric,energy,,15000,15000,1,1,0,24,0,6,0.05653,0.05653,$/kWh,Includes monthly fuel adjustment
,electric,energy,,30000,30000,1,1,0,24,0,6,0.05618,0.05618,$/kWh,Includes monthly fuel adjustment
,electric,energy,,0,0,2,2,0,24,0,6,0.08826,0.08826,$/kWh,Includes monthly fuel adjustment
,electric,energy,,5000,5000,2,2,0,24,0,6,0.05706,0.05706,$/kWh,Includes monthly fuel adjustment
,electric,energy,,15000,15000,2,2,0,24,0,6,0.05582,0.05582,$/kWh,Includes monthly fuel adjustment
,electric,energy,,30000,30000,2,2,0,24,0,6,0.05547,0.05547,$/kWh,Includes monthly fuel adjustment
,electric,energy,,0,0,3,3,0,24,0,6,0.09058,0.09058,$/kWh,Includes monthly fuel adjustment
,electric,energy,,5000,5000,3,3,0,24,0,6,0.05938,0.05938,$/kWh,Includes monthly fuel adjustment
,electric,energy,,15000,15000,3,3,0,24,0,6,0.05814,0.05814,$/kWh,Includes monthly fuel adjustment
,electric,energy,,30000,30000,3,3,0,24,0,6,0.05779,0.05779,$/kWh,Includes monthly fuel adjustment
,electric,energy,,0,0,4,4,0,24,0,6,0.10085,0.10085,$/kWh,Includes monthly fuel adjustment
,electric,energy,,5000,5000,4,4,0,24,0,6,0.06965,0.06965,$/kWh,Includes monthly fuel adjustment
,electric,energy,,15000,15000,4,4,0,24,0,6,0.06841,0.06841,$/kWh,Includes monthly fuel adjustment
,electric,energy,,30000,30000,4,4,0,24,0,6,0.06806,0.06806,$/kWh,Includes monthly fuel adjustment
,electric,energy,,0,0,5,5,0,24,0,6,0.10357,0.10357,$/kWh,Includes monthly fuel adjustment
,electric,energy,,5000,5000,5,5,0,24,0,6,0.07237,0.07237,$/kWh,Includes monthly fuel adjustment
,electric,energy,,15000,15000,5,5,0,24,0,6,0.07113,0.07113,$/kWh,Includes monthly fuel adjustment
,electric,energy,,30000,30000,5,5,0,24,0,6,0.07078,0.07078,$/kWh,Includes monthly fuel adjustment
,electric,energy,,0,0,6,6,0,24,0,6,0.10329,0.10329,$/kWh,Includes monthly fuel adjustment
,electric,energy,,5000,5000,6,6,0,24,0,6,0.07209,0.07209,$/kWh,Includes monthly fuel adjustment
,electric,energy,,15000,15000,6,6,0,24,0,6,0.07085,0.07085,$/kWh,Includes monthly fuel adjustment
,electric,energy,,30000,30000,6,6,0,24,0,6,0.0705,0.0705,$/kWh,Includes monthly fuel adjustment
,electric,energy,,0,0,7,7,0,24,0,6,0.09998,0.09998,$/kWh,Includes monthly fuel adjustment
,electric,energy,,5000,5000,7,7,0,24,0,6,0.06878,0.06878,$/kWh,Includes monthly fuel adjustment
,electric,energy,,15000,15000,7,7,0,24,0,6,0.06754,0.06754,$/kWh,Includes monthly fuel adjustment
,electric,energy,,30000,30000,7,7,0,24,0,6,0.06719,0.06719,$/kWh,Includes monthly fuel adjustment
,electric,energy,,0,0,8,8,0,24,0,6,0.1041,0.1041,$/kWh,Includes monthly fuel adjustment
,electric,energy,,5000,5000,8,8,0,24,0,6,0.0729,0.0729,$/kWh,Includes monthly fuel adjustment
,electric,energy,,15000,15000,8,8,0,24,0,6,0.07166,0.07166,$/kWh,Includes monthly fuel adjustment
,electric,energy,,30000,30000,8,8,0,24,0,6,0.07131,0.07131,$/kWh,Includes monthly fuel adjustment
,electric,energy,,0,0,9,9,0,24,0,6,0.10013,0.10013,$/kWh,Includes monthly fuel adjustment
,electric,energy,,5000,5000,9,9,0,24,0,6,0.06893,0.06893,$/kWh,Includes monthly fuel adjustment
,electric,energy,,15000,15000,9,9,0,24,0,6,0.06769,0.06769,$/kWh,Includes monthly fuel adjustment
