label,utility,type,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
9000641001,electric,customer,,,,,,,,,,4200,4200,$/month,
,electric,energy,,0,0,1,1,0,12,0,4,0.11056,0.11056,$/kWh,Includes generation supply and distribution service
,electric,energy,,0,0,1,1,12,20,0,4,0.13754,0.13754,$/kWh,
,electric,energy,,0,0,1,1,20,24,0,4,0.11056,0.11056,$/kWh,
,electric,energy,,0,0,1,1,0,24,5,6,0.11056,0.11056,$/kWh,
,electric,energy,,0,0,2,2,0,12,0,4,0.1093,0.1093,$/kWh,
,electric,energy,,0,0,2,2,12,20,0,4,0.13452,0.13452,$/kWh,
,electric,energy,,0,0,2,2,20,24,0,4,0.1093,0.1093,$/kWh,
,electric,energy,,0,0,2,2,0,24,5,6,0.1093,0.1093,$/kWh,
,electric,energy,,0,0,3,3,0,12,0,4,0.09347,0.09347,$/kWh,
,electric,energy,,0,0,3,3,12,20,0,4,0.11496,0.11496,$/kWh,"Ignored daylight savings, when the peak time shifts by an hour"
,electric,energy,,0,0,3,3,20,24,0,4,0.09347,0.09347,$/kWh,
,electric,energy,,0,0,3,3,0,24,5,6,0.09347,0.09347,$/kWh,
,electric,energy,,0,0,4,4,0,12,0,4,0.07872,0.07872,$/kWh,
,electric,energy,,0,0,4,4,12,20,0,4,0.09386,0.09386,$/kWh,
,electric,energy,,0,0,4,4,20,24,0,4,0.07872,0.07872,$/kWh,
,electric,energy,,0,0,4,4,0,24,5,6,0.07872,0.07872,$/kWh,
,electric,energy,,0,0,5,5,0,12,0,4,0.06945,0.06945,$/kWh,
,electric,energy,,0,0,5,5,12,20,0,4,0.08982,0.08982,$/kWh,
,electric,energy,,0,0,5,5,20,24,0,4,0.06945,0.06945,$/kWh,
,electric,energy,,0,0,5,5,0,24,5,6,0.06945,0.06945,$/kWh,
,electric,energy,,0,0,6,6,0,12,0,4,0.06179,0.06179,$/kWh,
,electric,energy,,0,0,6,6,12,20,0,4,0.09294,0.09294,$/kWh,
,electric,energy,,0,0,6,6,20,24,0,4,0.06179,0.06179,$/kWh,
,electric,energy,,0,0,6,6,0,24,5,6,0.06179,0.06179,$/kWh,
,electric,energy,,0,0,7,7,0,12,0,4,0.05886,0.05886,$/kWh,
,electric,energy,,0,0,7,7,12,20,0,4,0.10429,0.10429,$/kWh,
,electric,energy,,0,0,7,7,20,24,0,4,0.05886,0.05886,$/kWh,
,electric,energy,,0,0,7,7,0,24,5,6,0.05886,0.05886,$/kWh,
,electric,energy,,0,0,8,8,0,12,0,4,0.05745,0.05745,$/kWh,
,electric,energy,,0,0,8,8,12,20,0,4,0.10046,0.10046,$/kWh,
,electric,energy,,0,0,8,8,20,24,0,4,0.05745,0.05745,$/kWh,
,electric,energy,,0,0,8,8,0,24,5,6,0.05745,0.05745,$/kWh,
,electric,energy,,0,0,9,9,0,12,0,4,0.05654,0.05654,$/kWh,
,electric,energy,,0,0,9,9,12,20,0,4,0.09228,0.09228,$/kWh,"Ignored daylight savings, when the peak time shifts by an hour"
,electric,energy,,0,0,9,9,20,24,0,4,0.05654,0.05654,$/kWh,
,electric,energy,,0,0,9,9,0,24,5,6,0.05654,0.05654,$/kWh,
,electric,energy,,0,0,10,10,0,12,0,4,0.07011,0.07011,$/kWh,
,electric,energy,,0,0,10,10,12,20,0,4,0.10092,0.10092,$/kWh,
,electric,energy,,0,0,10,10,20,24,0,4,0.07011,0.07011,$/kWh,
,electric,energy,,0,0,10,10,0,24,5,6,0.07011,0.07011,$/kWh,
,electric,energy,,0,0,11,11,0,12,0,4,0.08232,0.08232,$/kWh,
,electric,energy,,0,0,11,11,12,20,0,4,0.11399,0.11399,$/kWh,
,electric,energy,,0,0,11,11,20,24,0,4,0.08232,0.08232,$/kWh,
,electric,energy,,0,0,11,11,0,24,5,6,0.08232,0.08232,$/kWh,
,electric,energy,,0,0,12,12,0,12,0,4,0.10754,0.10754,$/kWh,
,electric,energy,,0,0,12,12,12,20,0,4,0.14346,0.14346,$/kWh,
,electric,energy,,0,0,12,12,20,24,0,4,0.10754,0.10754,$/kWh,
,electric,energy,,0,0,12,12,0,24,5,6,0.10754,0.10754,$/kWh,
,electric,demand,maximum,0,0,1,12,0,24,0,6,18.07,18.07,$/kW,"Sum of distribution, transmission, improvements, and competetive assessment demand charges"
,gas,customer,,,,,,,,,,350,350,$/month,
,gas,demand,maximum,0,0,1,12,0,24,0,6,1.164,0.411063397,$/therm/hr or $/m3/hr,
,gas,energy,,0,0,1,12,0,24,0,6,0.5149,0.181835518,$/therm or $/m3,
,gas,energy,,5000,14158.4,1,12,0,24,0,6,0.5051,0.178374675,$/therm or $/m3,
