label,utility,type,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
36001010006,electric,customer,,,,,,,,,,567.6,567.6,$/month,Estimated from multiplying cost of 1 meter for 1 day by 30 days
,electric,energy,,0,0,1,1,0,7,0,6,0.093817,0.093817,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,1,1,7,24,0,6,0.112317,0.112317,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,2,2,0,7,0,6,0.098651,0.098651,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,2,2,7,24,0,6,0.117151,0.117151,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,3,3,0,7,0,6,0.109937,0.109937,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,3,3,7,24,0,6,0.128437,0.128437,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,4,4,0,7,0,6,0.117002,0.117002,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,4,4,7,24,0,6,0.135502,0.135502,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,5,5,0,7,0,6,0.11438,0.11438,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,5,5,7,24,0,6,0.13288,0.13288,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,6,6,0,7,0,6,0.113276,0.113276,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,6,6,7,10,0,5,0.131776,0.131776,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,6,6,10,22,0,5,0.144076,0.144076,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,6,6,22,24,0,5,0.131776,0.131776,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,6,6,7,24,6,6,0.131776,0.131776,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,7,7,0,7,0,6,0.107779,0.107779,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,7,7,7,10,0,5,0.126279,0.126279,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,7,7,10,22,0,5,0.138579,0.138579,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,7,7,22,24,0,5,0.126279,0.126279,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,7,7,7,24,6,6,0.126279,0.126279,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,8,8,0,7,0,6,0.115105,0.115105,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,8,8,7,10,0,5,0.133605,0.133605,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,8,8,10,22,0,5,0.145905,0.145905,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,8,8,22,24,0,5,0.133605,0.133605,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,8,8,7,24,6,6,0.133605,0.133605,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,9,9,0,7,0,6,0.120213,0.120213,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,9,9,7,10,0,5,0.138713,0.138713,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,9,9,10,22,0,5,0.151013,0.151013,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,9,9,22,24,0,5,0.138713,0.138713,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,9,9,7,24,6,6,0.138713,0.138713,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,10,10,0,7,0,6,0.117135,0.117135,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,10,10,7,24,0,6,0.135635,0.135635,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,11,11,0,7,0,6,0.117978,0.117978,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,11,11,7,24,0,6,0.136478,0.136478,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,12,12,0,7,0,6,0.122208,0.122208,$/kWh,Includes monthly average Power Supply Charge
,electric,energy,,0,0,12,12,7,24,0,6,0.140708,0.140708,$/kWh,Includes monthly average Power Supply Charge
,electric,demand,off-peak,0,0,1,12,0,7,0,6,0,0,$/kW,
,electric,demand,winter-mid-peak1,0,0,1,5,7,24,0,6,6.28,6.28,$/kW,
,electric,demand,summer-mid-peak,0,0,6,9,7,10,0,5,6.28,6.28,$/kW,
,electric,demand,summer-max-peak,0,0,6,9,10,22,0,5,25.63,25.63,$/kW,
,electric,demand,summer-mid-peak,0,0,6,9,22,24,0,5,6.28,6.28,$/kW,
,electric,demand,winter-mid-peak2,0,0,1,5,7,24,0,6,6.28,6.28,$/kW,
,gas,energy,,0,0,1,1,0,24,0,6,153.60805,54.24626017,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,1,1,0,24,0,6,0.48275,0.170481834,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,2,2,0,24,0,6,153.681761,54.27229101,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,2,2,0,24,0,6,0.556461,0.196512671,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,3,3,0,24,0,6,153.643576,54.25880608,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,3,3,0,24,0,6,0.518276,0.183027743,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,4,4,0,24,0,6,153.652202,54.26185233,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,4,4,0,24,0,6,0.526902,0.186073991,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,5,5,0,24,0,6,153.602852,54.24442451,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,5,5,0,24,0,6,0.477552,0.168646175,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,6,6,0,24,0,6,153.674212,54.2696251,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,6,6,0,24,0,6,0.548912,0.193846762,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,7,7,0,24,0,6,153.720327,54.28591048,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,7,7,0,24,0,6,0.595027,0.210132148,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,8,8,0,24,0,6,153.70029,54.27883447,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,8,8,0,24,0,6,0.57499,0.203056136,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,9,9,0,24,0,6,153.766127,54.30208463,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,9,9,0,24,0,6,0.640827,0.226306292,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,10,10,0,24,0,6,153.906773,54.35175338,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,10,10,0,24,0,6,0.781473,0.27597504,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,11,11,0,24,0,6,153.926949,54.35887847,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,11,11,0,24,0,6,0.801649,0.283100138,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,12,12,0,24,0,6,153.895748,54.34785993,$/therm or $/m3,Includes cost of gas
,gas,energy,,10,28.3168,12,12,0,24,0,6,0.770448,0.272081591,$/therm or $/m3,Includes cost of gas
