label,utility,type,assessed,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
67b9002c61b1e0364e096420,electric,customer,,,,,,,,,,,37.0,37.0,$/month,https://lite.coned.com/_external/cerates/documents/elecPSC10/electric-tariff.pdf	http://www.coned.com/rates/elec.asp
67b9002c61b1e0364e096420,electric,demand,,flat,0,0,1,5,0,24,0,6,21.78,21.78,$/kW,
67b9002c61b1e0364e096420,electric,demand,,flat,0,0,6,9,0,24,0,6,28.61,28.61,$/kW,
67b9002c61b1e0364e096420,electric,demand,,flat,0,0,10,12,0,24,0,6,21.78,21.78,$/kW,
67b9002c61b1e0364e096420,electric,demand,,period0,0,0,1,5,0,8,0,4,0.0,0.0,$/kW,
67b9002c61b1e0364e096420,electric,demand,,period1,0,0,1,5,8,22,0,4,13.09,13.09,$/kW,
67b9002c61b1e0364e096420,electric,demand,,period0,0,0,1,5,22,24,0,4,0.0,0.0,$/kW,
67b9002c61b1e0364e096420,electric,demand,,period0,0,0,6,9,0,8,0,4,0.0,0.0,$/kW,
67b9002c61b1e0364e096420,electric,demand,,period3,0,0,6,9,8,18,0,4,40.38,40.38,$/kW,
67b9002c61b1e0364e096420,electric,demand,,period2,0,0,6,9,18,22,0,4,27.81,27.81,$/kW,
67b9002c61b1e0364e096420,electric,demand,,period0,0,0,6,9,22,24,0,4,0.0,0.0,$/kW,
67b9002c61b1e0364e096420,electric,demand,,period0,0,0,10,12,0,8,0,4,0.0,0.0,$/kW,
67b9002c61b1e0364e096420,electric,demand,,period1,0,0,10,12,8,22,0,4,13.09,13.09,$/kW,
67b9002c61b1e0364e096420,electric,demand,,period0,0,0,10,12,22,24,0,4,0.0,0.0,$/kW,
67b9002c61b1e0364e096420,electric,demand,,period0,0,0,1,12,0,24,5,6,0.0,0.0,$/kW,
67b9002c61b1e0364e096420,electric,energy,,period0,0,0,1,12,0,24,0,4,0.026264,0.026264,$/kWh,
67b9002c61b1e0364e096420,electric,energy,,period0,0,0,1,12,0,24,5,6,0.026264,0.026264,$/kWh,
