month,hour,USD_per_MWh
1.0,0.0,29.22075018817204
1.0,1.0,28.279560244623664
1.0,2.0,27.539806172043008
1.0,3.0,27.78932453494624
1.0,4.0,28.724946462365594
1.0,5.0,31.244910206989246
1.0,6.0,38.842354615591404
1.0,7.0,44.594347370967746
1.0,8.0,40.85057591129031
1.0,9.0,37.84576101612903
1.0,10.0,37.67598060483871
1.0,11.0,35.65167088172043
1.0,12.0,33.949058373655916
1.0,13.0,33.24985199193548
1.0,14.0,32.386699865591396
1.0,15.0,32.53300221505376
1.0,16.0,35.92876628763442
1.0,17.0,45.55720859946236
1.0,18.0,41.69814688978496
1.0,19.0,39.91783124193549
1.0,20.0,37.62876884139785
1.0,21.0,34.81679796505376
1.0,22.0,32.252823551075274
1.0,23.0,30.650243217741934
2.0,0.0,23.692721026785712
2.0,1.0,22.906823979166667
2.0,2.0,22.133734267857143
2.0,3.0,22.186273142857146
2.0,4.0,23.373312065476192
2.0,5.0,25.872270080357143
2.0,6.0,32.577476255952384
2.0,7.0,35.559415395833334
2.0,8.0,32.01575416071429
2.0,9.0,29.991168669642857
2.0,10.0,30.27796044345238
2.0,11.0,28.812188767857144
2.0,12.0,27.451947898809525
2.0,13.0,26.35894864583333
2.0,14.0,25.267645157738098
2.0,15.0,24.982751250000003
2.0,16.0,26.888267116071425
2.0,17.0,33.21067983333334
2.0,18.0,37.91185380357143
2.0,19.0,34.87192861011905
2.0,20.0,32.50414409821429
2.0,21.0,29.101770068452378
2.0,22.0,26.405369071428577
2.0,23.0,25.02871523511905
3.0,0.0,22.1158281048387
3.0,1.0,21.470070629032264
3.0,2.0,20.941159058333334
3.0,3.0,21.328228456989248
3.0,4.0,22.246814293010754
3.0,5.0,25.50461808064516
3.0,6.0,34.75188960483871
3.0,7.0,37.66068933333333
3.0,8.0,31.177668032258065
3.0,9.0,29.238141338709674
3.0,10.0,29.052799086021505
3.0,11.0,27.413096653225804
3.0,12.0,26.10611290322581
3.0,13.0,25.118394104838707
3.0,14.0,23.97768043010753
3.0,15.0,23.47864491666667
3.0,16.0,23.82462482526882
3.0,17.0,25.861029056451613
3.0,18.0,29.321846327956987
3.0,19.0,33.52948981720429
3.0,20.0,31.438123478494624
3.0,21.0,27.981869013440857
3.0,22.0,25.14188682258065
3.0,23.0,23.075076879032256
4.0,0.0,20.48426150555556
4.0,1.0,19.626432269444443
4.0,2.0,18.458881155555556
4.0,3.0,18.586971752777774
4.0,4.0,19.365926275
4.0,5.0,22.45640565833333
4.0,6.0,29.3480436
4.0,7.0,30.35280636111111
4.0,8.0,27.61825976111111
4.0,9.0,27.42658056666667
4.0,10.0,27.21548760833333
4.0,11.0,26.988663922222223
4.0,12.0,26.887982200000003
4.0,13.0,26.421201788888883
4.0,14.0,26.03114127777778
4.0,15.0,26.564100736111115
4.0,16.0,27.287419513888892
4.0,17.0,29.342886294444444
4.0,18.0,31.38273031111111
4.0,19.0,36.36702496666667
4.0,20.0,39.503375766666665
4.0,21.0,31.154402622222225
4.0,22.0,26.470488875
4.0,23.0,23.13715157222222
5.0,0.0,18.85729851075269
5.0,1.0,17.77684451344086
5.0,2.0,16.267794642473117
5.0,3.0,15.712782379032259
5.0,4.0,16.48937777419355
5.0,5.0,19.1840225672043
5.0,6.0,23.056012634408603
5.0,7.0,24.42482995698925
5.0,8.0,25.36689549731183
5.0,9.0,26.2601070483871
5.0,10.0,26.56879768548387
5.0,11.0,27.269740470430108
5.0,12.0,28.679875986559143
5.0,13.0,29.215516486559135
5.0,14.0,30.469731247311827
5.0,15.0,31.438595247311827
5.0,16.0,34.08650470161291
5.0,17.0,38.2250524516129
5.0,18.0,37.16377410483871
5.0,19.0,35.58271547580645
5.0,20.0,35.647974142473124
5.0,21.0,31.004489282258067
5.0,22.0,25.506347615591395
5.0,23.0,22.34976061290322
6.0,0.0,17.928816780555554
6.0,1.0,16.18895021388889
6.0,2.0,14.626725780555557
6.0,3.0,13.563621897222223
6.0,4.0,13.759667224999998
6.0,5.0,15.245653299999999
6.0,6.0,17.351033658333332
6.0,7.0,18.62723803888889
6.0,8.0,20.63080224444445
6.0,9.0,22.778703883333332
6.0,10.0,24.53556943611111
6.0,11.0,26.393304930555555
6.0,12.0,28.980969927777778
6.0,13.0,30.766819383333335
6.0,14.0,32.75431444722223
6.0,15.0,35.35666611111112
6.0,16.0,40.21923993055555
6.0,17.0,42.51049999166666
6.0,18.0,38.845324522222214
6.0,19.0,34.40700191388889
6.0,20.0,30.908440325
6.0,21.0,29.39820530277778
6.0,22.0,24.54113228055555
6.0,23.0,20.744431533333334
7.0,0.0,23.258684973118285
7.0,1.0,20.984748319892475
7.0,2.0,18.45958558870968
7.0,3.0,16.86925391666667
7.0,4.0,16.546495225806453
7.0,5.0,17.57152371236559
7.0,6.0,19.800001443548386
7.0,7.0,21.41063853225807
7.0,8.0,24.63074164784946
7.0,9.0,28.063117193548386
7.0,10.0,30.701021368279573
7.0,11.0,35.3722301344086
7.0,12.0,39.342987965053766
7.0,13.0,45.015110610215054
7.0,14.0,51.47467238172043
7.0,15.0,60.05909282526883
7.0,16.0,70.98704279032256
7.0,17.0,75.33035144354838
7.0,18.0,67.44601625537635
7.0,19.0,53.89800224999999
7.0,20.0,42.525875663978496
7.0,21.0,37.159492545698924
7.0,22.0,30.961946021505373
7.0,23.0,27.34131255645161
8.0,0.0,20.62610322311828
8.0,1.0,19.140159704301073
8.0,2.0,16.756624526881723
8.0,3.0,15.326681193548387
8.0,4.0,15.327078822580644
8.0,5.0,17.587134016129035
8.0,6.0,20.047646849462367
8.0,7.0,20.383958870967742
8.0,8.0,21.80315049731183
8.0,9.0,24.28831175806451
8.0,10.0,25.98389100268817
8.0,11.0,29.3157133172043
8.0,12.0,32.03483918279569
8.0,13.0,34.43034046505377
8.0,14.0,36.630975529569895
8.0,15.0,41.30267387903225
8.0,16.0,48.010501056451616
8.0,17.0,50.31367697580645
8.0,18.0,45.576698551075275
8.0,19.0,38.83425384946237
8.0,20.0,34.347934790322576
8.0,21.0,30.53128829032258
8.0,22.0,26.719190962365587
8.0,23.0,23.306871913978494
9.0,0.0,19.808648872222218
9.0,1.0,18.89612877777778
