DateTime,co2_eq_kg_per_MWh
2023-06-01 00:00:00,330.04144095260074
2023-06-01 01:00:00,360.1783752694624
2023-06-01 02:00:00,392.8812061252082
2023-06-01 03:00:00,380.3014481128042
2023-06-01 04:00:00,347.0680327498165
2023-06-01 05:00:00,307.5737473709354
2023-06-01 06:00:00,276.5649978538257
2023-06-01 07:00:00,282.038524479698
2023-06-01 08:00:00,300.28711042400823
2023-06-01 09:00:00,330.143161598318
2023-06-01 10:00:00,367.7352846183681
2023-06-01 11:00:00,382.5893091358518
2023-06-01 12:00:00,401.9502656298632
2023-06-01 13:00:00,386.6681360139197
2023-06-01 14:00:00,347.3927352386455
2023-06-01 15:00:00,310.79202348600325
2023-06-01 16:00:00,297.3162138155872
2023-06-01 17:00:00,292.6040035594728
2023-06-01 18:00:00,299.1987593627839
2023-06-01 19:00:00,309.0688180357172
2023-06-01 20:00:00,318.2889832423247
2023-06-01 21:00:00,329.2967942626548
2023-06-01 22:00:00,337.64302942220104
2023-06-01 23:00:00,351.31596721825974
2023-06-02 00:00:00,359.4641663264233
2023-06-02 01:00:00,381.7443727504421
2023-06-02 02:00:00,402.7906559592147
2023-06-02 03:00:00,395.2592793548881
2023-06-02 04:00:00,377.899132063655
2023-06-02 05:00:00,361.8960984931518
2023-06-02 06:00:00,330.0029709237222
2023-06-02 07:00:00,315.9792333019141
2023-06-02 08:00:00,299.6126067263102
2023-06-02 09:00:00,292.4714035788622
2023-06-02 10:00:00,293.8389802396963
2023-06-02 11:00:00,304.0240265677095
2023-06-02 12:00:00,339.93009254646745
2023-06-02 13:00:00,363.4958180768616
2023-06-02 14:00:00,363.82567165048033
2023-06-02 15:00:00,343.9361145523185
2023-06-02 16:00:00,325.2175564892471
2023-06-02 17:00:00,341.67957658678074
2023-06-02 18:00:00,353.2085177099156
2023-06-02 19:00:00,348.7234054318255
2023-06-02 20:00:00,339.0016280610683
2023-06-02 21:00:00,323.64584621680723
2023-06-02 22:00:00,322.7059236900688
2023-06-02 23:00:00,317.16121835141536
2023-06-03 00:00:00,322.4663954220122
2023-06-03 01:00:00,379.49138008389895
2023-06-03 02:00:00,407.1675885261197
2023-06-03 03:00:00,443.722539344841
2023-06-03 04:00:00,447.6333289949204
2023-06-03 05:00:00,440.407605386693
2023-06-03 06:00:00,450.17830714669833
2023-06-03 07:00:00,451.60938015065057
2023-06-03 08:00:00,450.96070888597376
2023-06-03 09:00:00,453.24467830725183
2023-06-03 10:00:00,456.31282707607625
2023-06-03 11:00:00,442.8425925739512
2023-06-03 12:00:00,439.7052106226759
