DateTime,co2_eq_kg_per_MWh
2023-07-01 00:00:00,372.50773890708126
2023-07-01 01:00:00,388.3302903939775
2023-07-01 02:00:00,401.64310160349567
2023-07-01 03:00:00,409.561611781248
2023-07-01 04:00:00,397.7057476762556
2023-07-01 05:00:00,395.5331054162649
2023-07-01 06:00:00,405.6457532240004
2023-07-01 07:00:00,386.3509288018342
2023-07-01 08:00:00,409.1079737073463
2023-07-01 09:00:00,419.33051326671824
2023-07-01 10:00:00,404.2618126597904
2023-07-01 11:00:00,374.5646508930503
2023-07-01 12:00:00,354.329932761028
2023-07-01 13:00:00,372.48550537462165
2023-07-01 14:00:00,360.0621124585543
2023-07-01 15:00:00,351.1551070027048
2023-07-01 16:00:00,349.43174546114005
2023-07-01 17:00:00,364.1144144861147
2023-07-01 18:00:00,366.5467148229818
2023-07-01 19:00:00,367.9892674369995
2023-07-01 20:00:00,389.0125291035165
2023-07-01 21:00:00,387.1958212453049
2023-07-01 22:00:00,381.6069014535721
2023-07-01 23:00:00,391.9395232718069
2023-07-02 00:00:00,392.4064241339309
2023-07-02 01:00:00,418.3113129327866
2023-07-02 02:00:00,436.7778211115688
2023-07-02 03:00:00,444.624606611118
2023-07-02 04:00:00,443.8243212172432
2023-07-02 05:00:00,444.2723321141801
2023-07-02 06:00:00,448.0740470568008
2023-07-02 07:00:00,454.0908795750215
2023-07-02 08:00:00,445.66677011168304
2023-07-02 09:00:00,443.5400629780663
2023-07-02 10:00:00,444.6267770080737
2023-07-02 11:00:00,463.8476360198694
2023-07-02 12:00:00,475.7211490901816
2023-07-02 13:00:00,467.7925330648477
2023-07-02 14:00:00,431.8456898651887
2023-07-02 15:00:00,411.0639391924949
2023-07-02 16:00:00,414.7004475701801
2023-07-02 17:00:00,420.6153902419685
2023-07-02 18:00:00,430.66763287427017
2023-07-02 19:00:00,436.0994156528338
2023-07-02 20:00:00,437.55955869726085
2023-07-02 21:00:00,437.3562663800888
2023-07-02 22:00:00,438.9608131726996
2023-07-02 23:00:00,433.0593078275426
2023-07-03 00:00:00,426.3073499129949
2023-07-03 01:00:00,426.6596979654983
2023-07-03 02:00:00,452.6425864655234
2023-07-03 03:00:00,457.74696831322007
2023-07-03 04:00:00,449.2983479974236
2023-07-03 05:00:00,443.2460239966138
2023-07-03 06:00:00,434.4805668483635
2023-07-03 07:00:00,439.5398046617369
2023-07-03 08:00:00,455.495664638524
2023-07-03 09:00:00,472.8094066825588
2023-07-03 10:00:00,485.80466890626025
2023-07-03 11:00:00,488.5072850268558
2023-07-03 12:00:00,488.746321191804
2023-07-03 13:00:00,466.7736813445417
2023-07-03 14:00:00,424.6298093990704
2023-07-03 15:00:00,404.8150255445836
2023-07-03 16:00:00,403.8182232043205
2023-07-03 17:00:00,413.955890719997
2023-07-03 18:00:00,423.9718025413497
2023-07-03 19:00:00,429.7474528050009
2023-07-03 20:00:00,428.7079549056403
2023-07-03 21:00:00,426.6015197540159
2023-07-03 22:00:00,431.4496012829224
2023-07-03 23:00:00,431.84220950707294
2023-07-04 00:00:00,424.338461248827
2023-07-04 01:00:00,435.8698572682591
2023-07-04 02:00:00,452.9753137943772
2023-07-04 03:00:00,434.1702470706673
2023-07-04 04:00:00,412.5429599077245
2023-07-04 05:00:00,403.4290788314409
2023-07-04 06:00:00,389.5769668446176
2023-07-04 07:00:00,376.24622699638775
2023-07-04 08:00:00,381.4041861742611
2023-07-04 09:00:00,395.4704561284572
2023-07-04 10:00:00,400.2596221217512
2023-07-04 11:00:00,410.8055553135319
2023-07-04 12:00:00,415.1720232319436
2023-07-04 13:00:00,400.21886042349365
2023-07-04 14:00:00,365.8829835967094
2023-07-04 15:00:00,343.2452835020624
2023-07-04 16:00:00,340.37788056715203
2023-07-04 17:00:00,358.29272135843934
2023-07-04 18:00:00,372.9985772191416
2023-07-04 19:00:00,376.8150984342951
2023-07-04 20:00:00,383.8218714910744
2023-07-04 21:00:00,388.5586274650506
2023-07-04 22:00:00,388.8334290005927
2023-07-04 23:00:00,386.4020462612747
2023-07-05 00:00:00,390.1605701704737
2023-07-05 01:00:00,400.6096225769495
