month,hour,co2_eq_kg_per_MWh
1,0,531.9165175012541
1,1,532.0300029091431
1,2,530.097270692983
1,3,526.7053783636218
1,4,521.7708357971918
1,5,515.4682975064602
1,6,509.4706029117379
1,7,503.4182578778717
1,8,499.7741257407706
1,9,498.3579335542996
1,10,499.49005851475323
1,11,503.6935490885778
1,12,509.78987848234357
1,13,514.2757025155856
1,14,521.8938228857882
1,15,522.5198085507567
1,16,522.9968215633278
1,17,525.3076236138534
1,18,525.9357648493965
1,19,524.8630607839714
1,20,523.4013723193217
1,21,523.449267683186
1,22,526.5387220107809
1,23,528.720134392973
2,0,436.40459083603207
2,1,444.3416680720477
2,2,438.3909025104003
2,3,432.84595530348736
2,4,423.71609179472995
2,5,414.0240759876648
2,6,406.35923972800845
2,7,399.91964223178775
2,8,396.7388827772126
2,9,397.1492408625327
2,10,400.21337850189633
2,11,404.7269169705606
2,12,413.67125420668447
2,13,426.3160791944819
2,14,432.95049299504757
2,15,422.3823179582422
2,16,420.82138541512415
2,17,421.18385297401176
2,18,418.0145849586702
2,19,410.21828191613054
2,20,400.56486057003264
2,21,395.09166833797116
2,22,399.010317036057
2,23,414.6973107610169
3,0,393.76445089390415
3,1,406.65868716716113
3,2,408.94591281872414
3,3,401.4729690871405
3,4,391.4039641591747
3,5,384.2478684993853
3,6,377.81740208408047
3,7,372.2244924562912
3,8,371.4762861941924
3,9,372.9654520868247
3,10,375.74481766057653
3,11,384.08268052143507
3,12,392.2546954356606
3,13,398.2123433822471
3,14,394.0974355654575
3,15,393.10899461509507
3,16,391.7553995160566
3,17,385.8321811365305
3,18,380.77348597193384
3,19,375.3324253265637
3,20,369.7838294498441
3,21,367.1655110841008
3,22,368.9247793618518
3,23,378.4832138191164
4,0,385.51950729442154
4,1,401.74797789541236
4,2,412.4011790615736
4,3,407.1757399725948
4,4,395.71653538624753
4,5,386.0828648033409
4,6,377.9343114682152
4,7,369.08081685279245
4,8,364.98156533125524
4,9,363.35130662260394
4,10,365.6313025361202
4,11,372.5997216139174
4,12,380.93635378594684
4,13,381.9352058332484
4,14,377.16039202380375
4,15,377.06856949575024
4,16,371.7136390128693
4,17,368.3711465500093
4,18,366.80270908198224
4,19,366.6634886534983
4,20,366.6370438075992
4,21,365.42891891073225
4,22,367.1976908372368
4,23,373.85434968081955
5,0,443.9917526849712
5,1,455.7227646888256
5,2,461.619071223509
5,3,459.1080818479839
5,4,450.94160169484365
5,5,437.34251100701374
5,6,422.6894495772952
5,7,411.78162479985934
5,8,406.14170360436964
5,9,404.4773747985436
5,10,409.71587945371414
5,11,418.3553932592612
5,12,420.32688594932637
5,13,418.59919146905503
5,14,423.9122609308921
5,15,430.53741072763347
5,16,431.28990651952324
5,17,429.57665836235714
5,18,429.1600503299054
5,19,428.65838505642336
5,20,429.32725232788175
5,21,428.2819943691992
