month,hour,co2_eq_kg_per_MWh
1,0,279.2427961342462
1,1,283.39790665535435
1,2,291.0420250623684
1,3,291.3582251457444
1,4,285.3102150749666
1,5,272.5949201072704
1,6,268.7600416960023
1,7,266.8731255293837
1,8,265.1565891474446
1,9,265.11843073164516
1,10,267.1404048813749
1,11,268.24698157108355
1,12,270.45271408105344
1,13,276.00138274374075
1,14,279.1434653853498
1,15,283.8434823252174
1,16,282.7481743483379
1,17,283.37955767450376
1,18,283.19620657149017
1,19,285.17733081133946
1,20,288.07823183531735
1,21,292.5675763137729
1,22,282.7987371372552
1,23,276.374680260334
2,0,240.57796600738848
2,1,246.2381272477773
2,2,255.9543245516739
2,3,260.65118924655394
2,4,261.84783171102896
2,5,254.19692362626708
2,6,249.57190898980966
2,7,247.75401480851286
2,8,248.29840513944512
2,9,248.08088003855107
2,10,250.02963374035693
2,11,247.2098904013237
2,12,244.11108865662382
2,13,245.35205886735287
2,14,244.77666572191976
2,15,249.5945002356382
2,16,246.0968001282821
2,17,243.11352598689402
2,18,241.35954883801423
2,19,242.29305755804862
2,20,247.36909281626413
2,21,253.7226471039178
2,22,250.0225350397355
2,23,241.45457931763798
3,0,261.91942617931267
3,1,266.1192199294936
3,2,276.8220184692108
3,3,279.21271767796975
3,4,273.1392310150739
3,5,265.56844657398466
3,6,258.7583607993235
3,7,255.75953607528433
3,8,254.73009666062924
3,9,257.1213949011053
3,10,260.5692233019358
3,11,262.9947749268601
3,12,266.991545360406
3,13,267.53306312013956
3,14,266.2361986511236
3,15,258.2810442955602
3,16,254.3581769599215
3,17,251.70485573002736
3,18,249.42061932366553
3,19,249.07309022967848
3,20,252.9540342480894
3,21,261.50413066004523
3,22,267.1011180645445
3,23,265.337682165218
4,0,243.2768433080044
4,1,244.5728840120641
4,2,254.87503868475707
4,3,254.54872845493608
4,4,246.21826950585503
4,5,238.6029078164577
4,6,234.64517097061164
4,7,233.07831858840296
4,8,231.28869065148078
4,9,235.73171389071385
4,10,240.94441783979434
4,11,242.25193335015464
4,12,240.04985601939774
4,13,240.20166382637484
4,14,232.80596673208254
4,15,227.19231616157836
4,16,222.85623819431527
4,17,222.7850834928085
4,18,223.3755723044415
4,19,223.38565948463904
4,20,230.36691854834706
4,21,240.49711075735175
4,22,246.6217109395902
4,23,246.5065712875993
5,0,260.98820004158557
5,1,261.88776781695157
5,2,270.01799650530336
5,3,271.93019637159915
5,4,260.4470098504699
5,5,252.73599765792022
5,6,251.31590962740506
5,7,248.40080645400718
5,8,247.14657437457274
5,9,249.52490335351496
5,10,251.41737544959
5,11,250.5903369412118
5,12,251.2863095415943
5,13,249.4101708773295
5,14,246.6388395711907
5,15,244.61085462985736
5,16,245.10631312031816
5,17,245.63005201973758
5,18,251.5724049793984
5,19,250.43781284507187
5,20,250.5773752476975
5,21,255.91245847948895
5,22,256.095709375296
5,23,256.3335949238481
6,0,281.929811391121
6,1,287.83253478572874
6,2,295.6112053579349
6,3,299.3846878407524
6,4,293.43522693726544
6,5,289.7193167645972
6,6,282.6749200489869
6,7,277.11065770022685
6,8,276.5823137609094
6,9,276.9285093229989
6,10,275.33223173750264
6,11,280.20313421080795
6,12,275.61083097522356
6,13,273.46993975206976
6,14,271.13288294851685
6,15,273.4039276086724
6,16,275.857346631876
