month,hour,co2_eq_kg_per_MWh
1,0,242.77972479224806
1,1,265.62651111734306
1,2,319.3375321324505
1,3,342.760483421863
1,4,339.2507189437282
1,5,337.9968829620559
1,6,338.4583008582464
1,7,339.50166074297294
1,8,339.2411280811655
1,9,341.0428465857195
1,10,343.65274472945737
1,11,346.45558138852357
1,12,345.77547379569376
1,13,346.46825773548
1,14,344.00567436409176
1,15,340.8478328688786
1,16,341.6651467770924
1,17,316.7050725734084
1,18,267.06709497808447
1,19,243.02215624920095
1,20,239.98800815647996
1,21,239.8837003080537
1,22,240.2823584310356
1,23,240.6712610408549
2,0,210.4317935691975
2,1,223.38198686591213
2,2,261.71864166203966
2,3,310.3991413211737
2,4,310.4471238211968
2,5,308.5617651247884
2,6,306.49381922209255
2,7,304.50712631766135
2,8,300.8697547119602
2,9,300.4090143319943
2,10,303.42853340345005
2,11,303.2828744822396
2,12,304.23210658191226
2,13,303.4350075715425
2,14,299.04650168231854
2,15,300.43281078816216
2,16,301.39771336066946
2,17,259.40346238970767
2,18,211.23164004891126
2,19,194.70049127246537
2,20,201.58135171530793
2,21,203.90991074691817
2,22,205.19096711690543
2,23,204.96713292201312
3,0,157.94159252902452
3,1,173.25167492339574
3,2,183.69396231626618
3,3,237.45457263603302
3,4,258.6524259015615
3,5,256.0760132441711
3,6,253.03509075964533
3,7,243.67794944128622
3,8,238.77769289427098
3,9,239.60145836503753
3,10,239.23923656550105
3,11,239.64742248765347
3,12,238.44738300099837
3,13,235.1580882879956
3,14,240.57300621023248
3,15,255.84869748276267
3,16,230.36714931199026
3,17,180.5226128104163
3,18,156.816467321337
3,19,157.0866553185353
3,20,168.81122329487886
3,21,170.76170308052946
3,22,170.04370920919888
3,23,166.4868468973223
4,0,157.47706157703487
4,1,157.0587163423284
4,2,162.18282701214363
4,3,204.88461035191523
4,4,257.81942312288004
4,5,260.08784159251167
4,6,256.24308336998814
4,7,242.85408930346932
4,8,236.8428114928115
4,9,238.396304758168
4,10,240.0830040601182
4,11,242.51302060983485
4,12,243.09564489632567
4,13,243.61432095602913
4,14,247.15844871072147
4,15,237.64620257550604
4,16,182.45136630537868
4,17,166.72520493704408
4,18,160.96114054759406
4,19,165.705790526729
4,20,179.25852399493974
4,21,180.62681502847312
4,22,178.29413269086163
4,23,171.53716049193736
5,0,144.03447252881926
5,1,142.3591147230632
5,2,147.15128091568667
5,3,175.43960859236427
5,4,240.0763417382219
5,5,247.84900434421294
5,6,241.11924500563362
5,7,221.98409830054499
5,8,204.00018966881248
5,9,197.84695536619432
5,10,193.14886892931253
5,11,193.08543733221282
5,12,192.98507632658178
5,13,192.4112022252093
5,14,200.57885155161992
5,15,177.9834501773139
5,16,144.94838128403083
5,17,155.31380547395986
5,18,152.8375199949325
5,19,159.46741532374384
5,20,171.9909847644578
5,21,170.8871139159136
5,22,165.3487528019363
5,23,157.06329731438083
6,0,135.69932208642325
6,1,139.1955967838379
6,2,149.9859376688155
6,3,184.70674403985495
6,4,245.64636572816062
6,5,258.7963140177296
6,6,251.15481855965888
6,7,231.28784336297525
6,8,216.71846282535284
6,9,211.3291913675871
6,10,202.29771969410345
6,11,196.09250218966372
6,12,195.29491627543777
6,13,196.2579044480261
6,14,201.23005105740796
6,15,168.495685662623
6,16,146.2695989428203
6,17,161.61783176569017
6,18,157.02582516420958
6,19,154.70377327373376
6,20,159.89676500429078
6,21,153.78952500880322
6,22,144.429934996919
6,23,140.36396077128617
7,0,219.88534551288257
7,1,232.84578963718758
7,2,263.91243646969497
7,3,303.5505967316797
7,4,309.715232184267
7,5,305.90914920076546
7,6,300.0415603880024
7,7,294.03175371259795
7,8,293.85601707061727
7,9,288.0338965237959
7,10,286.0559186031226
7,11,286.6870649441617
7,12,288.42690483787044
7,13,292.70878740520885
7,14,274.9312130129417
7,15,233.91995801914848
7,16,232.83514951677003
7,17,212.05310006337422
7,18,207.71514664903643
7,19,202.24205126227352
7,20,199.69177058023212
7,21,201.5268837660673
7,22,205.59943537611318
7,23,212.3604250417932
8,0,238.1169070764108
8,1,256.2640801421688
8,2,294.49903280670156
8,3,322.568991546584
8,4,322.3208768132091
8,5,318.8537749346903
8,6,318.83654219290867
8,7,316.85515741487984
8,8,319.2830980424423
8,9,312.227762226353
8,10,308.29407146293426
8,11,308.8029076504026
8,12,309.45162647250305
8,13,316.7125059245045
8,14,309.7844547965421
8,15,266.130976234154
8,16,248.700186636974
8,17,222.5972726158296
8,18,214.1094171623039
8,19,210.76298892503794
8,20,206.0177577225553
8,21,207.26639086484352
8,22,214.35760770379306
8,23,227.09793644732957
9,0,202.31707051404652
9,1,237.90861374390377
9,2,290.80719653103165
9,3,300.7810318419001
9,4,296.23468675063344
9,5,297.42538876310704
9,6,297.6709056764096
9,7,298.1878453562759
9,8,298.61755005030244
9,9,294.84227276938753
9,10,292.706601204099
9,11,292.5967091378976
9,12,294.1620375686973
9,13,302.6839817379257
9,14,305.42910436676425
9,15,265.9784300764165
9,16,231.6307502594899
9,17,196.95507462321066
9,18,190.1256894470954
9,19,184.61283113047912
9,20,177.8277334270401
9,21,172.2008113372738
9,22,175.40693091255392
9,23,182.5225941135116
10,0,247.59298094921024
10,1,317.76045285493706
10,2,351.3768096196449
10,3,350.5983666935873
10,4,349.96417117827525
10,5,350.8249903164029
10,6,354.0448344688957
10,7,354.81855957992764
10,8,357.170590619144
10,9,356.40293641190414
10,10,357.28100162289286
10,11,359.0474732950664
10,12,360.1019186373483
10,13,363.8641116965272
10,14,364.78663590378136
10,15,336.4528203362431
10,16,275.2651811361955
10,17,232.3099347247499
10,18,221.17440451235373
10,19,215.71621131628677
10,20,211.21946145517984
10,21,208.57243014061348
10,22,213.00101494658423
10,23,221.05556211247895
11,0,225.16077305262692
11,1,269.31809962074243
11,2,334.7445512822377
11,3,347.00570176451384
11,4,340.8828701990689
11,5,338.6086558689087
11,6,338.23289500680005
11,7,338.4720024206254
11,8,339.80994911173246
11,9,342.4774620113665
11,10,345.40046659280847
11,11,346.34070201418916
11,12,346.96233840088473
11,13,346.5074766123944
11,14,345.80511395717696
11,15,346.0480684900645
11,16,337.0837862786163
11,17,278.4041553707915
11,18,231.97918595877508
11,19,215.9066127456137
11,20,215.88229071292773
11,21,211.97734828108568
11,22,212.08719835733748
11,23,215.14218252056781
12,0,256.4319484939735
12,1,293.6278334949146
12,2,344.34037927719646
12,3,349.81277376401107
12,4,346.44364030797607
12,5,346.4787936704478
12,6,345.39591546922895
12,7,346.80841245188
12,8,347.62172325053893
12,9,346.6673987562155
12,10,350.0752157330244
12,11,350.87445698596827
12,12,352.63497696444284
12,13,357.6041470058643
12,14,352.31775770332735
12,15,350.5990634413405
12,16,350.36536898733203
12,17,319.73479389624157
12,18,268.49305347054286
12,19,242.99777964913307
12,20,240.8926527365979
12,21,242.08544146769438
12,22,243.54331701610892
12,23,247.8088650815269
