Month,Hour,Cost
1,0,66.24077956989203
1,1,66.24077956989203
1,2,66.24077956989203
1,3,66.24077956989203
1,4,66.24077956989203
1,5,66.24077956989203
1,6,66.24077956989203
1,7,66.24077956989203
1,8,66.24077956989203
1,9,66.24077956989203
1,10,66.24077956989203
1,11,66.24077956989203
1,12,66.24077956989203
1,13,66.24077956989203
1,14,66.24077956989203
1,15,66.24077956989203
1,16,66.24077956989203
1,17,66.24077956989203
1,18,66.24077956989203
1,19,66.24077956989203
1,20,66.24077956989203
1,21,66.24077956989203
1,22,66.24077956989203
1,23,66.24077956989203
2,0,66.5063505747122
2,1,66.5063505747122
2,2,66.5063505747122
2,3,66.5063505747122
2,4,66.5063505747122
2,5,66.5063505747122
2,6,66.5063505747122
2,7,66.5063505747122
2,8,66.5063505747122
2,9,66.5063505747122
2,10,66.5063505747122
2,11,66.5063505747122
2,12,66.5063505747122
2,13,66.5063505747122
2,14,66.5063505747122
2,15,66.5063505747122
2,16,66.5063505747122
2,17,66.5063505747122
2,18,66.5063505747122
2,19,66.5063505747122
2,20,66.5063505747122
2,21,66.5063505747122
2,22,66.5063505747122
2,23,66.5063505747122
3,0,66.24077956989203
3,1,66.24077956989203
3,2,66.24077956989203
3,3,66.24077956989203
3,4,66.24077956989203
3,5,66.24077956989203
3,6,66.24077956989203
3,7,66.24077956989203
3,8,66.24077956989203
3,9,66.24077956989203
3,10,66.24077956989203
3,11,66.24077956989203
3,12,66.24077956989203
3,13,66.24077956989203
3,14,66.24077956989203
3,15,66.24077956989203
3,16,66.24077956989203
3,17,66.24077956989203
3,18,66.24077956989203
3,19,66.24077956989203
3,20,66.24077956989203
3,21,66.24077956989203
3,22,66.24077956989203
3,23,66.24077956989203
4,0,66.36913888888844
4,1,66.36913888888844
4,2,66.36913888888844
4,3,66.36913888888844
4,4,66.36913888888844
4,5,66.36913888888844
4,6,66.36913888888844
4,7,66.36913888888844
4,8,66.36913888888844
4,9,66.36913888888844
4,10,66.36913888888844
4,11,66.36913888888844
4,12,66.36913888888844
4,13,66.36913888888844
4,14,66.36913888888844
4,15,66.36913888888844
4,16,66.36913888888844
4,17,66.36913888888844
4,18,66.36913888888844
4,19,66.36913888888844
4,20,66.36913888888844
4,21,66.36913888888844
4,22,66.36913888888844
4,23,66.36913888888844
5,0,66.24077956989203
5,1,66.24077956989203
5,2,66.24077956989203
5,3,66.24077956989203
5,4,66.24077956989203
5,5,66.24077956989203
5,6,66.24077956989203
5,7,66.24077956989203
5,8,66.24077956989203
5,9,66.24077956989203
5,10,66.24077956989203
5,11,66.24077956989203
5,12,66.24077956989203
5,13,66.24077956989203
5,14,66.24077956989203
5,15,66.24077956989203
5,16,66.24077956989203
5,17,66.24077956989203
5,18,66.24077956989203
5,19,66.24077956989203
5,20,66.24077956989203
5,21,66.24077956989203
5,22,66.24077956989203
5,23,66.24077956989203
6,0,248.35470138888888
6,1,248.35470138888888
6,2,248.35470138888888
6,3,248.35470138888888
6,4,248.35470138888888
6,5,248.35470138888888
6,6,248.35470138888888
6,7,248.35470138888888
6,8,248.35470138888888
6,9,248.35470138888888
6,10,248.35470138888888
6,11,248.35470138888888
6,12,248.35470138888888
6,13,248.35470138888888
6,14,248.35470138888888
6,15,248.35470138888888
6,16,248.35470138888888
6,17,248.35470138888888
6,18,248.35470138888888
6,19,248.35470138888888
6,20,248.35470138888888
6,21,248.35470138888888
6,22,248.35470138888888
6,23,248.35470138888888
7,0,248.23035618279565
7,1,248.23035618279565
7,2,248.23035618279565
7,3,248.23035618279565
7,4,248.23035618279565
7,5,248.23035618279565
7,6,248.23035618279565
7,7,248.23035618279565
7,8,248.23035618279565
7,9,248.23035618279565
7,10,248.23035618279565
7,11,248.23035618279565
7,12,248.23035618279565
7,13,248.23035618279565
7,14,248.23035618279565
7,15,248.23035618279565
7,16,248.23035618279565
7,17,248.23035618279565
7,18,248.23035618279565
7,19,248.23035618279565
7,20,248.23035618279565
7,21,248.23035618279565
7,22,248.23035618279565
7,23,248.23035618279565
8,0,248.23035618279565
8,1,248.23035618279565
8,2,248.23035618279565
8,3,248.23035618279565
8,4,248.23035618279565
8,5,248.23035618279565
8,6,248.23035618279565
8,7,248.23035618279565
8,8,248.23035618279565
8,9,248.23035618279565
8,10,248.23035618279565
8,11,248.23035618279565
8,12,248.23035618279565
8,13,248.23035618279565
8,14,248.23035618279565
8,15,248.23035618279565
8,16,248.23035618279565
8,17,248.23035618279565
8,18,248.23035618279565
8,19,248.23035618279565
8,20,248.23035618279565
8,21,248.23035618279565
8,22,248.23035618279565
8,23,248.23035618279565
9,0,248.35470138888888
9,1,248.35470138888888
9,2,248.35470138888888
9,3,248.35470138888888
9,4,248.35470138888888
9,5,248.35470138888888
9,6,248.35470138888888
9,7,248.35470138888888
9,8,248.35470138888888
9,9,248.35470138888888
9,10,248.35470138888888
9,11,248.35470138888888
9,12,248.35470138888888
9,13,248.35470138888888
9,14,248.35470138888888
9,15,248.35470138888888
9,16,248.35470138888888
9,17,248.35470138888888
9,18,248.35470138888888
9,19,248.35470138888888
9,20,248.35470138888888
9,21,248.35470138888888
9,22,248.35470138888888
9,23,248.35470138888888
10,0,66.20847392473074
10,1,66.20847392473074
10,2,66.20847392473074
10,3,66.20847392473074
10,4,66.20847392473074
10,5,66.20847392473074
10,6,66.20847392473074
10,7,66.20847392473074
