Month,Hour,Cost
1,0,14.593929637096434
1,1,14.593929637096434
1,2,14.593929637096434
1,3,14.593929637096434
1,4,14.593929637096434
1,5,14.593929637096434
1,6,14.593929637096434
1,7,14.593929637096434
1,8,14.593929637096434
1,9,14.593929637096434
1,10,14.593929637096434
1,11,14.593929637096434
1,12,14.593929637096434
1,13,14.593929637096434
1,14,14.593929637096434
1,15,14.593929637096434
1,16,14.593929637096434
1,17,14.593929637096434
1,18,14.593929637096434
1,19,14.593929637096434
1,20,14.593929637096434
1,21,14.593929637096434
1,22,14.593929637096434
1,23,14.593929637096434
2,0,14.96318512931002
2,1,14.96318512931002
2,2,14.96318512931002
2,3,14.96318512931002
2,4,14.96318512931002
2,5,14.96318512931002
2,6,14.96318512931002
2,7,14.96318512931002
2,8,14.96318512931002
2,9,14.96318512931002
2,10,14.96318512931002
2,11,14.96318512931002
2,12,14.96318512931002
2,13,14.96318512931002
2,14,14.96318512931002
2,15,14.96318512931002
2,16,14.96318512931002
2,17,14.96318512931002
2,18,14.96318512931002
2,19,14.96318512931002
2,20,14.96318512931002
2,21,14.96318512931002
2,22,14.96318512931002
2,23,14.96318512931002
3,0,14.593929637096434
3,1,14.593929637096434
3,2,14.593929637096434
3,3,14.593929637096434
3,4,14.593929637096434
3,5,14.593929637096434
3,6,14.593929637096434
3,7,14.593929637096434
3,8,14.593929637096434
3,9,14.593929637096434
3,10,14.593929637096434
3,11,14.593929637096434
3,12,14.593929637096434
3,13,14.593929637096434
3,14,14.593929637096434
3,15,14.593929637096434
3,16,14.593929637096434
3,17,14.593929637096434
3,18,14.593929637096434
3,19,14.593929637096434
3,20,14.593929637096434
3,21,14.593929637096434
3,22,14.593929637096434
3,23,14.593929637096434
4,0,14.772403124999666
4,1,14.772403124999666
4,2,14.772403124999666
4,3,14.772403124999666
4,4,14.772403124999666
4,5,14.772403124999666
4,6,14.772403124999666
4,7,14.772403124999666
4,8,14.772403124999666
4,9,14.772403124999666
4,10,14.772403124999666
4,11,14.772403124999666
4,12,14.772403124999666
4,13,14.772403124999666
4,14,14.772403124999666
4,15,14.772403124999666
4,16,14.772403124999666
4,17,14.772403124999666
4,18,14.772403124999666
4,19,14.772403124999666
4,20,14.772403124999666
4,21,14.772403124999666
4,22,14.772403124999666
4,23,14.772403124999666
5,0,14.593929637096434
5,1,14.593929637096434
5,2,14.593929637096434
5,3,14.593929637096434
5,4,14.593929637096434
5,5,14.593929637096434
5,6,14.593929637096434
5,7,14.593929637096434
5,8,14.593929637096434
5,9,14.593929637096434
5,10,14.593929637096434
5,11,14.593929637096434
5,12,14.593929637096434
5,13,14.593929637096434
5,14,14.593929637096434
5,15,14.593929637096434
5,16,14.593929637096434
5,17,14.593929637096434
5,18,14.593929637096434
5,19,14.593929637096434
5,20,14.593929637096434
5,21,14.593929637096434
5,22,14.593929637096434
5,23,14.593929637096434
6,0,14.772403124999666
6,1,14.772403124999666
6,2,14.772403124999666
6,3,14.772403124999666
6,4,14.772403124999666
6,5,14.772403124999666
6,6,14.772403124999666
6,7,14.772403124999666
6,8,14.772403124999666
6,9,14.772403124999666
6,10,14.772403124999666
6,11,14.772403124999666
6,12,14.772403124999666
6,13,14.772403124999666
6,14,14.772403124999666
6,15,14.772403124999666
6,16,14.772403124999666
6,17,14.772403124999666
6,18,14.772403124999666
6,19,14.772403124999666
6,20,14.772403124999666
6,21,14.772403124999666
6,22,14.772403124999666
6,23,14.772403124999666
7,0,14.593929637096434
7,1,14.593929637096434
7,2,14.593929637096434
7,3,14.593929637096434
7,4,14.593929637096434
7,5,14.593929637096434
7,6,14.593929637096434
7,7,14.593929637096434
7,8,14.593929637096434
7,9,14.593929637096434
7,10,14.593929637096434
7,11,14.593929637096434
7,12,14.593929637096434
7,13,14.593929637096434
7,14,14.593929637096434
7,15,14.593929637096434
7,16,14.593929637096434
7,17,14.593929637096434
7,18,14.593929637096434
7,19,14.593929637096434
7,20,14.593929637096434
7,21,14.593929637096434
7,22,14.593929637096434
7,23,14.593929637096434
8,0,14.593929637096434
8,1,14.593929637096434
8,2,14.593929637096434
8,3,14.593929637096434
8,4,14.593929637096434
8,5,14.593929637096434
8,6,14.593929637096434
8,7,14.593929637096434
8,8,14.593929637096434
8,9,14.593929637096434
8,10,14.593929637096434
8,11,14.593929637096434
8,12,14.593929637096434
8,13,14.593929637096434
8,14,14.593929637096434
8,15,14.593929637096434
8,16,14.593929637096434
8,17,14.593929637096434
8,18,14.593929637096434
8,19,14.593929637096434
8,20,14.593929637096434
8,21,14.593929637096434
8,22,14.593929637096434
8,23,14.593929637096434
9,0,14.772403124999666
9,1,14.772403124999666
9,2,14.772403124999666
9,3,14.772403124999666
9,4,14.772403124999666
9,5,14.772403124999666
9,6,14.772403124999666
9,7,14.772403124999666
9,8,14.772403124999666
9,9,14.772403124999666
9,10,14.772403124999666
9,11,14.772403124999666
9,12,14.772403124999666
9,13,14.772403124999666
9,14,14.772403124999666
9,15,14.772403124999666
9,16,14.772403124999666
9,17,14.772403124999666
9,18,14.772403124999666
9,19,14.772403124999666
9,20,14.772403124999666
9,21,14.772403124999666
9,22,14.772403124999666
9,23,14.772403124999666
10,0,14.593929637096434
10,1,14.593929637096434
10,2,14.593929637096434
10,3,14.593929637096434
10,4,14.593929637096434
10,5,14.593929637096434
10,6,14.593929637096434
10,7,14.593929637096434
10,8,14.593929637096434
10,9,14.593929637096434
10,10,14.593929637096434
10,11,14.593929637096434
10,12,14.593929637096434
10,13,14.593929637096434
10,14,14.593929637096434
10,15,14.593929637096434
10,16,14.593929637096434
10,17,14.593929637096434
10,18,14.593929637096434
10,19,14.593929637096434
10,20,14.593929637096434
10,21,14.593929637096434
10,22,14.593929637096434
10,23,14.593929637096434
11,0,14.772403124999666
11,1,14.772403124999666
11,2,14.772403124999666
11,3,14.772403124999666
11,4,14.772403124999666
11,5,14.772403124999666
11,6,14.772403124999666
11,7,14.772403124999666
11,8,14.772403124999666
11,9,14.772403124999666
11,10,14.772403124999666
11,11,14.772403124999666
11,12,14.772403124999666
11,13,14.772403124999666
11,14,14.772403124999666
11,15,14.772403124999666
11,16,14.772403124999666
11,17,14.772403124999666
11,18,14.772403124999666
11,19,14.772403124999666
11,20,14.772403124999666
11,21,14.772403124999666
11,22,14.772403124999666
11,23,14.772403124999666
12,0,14.593929637096434
12,1,14.593929637096434
12,2,14.593929637096434
12,3,14.593929637096434
12,4,14.593929637096434
12,5,14.593929637096434
12,6,14.593929637096434
12,7,14.593929637096434
12,8,14.593929637096434
12,9,14.593929637096434
12,10,14.593929637096434
12,11,14.593929637096434
12,12,14.593929637096434
12,13,14.593929637096434
12,14,14.593929637096434
12,15,14.593929637096434
12,16,14.593929637096434
12,17,14.593929637096434
12,18,14.593929637096434
12,19,14.593929637096434
12,20,14.593929637096434
12,21,14.593929637096434
12,22,14.593929637096434
12,23,14.593929637096434
