month,hour,USD_per_MWh
4.0,22.0,7.8447362737015665
4.0,23.0,3.693641467436109
5.0,0.0,7.713610594947026
5.0,1.0,6.768970252648737
5.0,2.0,7.828917766911165
5.0,3.0,7.894780603096985
5.0,4.0,9.57550130399348
5.0,5.0,14.722669845150774
5.0,6.0,14.977958842705789
5.0,7.0,16.345033414832926
5.0,8.0,23.422210594947025
5.0,9.0,25.34349250203749
5.0,10.0,24.73097913610432
5.0,11.0,23.73931532192339
5.0,12.0,23.52533520782396
5.0,13.0,25.27152086389568
5.0,14.0,23.490325020374897
5.0,15.0,22.403873105134473
5.0,16.0,21.370620782396088
5.0,17.0,21.62456039119804
5.0,18.0,19.31411792991035
5.0,19.0,18.902495680521596
5.0,20.0,15.977591768541156
5.0,21.0,11.885603667481664
5.0,22.0,6.354804726976365
5.0,23.0,1.059616707416463
6.0,0.0,18.586826973113617
6.0,1.0,17.41286470078057
6.0,2.0,18.07734137033825
6.0,3.0,18.09168534258456
6.0,4.0,18.428301821335644
6.0,5.0,19.865021769297485
6.0,6.0,20.02324813529922
6.0,7.0,23.32062532523851
6.0,8.0,28.19196339982654
6.0,9.0,28.064248395490026
6.0,10.0,29.296400173460537
6.0,11.0,29.785252211621856
6.0,12.0,34.5993802254987
6.0,13.0,39.022292020815264
6.0,14.0,36.37392272333044
6.0,15.0,37.888638768430184
6.0,16.0,37.97782957502168
6.0,17.0,33.12198039895924
6.0,18.0,27.83547320034692
6.0,19.0,25.90614353859497
6.0,20.0,21.78585195143105
6.0,21.0,17.113075975715525
6.0,22.0,13.319387337380746
6.0,23.0,6.999959236773634
7.0,0.0,8.052245657781599
7.0,1.0,5.0553749785038695
7.0,2.0,2.0280104901117797
7.0,3.0,-0.1215602751504729
7.0,4.0,-0.3999745485812553
7.0,5.0,1.808903955288048
7.0,6.0,6.759010318142734
7.0,7.0,11.023366809974204
7.0,8.0,16.167569905417025
7.0,9.0,16.386802235597592
7.0,10.0,17.58189198275862
7.0,11.0,20.954224935511608
7.0,12.0,23.12465853448276
7.0,13.0,28.83834548581255
7.0,14.0,27.59761478933792
7.0,15.0,31.732804987102323
7.0,16.0,32.404733190025794
7.0,17.0,32.82792828890799
7.0,18.0,30.66958056749785
7.0,19.0,23.992124419604473
7.0,20.0,20.26633912295787
7.0,21.0,16.785404901117797
7.0,22.0,11.80330619088564
7.0,23.0,6.574443078245916
8.0,0.0,16.568266723404257
8.0,1.0,15.079068170212766
8.0,2.0,13.977203404255318
8.0,3.0,14.66070740425532
8.0,4.0,14.689601531914894
8.0,5.0,17.627733531914892
8.0,6.0,19.559392085106385
8.0,7.0,21.06618221276596
8.0,8.0,27.871775914893615
8.0,9.0,32.19260289361702
8.0,10.0,35.34862255319149
8.0,11.0,44.12710697872341
8.0,12.0,51.27441957446808
8.0,13.0,66.9561825531915
8.0,14.0,78.69000476595745
8.0,15.0,85.72382391489363
8.0,16.0,90.59930212765958
8.0,17.0,83.91362127659575
8.0,18.0,71.41065123404255
8.0,19.0,53.95138365957447
8.0,20.0,42.576896936170215
8.0,21.0,32.95271642553192
8.0,22.0,26.650316851063828
8.0,23.0,23.688553021276597
9.0,0.0,18.512585896346646
9.0,1.0,17.926582242990655
9.0,2.0,17.791853355989804
9.0,3.0,17.50408564146134
9.0,4.0,17.28874825828377
9.0,5.0,17.60026261682243
9.0,6.0,17.281027357689037
9.0,7.0,16.89774536958369
9.0,8.0,20.043873746813933
9.0,9.0,23.342481478334747
9.0,10.0,21.59368802039082
9.0,11.0,22.447809260832628
9.0,12.0,24.920059813084112
9.0,13.0,26.89000416312659
9.0,14.0,28.33080305862362
9.0,15.0,29.098656414613423
9.0,16.0,28.28485887850467
9.0,17.0,29.62325046728972
9.0,18.0,27.505380458793542
9.0,19.0,24.860467204757857
9.0,20.0,21.490652166525063
9.0,21.0,17.6201417162277
9.0,22.0,16.40915862361937
9.0,23.0,13.75321214953271
10.0,0.0,14.46236765704584
10.0,1.0,11.18882829391892
10.0,2.0,8.258872466216216
10.0,3.0,3.382342652027027
10.0,4.0,2.716763344594595
10.0,5.0,3.4461146959459463
10.0,6.0,6.554278462837837
10.0,7.0,9.292585641891892
10.0,8.0,12.502617398648647
10.0,9.0,17.535749493243245
10.0,10.0,18.499050591216218
10.0,11.0,23.001686402027023
10.0,12.0,29.715459375
10.0,13.0,37.00123015202703
10.0,14.0,43.09234442567568
10.0,15.0,48.955946114864865
10.0,16.0,52.588514695945946
10.0,17.0,61.738565625
10.0,18.0,63.13101317567568
10.0,19.0,43.19000785472973
10.0,20.0,32.9061285472973
10.0,21.0,26.477161317567568
10.0,22.0,21.063816891891893
10.0,23.0,17.463047466216214
11.0,0.0,12.87504899665552
11.0,1.0,9.169926527196653
11.0,2.0,6.5419557692307695
11.0,3.0,7.037190878661089
11.0,4.0,7.796227889447236
11.0,5.0,11.96471480235492
11.0,6.0,18.800019172297297
11.0,7.0,18.55728043844857
11.0,8.0,19.463949622799664
11.0,9.0,27.69692533444816
11.0,10.0,22.71171889632107
11.0,11.0,23.070064297658863
11.0,12.0,25.00875703517588
11.0,13.0,26.10531212374582
11.0,14.0,28.051391638795984
11.0,15.0,30.44675852842809
11.0,16.0,31.98054974916388
11.0,17.0,35.21011120401337
11.0,18.0,30.17516413043478
11.0,19.0,21.37434515050167
11.0,20.0,18.467414632107022
11.0,21.0,13.819703929765886
11.0,22.0,13.045616806020066
11.0,23.0,10.290452261306532
12.0,0.0,35.825788707037646
12.0,1.0,33.60331644844517
12.0,2.0,33.55062962356792
12.0,3.0,33.5089008183306
12.0,4.0,35.06511096563012
12.0,5.0,38.48935032733225
12.0,6.0,38.83895662847791
12.0,7.0,40.68270196399345
12.0,8.0,44.59313674304419
12.0,9.0,53.84708199672668
12.0,10.0,43.36849116202946
12.0,11.0,37.18488477905073
12.0,12.0,32.8971468903437
12.0,13.0,30.957352454991817
12.0,14.0,29.790533633387884
12.0,15.0,32.296408019639934
12.0,16.0,49.880170130932896
12.0,17.0,65.43392929623568
12.0,18.0,51.699675695581014
12.0,19.0,46.69121644844517
12.0,20.0,44.9812379705401
12.0,21.0,39.310371767594106
12.0,22.0,37.600785024549914
12.0,23.0,35.34582266775777
