month,hour,USD_per_MWh
1.0,0.0,136.3884261371339
1.0,1.0,132.69535141525338
1.0,2.0,130.50088905692272
1.0,3.0,131.18424178645705
1.0,4.0,136.65992271035526
1.0,5.0,150.4608717802077
1.0,6.0,166.90938611566537
1.0,7.0,162.9638790542938
1.0,8.0,137.15754859615845
1.0,9.0,119.68120695188124
1.0,10.0,111.0054824564203
1.0,11.0,104.60974871564419
1.0,12.0,100.21681736881067
1.0,13.0,98.64738458596342
1.0,14.0,103.42673896225746
1.0,15.0,126.60287591406244
1.0,16.0,160.64186334740964
1.0,17.0,178.7108354531676
1.0,18.0,174.64538764099544
1.0,19.0,168.71639647369972
1.0,20.0,164.95999824142783
1.0,21.0,157.78778360223646
1.0,22.0,148.43667649000383
1.0,23.0,140.8507344647211
2.0,0.0,74.94883011368346
2.0,1.0,72.46301219472872
2.0,2.0,70.84295914389409
2.0,3.0,70.93591760194971
2.0,4.0,75.22041558692582
2.0,5.0,84.92433053079837
2.0,6.0,98.5476331234365
2.0,7.0,84.08389083589373
2.0,8.0,65.28119488731423
2.0,9.0,53.91267416963752
2.0,10.0,47.30616314800809
2.0,11.0,42.87001130214958
2.0,12.0,39.78865297142467
2.0,13.0,38.890341773056626
2.0,14.0,42.26988198844761
2.0,15.0,53.60234863588441
2.0,16.0,76.2776650082942
2.0,17.0,97.33596591213684
2.0,18.0,103.25652377829553
2.0,19.0,95.98460387024394
2.0,20.0,90.46757934021512
2.0,21.0,86.30636271008969
2.0,22.0,79.71140930925698
2.0,23.0,75.4138165902289
3.0,0.0,77.2928980020081
3.0,1.0,74.6247700603741
3.0,2.0,73.41898612681514
3.0,3.0,73.08969303653595
3.0,4.0,77.8161711027109
3.0,5.0,90.51299317601712
3.0,6.0,107.37706919214592
3.0,7.0,97.30563913067837
3.0,8.0,69.93241911988662
3.0,9.0,53.759446976127784
3.0,10.0,45.396140019392604
3.0,11.0,38.99025904073553
3.0,12.0,35.66272589216501
3.0,13.0,32.782706288205084
3.0,14.0,31.67887721202585
3.0,15.0,36.73363836789438
3.0,16.0,50.381435532812446
3.0,17.0,75.85616187288443
3.0,18.0,101.95431149435933
3.0,19.0,108.82703998392456
3.0,20.0,103.95170736738444
3.0,21.0,96.70255696958077
3.0,22.0,88.62518203959607
3.0,23.0,80.14724868617218
4.0,0.0,65.01947695239727
