month,hour,USD_per_MWh
6.0,6.0,18.301688888888886
6.0,7.0,17.512333333333334
6.0,8.0,16.587977777777773
6.0,9.0,18.12695555555555
6.0,10.0,21.29742222222222
6.0,11.0,25.474422222222227
6.0,12.0,36.36024444444445
6.0,13.0,72.76384444444444
6.0,14.0,125.2608888888889
6.0,15.0,239.05548888888887
6.0,16.0,265.5939111111111
6.0,17.0,239.83851111111113
6.0,18.0,181.60475555555558
6.0,19.0,168.90106666666665
6.0,20.0,110.25715555555554
6.0,21.0,38.660222222222224
6.0,22.0,27.668177777777778
6.0,23.0,22.972622222222224
7.0,0.0,22.968623655913976
7.0,1.0,20.991053763440856
7.0,2.0,19.413913978494623
7.0,3.0,18.581956989247313
7.0,4.0,18.386709677419358
7.0,5.0,19.16784946236559
7.0,6.0,18.83683870967742
7.0,7.0,18.470946236559136
7.0,8.0,18.02772043010752
7.0,9.0,18.728709677419356
7.0,10.0,23.25610752688172
7.0,11.0,28.960752688172047
7.0,12.0,34.80548387096774
7.0,13.0,52.496107526881715
7.0,14.0,79.82008602150538
7.0,15.0,125.23619354838709
7.0,16.0,162.6275483870968
7.0,17.0,137.80767741935483
7.0,18.0,121.72640860215054
7.0,19.0,182.5372473118279
7.0,20.0,119.34032258064515
7.0,21.0,41.93027956989248
7.0,22.0,30.503290322580646
7.0,23.0,25.49427956989247
8.0,0.0,27.552408602150535
8.0,1.0,24.60075268817204
8.0,2.0,22.370043010752692
8.0,3.0,21.395268817204297
8.0,4.0,21.571440860215052
8.0,5.0,22.667677419354842
8.0,6.0,22.56520430107527
8.0,7.0,22.048946236559143
8.0,8.0,20.690795698924735
8.0,9.0,21.667333333333335
8.0,10.0,26.300774193548385
8.0,11.0,34.3369247311828
8.0,12.0,49.650946236559136
8.0,13.0,125.0900430107527
8.0,14.0,302.58653763440856
8.0,15.0,598.0276559139784
8.0,16.0,814.9715913978495
8.0,17.0,904.7109032258064
8.0,18.0,1032.8230967741936
8.0,19.0,1344.7230322580647
8.0,20.0,680.9566451612903
8.0,21.0,95.09713978494622
8.0,22.0,39.02819354838711
8.0,23.0,30.341419354838713
9.0,0.0,20.7224
9.0,1.0,19.226844444444442
9.0,2.0,18.016222222222222
9.0,3.0,17.48015555555555
9.0,4.0,18.35408888888889
9.0,5.0,19.775311111111105
9.0,6.0,22.069088888888885
9.0,7.0,22.019822222222224
9.0,8.0,19.634088888888886
9.0,9.0,19.48055555555555
9.0,10.0,21.55548888888889
9.0,11.0,26.03777777777778
9.0,12.0,33.458999999999996
9.0,13.0,53.74273333333334
9.0,14.0,79.72051111111111
9.0,15.0,136.11200000000002
9.0,16.0,192.79533333333336
9.0,17.0,190.9953111111111
9.0,18.0,289.87275555555544
9.0,19.0,329.1715777777778
9.0,20.0,74.71153333333335
9.0,21.0,31.189977777777777
9.0,22.0,26.008888888888894
9.0,23.0,22.245777777777775
10.0,0.0,22.692602150537635
10.0,1.0,20.09866666666666
10.0,2.0,19.15959139784946
10.0,3.0,18.651182795698922
10.0,4.0,19.575118279569892
10.0,5.0,22.533849462365584
10.0,6.0,29.769978494623658
10.0,7.0,31.419677419354837
10.0,8.0,23.835548387096775
10.0,9.0,20.79632258064516
10.0,10.0,20.6643870967742
10.0,11.0,22.424387096774193
10.0,12.0,24.56894623655914
10.0,13.0,27.763763440860213
10.0,14.0,30.935247311827958
10.0,15.0,35.77120430107526
10.0,16.0,41.76316129032258
10.0,17.0,60.73789247311827
10.0,18.0,130.58156989247308
10.0,19.0,72.326688172043
10.0,20.0,40.84165591397849
10.0,21.0,30.285548387096775
10.0,22.0,27.150473118279574
10.0,23.0,23.314107526881717
11.0,0.0,21.480777777777778
11.0,1.0,19.495287356321835
11.0,2.0,19.27731111111111
11.0,3.0,19.51942222222222
11.0,4.0,21.386244444444444
11.0,5.0,25.64582222222222
11.0,6.0,41.148355555555554
11.0,7.0,38.4766888888889
11.0,8.0,28.758599999999994
11.0,9.0,26.213622222222224
11.0,10.0,24.077422222222214
11.0,11.0,22.88817777777778
11.0,12.0,22.176511111111108
11.0,13.0,22.236844444444444
11.0,14.0,23.229622222222222
11.0,15.0,25.504288888888887
11.0,16.0,50.15442222222222
11.0,17.0,104.29542222222223
11.0,18.0,55.757733333333334
11.0,19.0,39.057311111111105
11.0,20.0,32.41495555555555
11.0,21.0,27.322888888888887
11.0,22.0,24.432155555555557
11.0,23.0,21.942511111111113
12.0,0.0,19.72705376344086
12.0,1.0,18.814602150537638
12.0,2.0,19.097075268817203
12.0,3.0,19.80808602150537
12.0,4.0,21.277032258064512
12.0,5.0,24.09344086021506
12.0,6.0,34.625849462365586
12.0,7.0,33.20673118279569
12.0,8.0,21.83286021505376
12.0,9.0,18.086559139784946
12.0,10.0,15.968043010752687
12.0,11.0,14.605118279569892
12.0,12.0,13.672344086021504
12.0,13.0,12.932408602150538
12.0,14.0,12.69174193548387
12.0,15.0,13.431505376344084
12.0,16.0,20.889935483870964
12.0,17.0,41.764881720430104
12.0,18.0,29.012559139784948
12.0,19.0,25.447397849462366
12.0,20.0,23.98017204301075
12.0,21.0,21.889225806451613
12.0,22.0,21.553978494623653
12.0,23.0,19.75795698924731
