month,hour,USD_per_MWh
1.0,0.0,33.182860215053765
1.0,1.0,31.23763440860215
1.0,2.0,30.185849462365592
1.0,3.0,29.84636559139785
1.0,4.0,30.488344086021506
1.0,5.0,32.54724731182796
1.0,6.0,37.59129032258064
1.0,7.0,42.85247311827957
1.0,8.0,43.49658064516128
1.0,9.0,40.986279569892474
1.0,10.0,39.23105376344087
1.0,11.0,37.97309677419354
1.0,12.0,36.947569892473126
1.0,13.0,36.51339784946237
1.0,14.0,36.75191397849463
1.0,15.0,38.404580645161296
1.0,16.0,44.775698924731174
1.0,17.0,56.53683870967741
1.0,18.0,51.181677419354834
1.0,19.0,44.51593548387096
1.0,20.0,40.832258064516125
1.0,21.0,38.40944086021506
1.0,22.0,36.17823655913979
1.0,23.0,34.976989247311835
2.0,0.0,38.10495238095239
2.0,1.0,35.70547619047619
2.0,2.0,33.738785714285704
2.0,3.0,33.645404761904764
2.0,4.0,34.96257142857143
2.0,5.0,39.2212380952381
2.0,6.0,46.81080952380952
2.0,7.0,54.38504761904761
2.0,8.0,51.996904761904766
2.0,9.0,46.743357142857135
2.0,10.0,44.7932619047619
2.0,11.0,42.967190476190474
2.0,12.0,40.75220748299319
2.0,13.0,39.34966666666667
2.0,14.0,38.97697619047619
2.0,15.0,40.915195578231284
2.0,16.0,46.41896598639455
2.0,17.0,60.73640476190475
2.0,18.0,63.36407142857143
2.0,19.0,54.21761904761906
2.0,20.0,49.153499999999994
2.0,21.0,44.67738095238094
2.0,22.0,40.9445238095238
2.0,23.0,38.91219047619048
3.0,0.0,24.731354838709677
3.0,1.0,23.40397849462365
3.0,2.0,22.726911111111114
3.0,3.0,22.840817204301075
3.0,4.0,23.128860215053766
3.0,5.0,25.15664516129032
3.0,6.0,32.015096774193545
3.0,7.0,35.3236559139785
3.0,8.0,32.84225806451613
3.0,9.0,30.01266666666667
3.0,10.0,27.637440860215058
3.0,11.0,25.9438494623656
3.0,12.0,24.423526881720438
3.0,13.0,23.63376344086022
3.0,14.0,22.950946236559144
3.0,15.0,23.238516129032256
3.0,16.0,24.793225806451613
3.0,17.0,30.100967741935484
3.0,18.0,34.58632258064517
3.0,19.0,35.54161290322581
3.0,20.0,32.393741935483874
3.0,21.0,28.40415053763441
3.0,22.0,25.545182795698924
3.0,23.0,25.690129032258067
4.0,0.0,21.175177777777776
4.0,1.0,19.992244444444445
4.0,2.0,19.15168888888889
4.0,3.0,19.019577777777776
4.0,4.0,19.736822222222223
4.0,5.0,21.776822222222226
4.0,6.0,27.595533333333332
4.0,7.0,28.913711111111112
4.0,8.0,27.766288888888887
4.0,9.0,25.850044444444446
4.0,10.0,24.516577777777783
4.0,11.0,23.827955555555555
4.0,12.0,23.326422222222224
4.0,13.0,22.804111111111116
4.0,14.0,22.71533333333333
4.0,15.0,22.955444444444442
4.0,16.0,24.75257777777778
4.0,17.0,28.60686666666667
4.0,18.0,31.20791111111111
4.0,19.0,34.48237777777778
4.0,20.0,34.55186666666667
4.0,21.0,28.13933333333333
4.0,22.0,24.16482222222222
4.0,23.0,22.392266666666675
5.0,0.0,17.15948387096774
5.0,1.0,15.830494623655913
5.0,2.0,15.08116129032258
5.0,3.0,14.606989247311827
5.0,4.0,14.940150537634405
5.0,5.0,16.277032258064516
5.0,6.0,19.78653763440861
5.0,7.0,21.834021505376345
5.0,8.0,20.986645161290316
5.0,9.0,19.48916129032258
5.0,10.0,19.267010752688176
5.0,11.0,19.03079569892473
5.0,12.0,19.021677419354837
5.0,13.0,19.396430107526882
5.0,14.0,19.79735483870968
5.0,15.0,20.524516129032254
5.0,16.0,22.43275268817205
5.0,17.0,26.644129032258068
5.0,18.0,28.89423655913978
5.0,19.0,29.44118279569893
5.0,20.0,30.137548387096782
5.0,21.0,25.562258064516126
5.0,22.0,21.414623655913974
5.0,23.0,18.743376344086023
6.0,0.0,22.778022222222216
6.0,1.0,20.71506666666666
6.0,2.0,19.823844444444443
6.0,3.0,18.973466666666663
6.0,4.0,19.113000000000003
6.0,5.0,19.923711111111114
6.0,6.0,21.9944
6.0,7.0,23.480933333333333
6.0,8.0,24.761622222222222
6.0,9.0,25.23182222222222
6.0,10.0,25.69597777777778
6.0,11.0,26.427955555555556
6.0,12.0,27.30786666666667
6.0,13.0,28.25962222222222
6.0,14.0,29.19733333333333
6.0,15.0,30.04857777777778
6.0,16.0,34.24322222222223
6.0,17.0,37.96057777777777
6.0,18.0,36.70417777777778
6.0,19.0,34.1166
6.0,20.0,32.08275555555556
6.0,21.0,29.245333333333335
6.0,22.0,26.051355555555556
6.0,23.0,23.993755555555552
7.0,0.0,31.030215053763445
7.0,1.0,28.234408602150538
7.0,2.0,26.527440860215048
7.0,3.0,24.952064516129024
7.0,4.0,24.439354838709672
7.0,5.0,25.317483870967745
7.0,6.0,26.473548387096773
7.0,7.0,27.693290322580644
7.0,8.0,30.66636559139785
7.0,9.0,33.005978494623655
7.0,10.0,35.11260215053763
7.0,11.0,37.74283870967742
7.0,12.0,40.91309677419354
7.0,13.0,44.093935483870965
7.0,14.0,46.53333333333334
7.0,15.0,54.57391397849463
7.0,16.0,62.09255913978494
7.0,17.0,67.67298924731182
7.0,18.0,62.367999999999995
7.0,19.0,54.47249462365591
7.0,20.0,46.32356989247312
7.0,21.0,40.45668817204301
7.0,22.0,36.13789247311828
7.0,23.0,32.59410752688172
8.0,0.0,23.224215053763444
8.0,1.0,21.037397849462362
8.0,2.0,19.496838709677416
8.0,3.0,18.656709677419354
8.0,4.0,18.428967741935487
8.0,5.0,19.7065376344086
8.0,6.0,20.829526881720433
8.0,7.0,21.953333333333333
8.0,8.0,23.281569892473122
8.0,9.0,24.011784946236563
8.0,10.0,24.46615053763441
8.0,11.0,25.538172043010746
8.0,12.0,26.67683870967742
8.0,13.0,28.162215053763443
8.0,14.0,29.284860215053765
8.0,15.0,30.433612903225807
8.0,16.0,35.230365591397856
8.0,17.0,38.875247311827955
8.0,18.0,37.26501075268817
8.0,19.0,34.27651612903225
8.0,20.0,31.390344086021507
8.0,21.0,28.121225806451612
8.0,22.0,25.51236559139784
8.0,23.0,23.6152688172043
9.0,0.0,23.945800000000002
9.0,1.0,21.91753333333333
9.0,2.0,20.48182222222222
9.0,3.0,19.712666666666667
9.0,4.0,19.858355555555555
9.0,5.0,21.54435555555556
9.0,6.0,25.005666666666663
9.0,7.0,26.216244444444445
9.0,8.0,26.41460000000001
9.0,9.0,26.7464
9.0,10.0,27.153088888888888
9.0,11.0,27.71457777777778
9.0,12.0,28.870866666666664
9.0,13.0,31.240288888888884
9.0,14.0,33.14871111111111
9.0,15.0,35.036133333333325
9.0,16.0,40.39244444444446
9.0,17.0,45.126533333333334
9.0,18.0,42.99017777777778
9.0,19.0,40.64015555555556
9.0,20.0,35.13913333333334
9.0,21.0,29.928688888888885
9.0,22.0,26.885199999999998
9.0,23.0,24.909933333333335
10.0,0.0,20.578838709677417
10.0,1.0,18.673569892473118
10.0,2.0,17.53982795698925
10.0,3.0,17.010838709677415
10.0,4.0,17.405139784946236
10.0,5.0,19.143806451612907
10.0,6.0,25.910301075268812
10.0,7.0,30.553720430107532
10.0,8.0,28.177978494623652
10.0,9.0,25.887784946236557
10.0,10.0,25.368172043010755
10.0,11.0,24.790043010752687
10.0,12.0,24.182967741935485
10.0,13.0,24.561870967741935
10.0,14.0,24.733655913978495
10.0,15.0,25.904172043010753
10.0,16.0,28.721526881720433
10.0,17.0,35.83137634408602
10.0,18.0,41.98651612903225
10.0,19.0,37.80888172043011
10.0,20.0,30.39212903225806
10.0,21.0,26.78584946236559
10.0,22.0,23.711741935483868
10.0,23.0,21.585935483870973
11.0,0.0,27.640577777777775
11.0,1.0,25.868838709677423
11.0,2.0,25.091066666666674
11.0,3.0,24.575599999999994
11.0,4.0,25.119311111111113
11.0,5.0,28.088511111111114
11.0,6.0,35.36466666666668
11.0,7.0,39.00862222222222
11.0,8.0,35.367533333333334
11.0,9.0,31.880000000000003
11.0,10.0,30.28706666666666
11.0,11.0,29.22348888888889
11.0,12.0,28.39608888888889
11.0,13.0,28.245377777777776
11.0,14.0,28.66164444444444
11.0,15.0,30.672799999999995
11.0,16.0,36.696600000000004
11.0,17.0,47.166000000000004
11.0,18.0,43.30817777777777
11.0,19.0,38.055711111111115
11.0,20.0,33.88573333333333
11.0,21.0,31.122866666666663
11.0,22.0,28.36344444444444
11.0,23.0,27.13057777777778
12.0,0.0,27.544172043010757
12.0,1.0,25.76350537634409
12.0,2.0,24.74718279569893
12.0,3.0,24.410043010752684
12.0,4.0,24.838451612903224
12.0,5.0,26.794
12.0,6.0,32.30574193548387
12.0,7.0,35.888666666666666
12.0,8.0,34.01030107526881
12.0,9.0,32.43329032258065
12.0,10.0,31.92051612903226
12.0,11.0,31.2905376344086
12.0,12.0,30.759333333333334
12.0,13.0,30.689763440860215
12.0,14.0,30.944774193548394
12.0,15.0,32.85756989247312
12.0,16.0,38.215526881720436
12.0,17.0,46.57182795698924
12.0,18.0,40.990688172043015
12.0,19.0,36.65593548387098
12.0,20.0,33.958408602150534
12.0,21.0,31.845548387096773
12.0,22.0,29.572795698924725
12.0,23.0,28.372129032258066
