region,month,tariff_id,pearson_cc,tariff_ratio
SPP,4,6320c315a04c85072b3dd9b2,3.1034783590241433e-16,1.0
SPP,5,6320c315a04c85072b3dd9b2,1.755708314324698e-16,1.0
SPP,6,6320c315a04c85072b3dd9b2,3.0769109228202426e-17,1.0
SPP,7,6320c315a04c85072b3dd9b2,7.448520818255567e-16,1.0
SPP,8,6320c315a04c85072b3dd9b2,2.1384588974353352e-16,1.0
SPP,9,6320c315a04c85072b3dd9b2,-1.843538062321075e-16,1.0
SPP,10,6320c315a04c85072b3dd9b2,1.417025642067633e-16,1.0
SPP,11,6320c315a04c85072b3dd9b2,3.9271145760442606e-16,1.0
SPP,12,6320c315a04c85072b3dd9b2,-1.0783863287353007e-16,1.0
MISO,1,6377dcd71d17d872ea04321f,-0.0447961188560783,1.8091443815910844
MISO,2,6377dcd71d17d872ea04321f,-0.1510347564567292,1.8440234896924184
MISO,3,6377dcd71d17d872ea04321f,0.0295756665188134,1.7898098927050403
MISO,4,6377dcd71d17d872ea04321f,-0.0847400898604022,1.8260052591591134
MISO,5,6377dcd71d17d872ea04321f,-0.0014489991225332,1.8091443815910844
MISO,6,6377dcd71d17d872ea04321f,-0.3136555015181305,2.160258515262283
MISO,7,6377dcd71d17d872ea04321f,-0.2631492392766538,2.169098156798866
MISO,8,6377dcd71d17d872ea04321f,-0.1151305839397004,2.153730591264515
MISO,9,6377dcd71d17d872ea04321f,-0.0494838567970932,2.1761360048889746
MISO,10,6377dcd71d17d872ea04321f,0.0259522211411051,1.8091443815910844
MISO,11,6377dcd71d17d872ea04321f,0.078353654575494,1.8160172377630315
MISO,12,6377dcd71d17d872ea04321f,-0.0475444052011421,1.799477137148062
PJM,1,63193de7a7d6a72da22a6d2b,1.8364778102878118e-15,1.0
PJM,2,63193de7a7d6a72da22a6d2b,7.392190621370552e-16,1.0
PJM,3,63193de7a7d6a72da22a6d2b,1.7623873493842788e-15,1.0
PJM,4,63193de7a7d6a72da22a6d2b,1.789285482628412e-15,1.0
PJM,5,63193de7a7d6a72da22a6d2b,-2.7021254520571367e-15,1.0
PJM,6,63193de7a7d6a72da22a6d2b,8.943555143437297e-16,1.0
PJM,7,63193de7a7d6a72da22a6d2b,1.193637337631791e-15,1.0
PJM,8,63193de7a7d6a72da22a6d2b,-2.6294156642671593e-15,1.0
PJM,9,63193de7a7d6a72da22a6d2b,-8.246427268940113e-16,1.0
PJM,10,63193de7a7d6a72da22a6d2b,1.8748985592857295e-16,1.0
PJM,11,63193de7a7d6a72da22a6d2b,-1.1206277086180069e-15,1.0
PJM,12,63193de7a7d6a72da22a6d2b,-3.3602323420649225e-15,1.0
,1,6318d99ab1c61b537d06635a,,3.4569474178060178
,2,6318d99ab1c61b537d06635a,,3.5955828645286827
,3,6318d99ab1c61b537d06635a,,3.4339656965864616
,4,6318d99ab1c61b537d06635a,,3.5240377177710487
,5,6318d99ab1c61b537d06635a,,3.4569474178060178
,6,6318d99ab1c61b537d06635a,,4.578677270510542
,7,6318d99ab1c61b537d06635a,,4.529574315780577
,8,6318d99ab1c61b537d06635a,,4.508803508442847
,9,6318d99ab1c61b537d06635a,,3.5121776152051765
,10,6318d99ab1c61b537d06635a,,3.4569474178060178
,11,6318d99ab1c61b537d06635a,,3.5121776152051765
,12,6318d99ab1c61b537d06635a,,3.445456557196239
ISONE,1,6393e63bb523a2f7310ed572,,1.0
ISONE,2,6393e63bb523a2f7310ed572,,1.0
ISONE,3,6393e63bb523a2f7310ed572,,1.0
ISONE,4,6393e63bb523a2f7310ed572,1.0305120688070043e-15,1.0
ISONE,5,6393e63bb523a2f7310ed572,,1.0
ISONE,6,6393e63bb523a2f7310ed572,-9.82616623196703e-16,1.0
ISONE,7,6393e63bb523a2f7310ed572,,1.0
ISONE,8,6393e63bb523a2f7310ed572,,1.0
ISONE,9,6393e63bb523a2f7310ed572,4.155514296941398e-16,1.0
ISONE,10,6393e63bb523a2f7310ed572,,1.0
ISONE,11,6393e63bb523a2f7310ed572,1.4180251204999252e-15,1.0
ISONE,12,6393e63bb523a2f7310ed572,3.573199952026346e-16,1.0
PJM,1,63d157d9703cd2f8800154d1,1.8364778102878118e-15,1.0
PJM,2,63d157d9703cd2f8800154d1,,1.0
PJM,3,63d157d9703cd2f8800154d1,1.7623873493842788e-15,1.0
PJM,4,63d157d9703cd2f8800154d1,,1.0
PJM,5,63d157d9703cd2f8800154d1,-2.7021254520571367e-15,1.0
PJM,6,63d157d9703cd2f8800154d1,,1.0
PJM,7,63d157d9703cd2f8800154d1,-1.193637337631791e-15,1.0
PJM,8,63d157d9703cd2f8800154d1,2.6294156642671593e-15,1.0
PJM,9,63d157d9703cd2f8800154d1,,1.0
PJM,10,63d157d9703cd2f8800154d1,-1.8748985592857295e-16,1.0
PJM,11,63d157d9703cd2f8800154d1,,1.0
PJM,12,63d157d9703cd2f8800154d1,3.3602323420649225e-15,1.0
,1,64834562d8f2c3f48905605a,,3.731077581944693
,2,64834562d8f2c3f48905605a,,3.853718121717823
,3,64834562d8f2c3f48905605a,,3.745332877129516
,4,64834562d8f2c3f48905605a,,3.7902368541421945
,5,64834562d8f2c3f48905605a,,3.6887036295460427
,6,64834562d8f2c3f48905605a,,3.751152316763182
,7,64834562d8f2c3f48905605a,,3.6887036295460427
,8,64834562d8f2c3f48905605a,,3.6911407016973996
,9,64834562d8f2c3f48905605a,,3.7482843615542114
,10,64834562d8f2c3f48905605a,,3.7106213397907033
,11,64834562d8f2c3f48905605a,,3.774155727914529
,12,64834562d8f2c3f48905605a,,3.7154971473071665
,1,15000003001,,1.4666781454436304
,2,15000003001,,1.4353459639957622
,3,15000003001,,1.4280264099198559
,4,15000003001,,1.416491320928255
,5,15000003001,,1.3886998069823355
,6,15000003001,,1.3912347122998505
,7,15000003001,,1.3876075005177233
,8,15000003001,,1.3680964293904208
,9,15000003001,,1.3585822554076799
,10,15000003001,,1.3628704515908159
,11,15000003001,,1.3449452938323045
,12,15000003001,,1.3312844016476038
PJM,1,635440cde94e455f41062c40,-1.8364778102878118e-15,1.0
PJM,2,635440cde94e455f41062c40,7.392190621370552e-16,1.0
PJM,3,635440cde94e455f41062c40,-1.7623873493842788e-15,1.0
PJM,4,635440cde94e455f41062c40,,1.0
PJM,5,635440cde94e455f41062c40,2.7021254520571367e-15,1.0
PJM,6,635440cde94e455f41062c40,-8.943555143437297e-16,1.0
PJM,7,635440cde94e455f41062c40,,1.0
PJM,8,635440cde94e455f41062c40,,1.0
PJM,9,635440cde94e455f41062c40,8.246427268940113e-16,1.0
PJM,10,635440cde94e455f41062c40,,1.0
PJM,11,635440cde94e455f41062c40,,1.0
PJM,12,635440cde94e455f41062c40,,1.0
NYISO,1,36003169012,-0.008513892844617,1.630351552991434
NYISO,2,36003169012,-0.0945186489633255,1.7468978434708988
NYISO,3,36003169012,0.0038552275803126,1.8355734291296877
NYISO,4,36003169012,-0.123565879651387,2.0028112839371244
NYISO,5,36003169012,-0.2322057353494268,2.030996237330531
NYISO,6,36003169012,-0.1509083113566487,2.4043929549947767
NYISO,7,36003169012,-0.286656590971347,2.352453658559683
NYISO,8,36003169012,-0.1174501447630664,2.260393316436313
NYISO,9,36003169012,0.012187622886645,2.1960283800422764
NYISO,10,36003169012,-0.099574511358452,1.7076056404788862
NYISO,11,36003169012,0.126941553499902,1.6064474653149303
NYISO,12,36003169012,-0.192567841546397,1.7774444835668364
MISO,1,63f52d77062cafa3510fdce1,,1.0
MISO,2,63f52d77062cafa3510fdce1,6.670048878571545e-16,1.0
MISO,3,63f52d77062cafa3510fdce1,,1.0
MISO,4,63f52d77062cafa3510fdce1,-1.0764235444335004e-15,1.0
MISO,5,63f52d77062cafa3510fdce1,,1.0
MISO,6,63f52d77062cafa3510fdce1,-1.4394810327672482e-15,1.0
MISO,7,63f52d77062cafa3510fdce1,,1.0
MISO,8,63f52d77062cafa3510fdce1,,1.0
MISO,9,63f52d77062cafa3510fdce1,1.3390642291365442e-16,1.0
MISO,10,63f52d77062cafa3510fdce1,,1.0
MISO,11,63f52d77062cafa3510fdce1,0.0,1.0
MISO,12,63f52d77062cafa3510fdce1,,1.0
MISO,1,6317c7dfe5bf5803bd11dfcb,-0.055231721825142,7.6703586952792016
MISO,2,6317c7dfe5bf5803bd11dfcb,-0.1205397711955327,7.294662097136745
MISO,3,6317c7dfe5bf5803bd11dfcb,0.0494220253360503,6.24829631452461
MISO,4,6317c7dfe5bf5803bd11dfcb,-0.0736339665786289,7.482469474617647
MISO,5,6317c7dfe5bf5803bd11dfcb,-0.0572652102936459,7.6703586952792016
MISO,6,6317c7dfe5bf5803bd11dfcb,-0.3040592811007198,6.847278260805817
MISO,7,6317c7dfe5bf5803bd11dfcb,-0.2668615310754318,8.575838893009449
MISO,8,6317c7dfe5bf5803bd11dfcb,-0.1311389405601691,7.71952363466368
MISO,9,6317c7dfe5bf5803bd11dfcb,-0.0729830107929228,7.549289581638734
MISO,10,6317c7dfe5bf5803bd11dfcb,-0.0100960710330608,7.6703586952792016
MISO,11,6317c7dfe5bf5803bd11dfcb,0.0600271072608968,6.7246423894585625
MISO,12,6317c7dfe5bf5803bd11dfcb,-0.0564709713134141,6.895810003629797
,1,62fe62090ccf7d10b45f3613,,1.0
,2,62fe62090ccf7d10b45f3613,,1.0
,3,62fe62090ccf7d10b45f3613,,1.0
,4,62fe62090ccf7d10b45f3613,,1.0
,5,62fe62090ccf7d10b45f3613,,1.0
,6,62fe62090ccf7d10b45f3613,,1.0
,7,62fe62090ccf7d10b45f3613,,1.0
,8,62fe62090ccf7d10b45f3613,,1.0
,9,62fe62090ccf7d10b45f3613,,1.0
,10,62fe62090ccf7d10b45f3613,,1.0
,11,62fe62090ccf7d10b45f3613,,1.0
,12,62fe62090ccf7d10b45f3613,,1.0
PJM,1,63531c3bd7add10e270f5421,,1.0
PJM,2,63531c3bd7add10e270f5421,,1.0
PJM,3,63531c3bd7add10e270f5421,,1.0
PJM,4,63531c3bd7add10e270f5421,,1.0
PJM,5,63531c3bd7add10e270f5421,,1.0
PJM,6,63531c3bd7add10e270f5421,-8.943555143437297e-16,1.0
PJM,7,63531c3bd7add10e270f5421,-1.2655432013445494e-15,1.0
PJM,8,63531c3bd7add10e270f5421,2.6507318618315568e-15,1.0
PJM,9,63531c3bd7add10e270f5421,8.246427268940113e-16,1.0
PJM,10,63531c3bd7add10e270f5421,-1.8748985592857295e-16,1.0
PJM,11,63531c3bd7add10e270f5421,-1.1206277086180069e-15,1.0
PJM,12,63531c3bd7add10e270f5421,3.3602323420649225e-15,1.0
CAISO,1,62ddb0eaaec4eb317825f6c5,-0.520393539980111,4.000853670285496
CAISO,2,62ddb0eaaec4eb317825f6c5,-0.5683603499227811,4.0008522226560945
CAISO,3,62ddb0eaaec4eb317825f6c5,-0.555600157261747,4.000853670285496
CAISO,4,62ddb0eaaec4eb317825f6c5,-0.5893793819937629,4.000852970597777
CAISO,5,62ddb0eaaec4eb317825f6c5,-0.3364236953281717,4.000853670285496
CAISO,6,62ddb0eaaec4eb317825f6c5,-0.3940462316072582,2.6230993162816274
CAISO,7,62ddb0eaaec4eb317825f6c5,-0.4318761636366247,2.6729391893067582
CAISO,8,62ddb0eaaec4eb317825f6c5,-0.5221229572311286,2.651579336963692
CAISO,9,62ddb0eaaec4eb317825f6c5,-0.4896634485882201,2.645171160744317
CAISO,10,62ddb0eaaec4eb317825f6c5,-0.6308882994767246,4.000853670285496
CAISO,11,62ddb0eaaec4eb317825f6c5,-0.4346341434522038,4.000852970597777
CAISO,12,62ddb0eaaec4eb317825f6c5,-0.3955852927292522,4.000853670285496
,1,5b86e0235457a394468b4568,,1.0
,2,5b86e0235457a394468b4568,,1.0
,3,5b86e0235457a394468b4568,,1.0
,4,5b86e0235457a394468b4568,,1.0
,5,5b86e0235457a394468b4568,,1.0
,6,5b86e0235457a394468b4568,,1.0
,7,5b86e0235457a394468b4568,,1.0
,8,5b86e0235457a394468b4568,,1.0
,9,5b86e0235457a394468b4568,,1.0
,10,5b86e0235457a394468b4568,,1.0
,11,5b86e0235457a394468b4568,,1.0
,12,5b86e0235457a394468b4568,,1.0
PJM,1,5b0da3485457a3880c733306,-1.8364778102878118e-15,1.0
PJM,2,5b0da3485457a3880c733306,,1.0
PJM,3,5b0da3485457a3880c733306,-1.7623873493842788e-15,1.0
PJM,4,5b0da3485457a3880c733306,-1.789285482628412e-15,1.0
PJM,5,5b0da3485457a3880c733306,2.7021254520571367e-15,1.0
PJM,6,5b0da3485457a3880c733306,-8.943555143437297e-16,1.0
PJM,7,5b0da3485457a3880c733306,1.193637337631791e-15,1.0
PJM,8,5b0da3485457a3880c733306,-2.6294156642671593e-15,1.0
PJM,9,5b0da3485457a3880c733306,8.246427268940113e-16,1.0
PJM,10,5b0da3485457a3880c733306,1.8748985592857295e-16,1.0
PJM,11,5b0da3485457a3880c733306,1.1206277086180069e-15,1.0
PJM,12,5b0da3485457a3880c733306,3.3602323420649225e-15,1.0
,1,62d73a50f6568d1e566d6c4d,,1.0
,2,62d73a50f6568d1e566d6c4d,,1.0
,3,62d73a50f6568d1e566d6c4d,,1.0
,4,62d73a50f6568d1e566d6c4d,,1.0
,5,62d73a50f6568d1e566d6c4d,,1.0
,6,62d73a50f6568d1e566d6c4d,,3.8417900420454236
,7,62d73a50f6568d1e566d6c4d,,3.92266143460806
,8,62d73a50f6568d1e566d6c4d,,3.871203179952191
,9,62d73a50f6568d1e566d6c4d,,3.894694078069491
,10,62d73a50f6568d1e566d6c4d,,1.0
,11,62d73a50f6568d1e566d6c4d,,1.0
,12,62d73a50f6568d1e566d6c4d,,1.0
CAISO,1,60b7880b5457a39e1e7ef40f,-0.0828707507711035,1.539589627236457
CAISO,2,60b7880b5457a39e1e7ef40f,-0.1919950364551071,1.571368922922966
CAISO,3,60b7880b5457a39e1e7ef40f,-0.0337737501843973,1.539589627236457
CAISO,4,60b7880b5457a39e1e7ef40f,-0.174942321629419,1.5550247470353549
CAISO,5,60b7880b5457a39e1e7ef40f,-0.1895153533207894,1.6737596327512811
CAISO,6,60b7880b5457a39e1e7ef40f,-0.1213054804061169,1.6932490805398435
CAISO,7,60b7880b5457a39e1e7ef40f,-0.1015259213314303,1.6737596327512811
CAISO,8,60b7880b5457a39e1e7ef40f,-0.0637271194155113,1.6737596327512811
CAISO,9,60b7880b5457a39e1e7ef40f,-0.1142098576036489,1.693249080539843
CAISO,10,60b7880b5457a39e1e7ef40f,-0.1503404368129453,1.539589627236457
CAISO,11,60b7880b5457a39e1e7ef40f,-0.0584140427288918,1.555024747035355
CAISO,12,60b7880b5457a39e1e7ef40f,0.0623286350332413,1.539589627236457
SPP,1,5d1641965457a3f118de8453,-4.7717773261444085e-16,1.0
SPP,2,5d1641965457a3f118de8453,4.143872237196047e-16,1.0
SPP,3,5d1641965457a3f118de8453,5.5119556547336635e-17,1.0
SPP,4,5d1641965457a3f118de8453,3.1034783590241433e-16,1.0
SPP,5,5d1641965457a3f118de8453,-1.5884979986747262e-16,1.0
SPP,6,5d1641965457a3f118de8453,-3.0769109228202426e-17,1.0
SPP,7,5d1641965457a3f118de8453,-7.448520818255567e-16,1.0
SPP,8,5d1641965457a3f118de8453,-2.1384588974353352e-16,1.0
SPP,9,5d1641965457a3f118de8453,1.843538062321075e-16,1.0
SPP,10,5d1641965457a3f118de8453,-1.417025642067633e-16,1.0
SPP,11,5d1641965457a3f118de8453,3.9271145760442606e-16,1.0
SPP,12,5d1641965457a3f118de8453,1.0783863287353007e-16,1.0
,1,5ae3b4c25457a37f139b4e70,,1.0
,2,5ae3b4c25457a37f139b4e70,,1.0
,3,5ae3b4c25457a37f139b4e70,,1.0
,4,5ae3b4c25457a37f139b4e70,,1.0
,5,5ae3b4c25457a37f139b4e70,,1.0
,6,5ae3b4c25457a37f139b4e70,,5.614186595552575
,7,5ae3b4c25457a37f139b4e70,,7.632317690716574
,8,5ae3b4c25457a37f139b4e70,,6.639253442288338
,9,5ae3b4c25457a37f139b4e70,,6.38310718976577
,10,5ae3b4c25457a37f139b4e70,,1.0
,11,5ae3b4c25457a37f139b4e70,,1.0
,12,5ae3b4c25457a37f139b4e70,,1.0
SPP,1,648c8617d64f36dd5204dddf,,1.0
SPP,2,648c8617d64f36dd5204dddf,-4.143872237196047e-16,1.0
SPP,3,648c8617d64f36dd5204dddf,,1.0
SPP,4,648c8617d64f36dd5204dddf,2.986766352359987e-16,1.0
SPP,5,648c8617d64f36dd5204dddf,-1.755708314324698e-16,1.0
SPP,6,648c8617d64f36dd5204dddf,,1.0
SPP,7,648c8617d64f36dd5204dddf,-7.448520818255567e-16,1.0
SPP,8,648c8617d64f36dd5204dddf,-2.1384588974353352e-16,1.0
SPP,9,648c8617d64f36dd5204dddf,,1.0
SPP,10,648c8617d64f36dd5204dddf,-1.417025642067633e-16,1.0
SPP,11,648c8617d64f36dd5204dddf,3.9271145760442606e-16,1.0
SPP,12,648c8617d64f36dd5204dddf,1.0783863287353007e-16,1.0
,1,5cddcba65457a3e23240c5d3,,1.0
,2,5cddcba65457a3e23240c5d3,,1.0
,3,5cddcba65457a3e23240c5d3,,1.0
,4,5cddcba65457a3e23240c5d3,,1.0
,5,5cddcba65457a3e23240c5d3,,1.0
,6,5cddcba65457a3e23240c5d3,,1.0
,7,5cddcba65457a3e23240c5d3,,1.0
,8,5cddcba65457a3e23240c5d3,,1.0
,9,5cddcba65457a3e23240c5d3,,1.0
,10,5cddcba65457a3e23240c5d3,,1.0
,11,5cddcba65457a3e23240c5d3,,1.0
,12,5cddcba65457a3e23240c5d3,,1.0
MISO,1,63f67ddcdec75ef0430d531d,,1.0
MISO,2,63f67ddcdec75ef0430d531d,,1.0
MISO,3,63f67ddcdec75ef0430d531d,,1.0
MISO,4,63f67ddcdec75ef0430d531d,-1.0764235444335004e-15,1.0
MISO,5,63f67ddcdec75ef0430d531d,,1.0
MISO,6,63f67ddcdec75ef0430d531d,-1.4394810327672482e-15,1.0
MISO,7,63f67ddcdec75ef0430d531d,,1.0
MISO,8,63f67ddcdec75ef0430d531d,,1.0
MISO,9,63f67ddcdec75ef0430d531d,1.3390642291365442e-16,1.0
MISO,10,63f67ddcdec75ef0430d531d,,1.0
MISO,11,63f67ddcdec75ef0430d531d,0.0,1.0
MISO,12,63f67ddcdec75ef0430d531d,-7.111938643795705e-16,1.0
,1,63f547a04ed084db7e00f241,,1.0
,2,63f547a04ed084db7e00f241,,1.0
,3,63f547a04ed084db7e00f241,,1.0
,4,63f547a04ed084db7e00f241,,1.0
,5,63f547a04ed084db7e00f241,,1.0
,6,63f547a04ed084db7e00f241,,1.0
,7,63f547a04ed084db7e00f241,,1.0
,8,63f547a04ed084db7e00f241,,1.0
,9,63f547a04ed084db7e00f241,,1.0
,10,63f547a04ed084db7e00f241,,1.0
,11,63f547a04ed084db7e00f241,,1.0
,12,63f547a04ed084db7e00f241,,1.0
MISO,1,6531abad5f5c0daf7b0f1371,,1.0
MISO,2,6531abad5f5c0daf7b0f1371,,1.0
MISO,3,6531abad5f5c0daf7b0f1371,,1.0
MISO,4,6531abad5f5c0daf7b0f1371,1.0764235444335004e-15,1.0
MISO,5,6531abad5f5c0daf7b0f1371,,1.0
