location,month,pearson_cc
51217,1,-0.14081553486083967
116013751,1,-0.2867303332691171
35010337,1,-0.33775188301041037
34497151,1,-0.3198576620442788
34497125,1,-0.3155399741816575
33092315,1,-0.2696041711722241
34497127,1,-0.31915502339949986
33092311,1,-0.2684572551959917
4669664,1,-0.1443148746695166
51288,1,-0.2992418748106125
51287,1,-0.3096116877666668
33092313,1,-0.2684113323964909
51217,2,-0.10153442409614495
116013751,2,-0.29893546368667384
35010337,2,-0.17213783598120688
34497151,2,-0.2812629230031738
34497125,2,-0.30026222713792167
33092315,2,-0.245860565646152
34497127,2,-0.28379560676020477
33092311,2,-0.2448920656574304
4669664,2,-0.09282251669579626
51288,2,-0.12666451665901354
51287,2,-0.2341786724054243
33092313,2,-0.2455045215521199
51217,3,-0.31729591401739876
116013751,3,-0.3248048204943978
35010337,3,-0.32169920894971415
34497151,3,-0.31641557503760276
34497125,3,-0.32122490973881274
33092315,3,-0.20051566712901606
34497127,3,-0.3174515212813916
33092311,3,-0.19690762126317274
4669664,3,-0.3365158306415202
51288,3,-0.32081806223754566
51287,3,-0.3213794179574474
33092313,3,-0.20274958827066938
51217,4,-0.05848876071585727
116013751,4,-0.08044048608583877
35010337,4,-0.08173497538090618
34497151,4,-0.08391006054683732
34497125,4,-0.08482822807945477
33092315,4,-0.021739828956663928
34497127,4,-0.08440556035065343
33092311,4,-0.021866100793880405
4669664,4,-0.0643300662091092
51288,4,-0.07225731371097122
51287,4,-0.07898532000090847
33092313,4,-0.021446206293245725
51217,5,0.029635164802492227
116013751,5,0.08032574602261304
35010337,5,0.12841047178907775
34497151,5,0.08722830348402832
34497125,5,0.09192333640408942
33092315,5,0.07268685573808215
34497127,5,0.09002674185938685
33092311,5,0.07194824580262385
4669664,5,0.0493040192448402
51288,5,0.10292314043511172
51287,5,0.10139865562837708
33092313,5,0.07206880892045493
51217,6,0.01877265792953717
116013751,6,0.08585846180299933
35010337,6,0.12354308673069757
34497151,6,0.09272423766110849
34497125,6,0.09446298065887969
33092315,6,0.09103654433981698
34497127,6,0.09354123997557988
33092311,6,0.0911367712309232
4669664,6,0.027059848388060092
51288,6,0.10197521896539156
51287,6,0.09834558417790304
33092313,6,0.09107768690207028
51217,7,0.08658091255626801
116013751,7,0.05060656650872765
35010337,7,0.06674693497447759
34497151,7,0.05121559698022232
34497125,7,0.048525285795586556
33092315,7,0.0493007107287767
34497127,7,0.05114223482865383
33092311,7,0.047409081485593155
4669664,7,0.040390429543444906
51288,7,0.051734149955138704
51287,7,0.05467208056619399
33092313,7,0.04849988450478887
51217,8,0.11379684178398913
116013751,8,0.0329848552762757
35010337,8,0.06387488349689399
34497151,8,0.04520710192985777
34497125,8,0.0414292878359642
33092315,8,0.0502866432303783
34497127,8,0.044277877003411466
33092311,8,0.04842750876164308
4669664,8,0.02553686657260878
51288,8,0.03534232271011584
51287,8,0.040670969634920805
33092313,8,0.05276563255406219
51217,9,0.07304044999405865
116013751,9,0.012381506157528605
35010337,9,0.06364081545652508
34497151,9,0.01558944972729065
34497125,9,0.014938329501521203
33092315,9,0.020004109966228315
34497127,9,0.015632953394371117
33092311,9,0.01700344232832386
4669664,9,0.011136201430442078
51288,9,0.00572460742991014
51287,9,0.030078005000773088
33092313,9,0.018078262609972272
51217,10,-0.004437438927688567
116013751,10,-0.013932645373749768
35010337,10,0.009499674117779307
34497151,10,-0.019846079333155214
34497125,10,-0.012933083064808188
33092315,10,-0.010779803311243777
34497127,10,-0.017449346079279535
33092311,10,-0.019694544224268987
4669664,10,-0.006799072113272311
51288,10,-0.00028815390789016146
51287,10,-0.0009938165789601266
33092313,10,-0.008406282389252945
51217,11,-0.22318087133130798
116013751,11,-0.26671383119981307
35010337,11,-0.3194900697801011
34497151,11,-0.30379540474843236
34497125,11,-0.3046912610989479
33092315,11,-0.1734963398692638
34497127,11,-0.30592170020216386
33092311,11,-0.1738819784866417
4669664,11,-0.18969335619557676
51288,11,-0.29653064317163647
51287,11,-0.30856416844480444
33092313,11,-0.17162838055687746
51217,12,-0.15298908048463136
116013751,12,-0.24149194888904504
35010337,12,-0.28968750532996973
34497151,12,-0.24901220666861582
34497125,12,-0.2450837611017518
33092315,12,-0.18417384668466003
34497127,12,-0.2506046898075521
33092311,12,-0.1847960515165539
4669664,12,-0.060283106256839636
51288,12,-0.2426200543818854
51287,12,-0.2563153407203659
33092313,12,-0.1839158917807967
