location,month,pearson_cc
PJM,6,0.21610750816595062
O H,6,0.20688853158356532
NPX,6,0.14541499119330936
N.Y.C.,6,0.2099642208092589
MILLWD,6,0.20342303575175244
NORTH,6,0.17893271552844323
LONGIL,6,0.2465992592257248
HUD VL,6,0.20268600748206053
H Q,6,0.18937962691824273
GENESE,6,0.20556918126786936
DUNWOD,6,0.20410207155921248
CENTRL,6,0.20421693384922268
MHK VL,6,0.20313437603052195
CAPITL,7,-0.029280581758936552
WEST,7,-0.02893841465812144
PJM,7,-0.028793219912513657
O H,7,-0.027882144234644645
NPX,7,-0.028254805505559623
N.Y.C.,7,-0.03815053962848939
MILLWD,7,-0.03536916859479365
NORTH,7,-0.03727094554949175
LONGIL,7,-0.02703539639649053
HUD VL,7,-0.03196495423908055
H Q,7,-0.029103609137786837
GENESE,7,-0.028837475332942637
DUNWOD,7,-0.03602534512233882
CENTRL,7,-0.029514097280076444
MHK VL,7,-0.02932138070407579
CAPITL,8,0.24301180006742545
WEST,8,0.24853515228862302
PJM,8,0.25255439761393456
O H,8,0.2521112023190172
NPX,8,0.2501767852792962
N.Y.C.,8,0.2392775506749548
MILLWD,8,0.2418250989349125
NORTH,8,0.16346625698917797
LONGIL,8,0.24863819627117117
HUD VL,8,0.24527374544201364
H Q,8,0.16995470300115262
GENESE,8,0.24126484372115178
DUNWOD,8,0.24115924750726098
CENTRL,8,0.23545963228691366
MHK VL,8,0.2351144717924049
CAPITL,9,0.03190129156014734
WEST,9,0.010790232143717186
PJM,9,0.016980399025955727
O H,9,0.011099084027716335
NPX,9,0.018392987580476174
N.Y.C.,9,0.018322262599280784
MILLWD,9,0.022209712598104617
NORTH,9,0.00706448698058098
LONGIL,9,0.03524778449562272
HUD VL,9,0.022976467183733872
H Q,9,0.006540534612832856
GENESE,9,0.010934898143572814
DUNWOD,9,0.021708235813300055
CENTRL,9,0.010956281326179505
MHK VL,9,0.012162171269123605
CAPITL,10,-0.03273849558779653
WEST,10,-0.04075905537196169
PJM,10,-0.03467632718673871
O H,10,-0.04279980838619561
NPX,10,-0.02521114107426265
N.Y.C.,10,-0.029498341705165836
MILLWD,10,-0.03259019740621374
NORTH,10,-0.024405512759302448
LONGIL,10,-0.03353087218935437
HUD VL,10,-0.031700222947023536
H Q,10,-0.041709689213843534
GENESE,10,-0.04511872885630457
DUNWOD,10,-0.032532538289291556
CENTRL,10,-0.04661954905035588
MHK VL,10,-0.04543992124066812
CAPITL,11,-0.268830263494395
WEST,11,-0.23951924660839696
PJM,11,-0.2884695595487675
O H,11,-0.23982442752706307
NPX,11,-0.24048908973799896
N.Y.C.,11,-0.2824510310734547
MILLWD,11,-0.28192930579300746
NORTH,11,-0.13819881302040757
LONGIL,11,-0.30399509062304675
HUD VL,11,-0.2835735784359885
H Q,11,-0.158006672933816
GENESE,11,-0.23804820405422406
DUNWOD,11,-0.28247051389469785
CENTRL,11,-0.24336003417121044
MHK VL,11,-0.23711458365105575
CAPITL,12,-0.1099844706449301
WEST,12,-0.1348063344807985
PJM,12,-0.14624446863248158
O H,12,-0.13548489165764524
NPX,12,-0.0782214717541284
N.Y.C.,12,-0.13212979288510732
MILLWD,12,-0.13413478738354395
NORTH,12,-0.15065275922734428
LONGIL,12,-0.10908300743779077
HUD VL,12,-0.1375810784782432
H Q,12,-0.1569166342587291
GENESE,12,-0.1416115291779108
DUNWOD,12,-0.13410163768973904
CENTRL,12,-0.1461623881881678
MHK VL,12,-0.15114666420512363
