location,month,pearson_cc
AEC,1,-0.15527273055968807
AECC_CSWS,1,-0.1828372063282154
AECC_ELKINS,1,-0.19589211644983848
AECC_FITZHUGH,1,-0.14736113962557032
AECC_FLTCREEK,1,-0.19481527406873148
AECC_FULTON,1,-0.16819960845809073
AECC_HYDRO13,1,-0.1458356913559739
AECC_JWTURK,1,-0.18154962181163273
AECI,1,-0.16563176466493068
AEPM_CSWS,1,-0.18144238710183028
ALTW,1,-0.16992520511815715
AMRN,1,-0.16992520511815715
ANTELOPE,1,-0.1325836406721265
BBA,1,-0.16992520511815715
BCA,1,-0.16992520511815715
BEPM_RM_NPPD,1,-0.1276676157409219
BEPM_TS_NPPD,1,-0.15217296645111292
BLKW,1,-0.124457931410425
BLUECANYON2,1,-0.12070549939434333
BLUECANYON5,1,-0.11193315548615196
BLUECANYON6,1,-0.12072367259941404
BRAZ,1,-0.16992520511815715
BUBA,1,-0.16992520511815715
BUFFALO_DUNES_WIND,1,-0.14754572463100935
CANADIAN_HILLS_1,1,-0.12062912671648453
CANADIAN_HILLS_2,1,-0.12062912671648453
CANADIAN_HILLS_3,1,-0.12062912671648453
CANADIAN_HILLS_4,1,-0.12062912671648453
CANADIAN_HILLS_5,1,-0.12062912671648453
CANEY_RIVER_WINDPOWER,1,-0.14348318076751948
CASS_CO_1,1,-0.165570573582687
CASS_CO_2,1,-0.165570573582687
CLEC,1,-0.16992520511815715
COFFEYVILLE_7,1,-0.16790480709901082
COWP,1,-0.10857352867697614
COWP_GEN1,1,-0.10857352867697614
COWP_GEN2,1,-0.10857352867697614
CPLE,1,-0.1547171335217101
CPLW,1,-0.1547171335217101
CROSSROADS1,1,-0.151907313808981
CROSSROADS2,1,-0.151907313808981
CROSSROADS3,1,-0.151907313808981
CROSSROADS4,1,-0.151907313808981
CRTH_SPA,1,-0.17883086811279872
CSWARSENALHILL5,1,-0.15552515075632212
CSWCOMANCHE1,1,-0.13247906675330898
CSWETTURK,1,-0.18154962181163273
CSWFLINTCREEK1,1,-0.19481527406873148
CSWJLSTALL,1,-0.15460424350661855
CSWKNOXLEE5,1,-0.17414080237633658
CSWLIEBERMAN3,1,-0.14962335436763183
CSWLIEBERMAN4,1,-0.14962335436763183
CSWMATTISON1,1,-0.19670694416436907
CSWMATTISON2,1,-0.19670694416436907
CSWMATTISON3,1,-0.19635072120635422
CSWMATTISON4,1,-0.19635072120635422
CSWMSTURK,1,-0.18154962181163273
CSWNARROWS1,1,-0.1771637776159304
CSWNORTHEASTERN1,1,-0.18989407023872137
CSWNORTHEASTERN2,1,-0.18968337167580138
CSWNORTHEASTERN3,1,-0.1931038079874023
CSWPIRKEY1,1,-0.17601538299260505
CSWRIVERSIDE1,1,-0.20609848530451944
CSWRIVERSIDE2,1,-0.20611889390596208
CSWRIVERSIDE3,1,-0.20609848530451944
CSWRIVERSIDE4,1,-0.20609848530451944
CSWS.7CBY.7CBYWIND,1,-0.12777917981951736
CSWS.AECC.DRIFTSAND,1,-0.14388325612929734
CSWS.AECC.WILDHORSE,1,-0.14400393950032828
CSWS.EKCW.EKCW,1,-0.11257222565515512
CSWS.FPLP.RSES.MSR,1,-0.14262689607376677
CSWS.GREENCOUNTRY,1,-0.20600244183257466
CSWS.GREENCOUNTRY_2,1,-0.20600244183257466
CSWS.GREENCOUNTRY_3,1,-0.20600244183257466
CSWS.HCPP.RBPW,1,-0.06964771483076915
CSWS.OMPA.TURK,1,-0.18154962181163273
CSWS.RSPA.RUSHSPRWNDA,1,-0.14262689607376677
CSWS.RSPB.RUSHSPRWNDB,1,-0.14262689607376677
CSWS.TNSK.CADO,1,-0.13092102506519918
CSWS.TNSK.ELKCITY2,1,-0.11240547701266641
