location,month,pearson_cc
UN.FRNKLNSQ13.810CC,1,-0.06950738604829058
UN.FRNKLNSQ13.811CC,1,-0.06950738604829058
UN.FRNKLNSQ13.89CC,1,-0.06950738604829058
UN.ALTRESCO13.8ALTR,1,-0.06838160049462132
UN.EDDY    34.5AMOS,1,-0.07288507963204396
UN.GULFISLD34.5GULF,1,-0.07510054369283559
UN.ASCUTNEY46  ASCU,1,-0.0719312569917148
UN.PEMIGWAS34.5AYER,1,-0.07343768608840429
UN.ROXBURY 34.5AZIS,1,-0.07694965063071081
UN.BELLWSFL6.9 BELL,1,-0.07205797660863987
UN.BERLINVT34.5BERL,1,-0.07213775559285253
UN.WHITEFLD34.5BETH,1,-0.06812886442661106
UN.9DRAGONS115 BOIS,1,-0.07694965063071081
UN.MIDDLESX34.5BOLT,1,-0.07238943172840238
UN.PERRY_ST13.8BOOT,1,-0.07155546402950151
UN.BPT_RESC13.8BPTR,1,-0.06811758030295795
UN.BRANFORD23  BRAN,1,-0.06872454849429328
UN.FORESTVL13.8BRF,1,-0.06730796453659715
UN.ASHLAND 34.5BRID,1,-0.07337017892978659
UN.TOPSHAM 34.5BRUN,1,-0.07515896568126892
UN.BEARSWMP13.8BSW1,1,-0.061418741091989394
UN.BEARSWMP13.8BSW2,1,-0.061418741091989394
UN.BULLSBDG27.6BULL,1,-0.06824941027275121
UN.QUEENCTY13.8BURL,1,-0.07338850038694664
UN.CANAL   18.0CAN1,1,-0.07079967043769378
UN.CANAL   18.0CAN2,1,-0.07079967043769378
UN.CAPE    13.2CAP4,1,-0.07365463916163163
UN.CAPE    13.2CAP5,1,-0.07365463916163163
UN.LOUDEN  34.5CATR,1,-0.07369510933594584
UN.COSCOB  13.8CC10,1,-0.06847502884865171
UN.COSCOB  13.8CC11,1,-0.06847502884865171
UN.COSCOB  13.8CC12,1,-0.06847502884865171
UN.TAUNTON 13.8CL9C,1,-0.07091040235529596
UN.COBBLEMT69  COBB,1,-0.07180038120744868
UN.MERIMACK13.8CT-1,1,-0.07247578689984426
UN.MERIMACK13.8CT-2,1,-0.07247578689984426
UN.DARTMTH 13.8DART,1,-0.07059059877045654
UN.INDIAN  13.8DERB,1,-0.06806444408384181
UN.DEERFLD569  DFL5,1,-0.06331019683078831
UN.DOREEN  23  DORE,1,-0.06838160049462132
UN.DEVON   13.8DV10,1,-0.0680878496420716
UN.DEVON   13.2DV11,1,-0.06791392501003786
UN.DEVON   13.2DV12,1,-0.06804192485418004
UN.DEVON   13.2DV13,1,-0.06791392501003786
UN.DEVON   13.2DV14,1,-0.06809157077777155
UN.WEBSTER 34.5EAST,1,-0.07340018515880743
UN.ELLSWRTH34.5ELLS,1,-0.0778015102197353
UN.ESSEX   34.5ESSH,1,-0.0733479609318434
UN.FALSVL  69  FALS,1,-0.07110562619484627
UN.DEERFLD569  FIFE,1,-0.06331019683078831
UN.FRAMNGHM13.8FMJ1,1,-0.071567338013257
UN.FRAMNGHM13.8FMJ2,1,-0.071567338013257
UN.FRAMNGHM13.8FMJ3,1,-0.071567338013257
UN.FRNKLNDR13.2FRDR,1,-0.06982284182880069
UN.CHICOPEE13.8FRST,1,-0.0716716469444756
UN.POWERSVL115 GNRT,1,-0.05738515152885026
UN.ESSEX   34.5GORD,1,-0.0733479609318434
UN.BERLN_NH34.5GORH,1,-0.06812886442661106
UN.HARRIS  13.2HAR1,1,-0.07671825294455682
UN.HARRIS  13.2HAR2,1,-0.07671825294455682
UN.HARRIS  13.2HAR3,1,-0.07671825294455682
UN.HARRIMAN6.9 HARR,1,-0.0632106883715148
UN.NORTH_RD34.5HEMP,1,-0.07272226759200474
UN.W_BUXTON34.5HIRM,1,-0.07374688815401101
UN.ENFLD_ME115 IND5,1,-0.07696467408666438
UN.WASHNGTN34.5IND6,1,-0.059324402955968865
UN.JACKMAN 34.5JACK,1,-0.07323822426378535
UN.KENDALL 13.8KDJ1,1,-0.0719062984129881
UN.S_BROADW23  LAWH,1,-0.07155546402950151
UN.WINSLOW 34.5LCKW,1,-0.07616047153926013
UN.LENERGIA13.8LENR,1,-0.07155546402950151
UN.LISBON  115 LISB,1,-0.0701725946674336
UN.LVER-AEI115 LIVR,1,-0.07621261993819085
UN.LOSTNATN34.5LOST,1,-0.06812886442661106
UN.LOWRDFLD69  LOWD,1,-0.060461383356895354
UN.RAILYARD23  MARB,1,-0.07234720036586678
UN.BERLINVT34.5MARH,1,-0.07213775559285253
UN.MBTA    14.4MBTA,1,-0.07156796387493157
UN.COMERFRD34.5MCIN,1,-0.06851909910064871
UN.EAST_AVE34.5MCNL,1,-0.0734028011254092
UN.MIDDLETN115 MI10,1,-0.06997967591459772
UN.MIDDLETN13.2MID2,1,-0.06997967591459772
UN.MIDDLETN20.9MID3,1,-0.06997967591459772
UN.LAUREL  22  MID4,1,-0.069362167259299
UN.MILSTONE24.0MIL2,1,-0.06963485743199818
UN.MILSTONE24.0MIL3,1,-0.06963485743199818
UN.MILFORD 13.8MILF,1,-0.07153617098389778
UN.TOPSHAM 34.5MILR,1,-0.07515896568126892
UN.MERIMACK13.8MK1,1,-0.07247578689984426
UN.MERIMACK23  MK2,1,-0.07247578689984426
UN.MONTVLLE69  MO10,1,-0.07004698918575375
UN.MONTVLLE13.8MON5,1,-0.07004698918575375
UN.MONTVLLE22.0MON6,1,-0.07004698918575375
UN.MIDDLEST34.5MONY,1,-0.07521709135754687
UN.SHAWINGN13.8MPWR,1,-0.07146068214498114
UN.NEWINGTN24.0NEWI,1,-0.07285649627883062
UN.E_SHORE 22  NHHB,1,-0.06882874594385865
UN.TUNNEL  69  NORJ,1,-0.07016062514788696
UN.WARD_HIL23  OGD,1,-0.0723249757522947
UN.OCEAN_ST13.8OSP1,1,-0.07024968064888457
UN.OCEAN_ST13.8OSP2,1,-0.07024968064888457
UN.TOPSHAM 34.5PEJE,1,-0.07515896568126892
UN.CHEMICAL115 PERC,1,-0.07642551311287506
UN.FLAGG_PD13.8PINE,1,-0.07148086323356166
UN.PONTOOK 34.5PONT,1,-0.06812886442661106
UN.POTTER  13.8POT2,1,-0.06715447928124106
UN.FLORNCE 46  PROC,1,-0.07305209361285228
UN.SPRNG_ST34.5PTRR,1,-0.07304715009002503
UN.RESCOS  115 RESC,1,-0.07229708695416194
UN.WARD_HIL23  RESN,1,-0.0723249757522947
UN.N_RUTLND46  RUT5,1,-0.07090170879223208
UN.SEABROOK24.5SBRK,1,-0.07253433613342565
UN.SCHILLER115 SCH4,1,-0.0744659947963504
UN.SCHILLER115 SCH5,1,-0.0744659947963504
UN.SCHILLER115 SCH6,1,-0.0744659947963504
UN.SCHILLER115 SCHC,1,-0.0744659947963504
UN.SEARS   69  SEAR,1,-0.06450062828619775
UN.SECREC  69  SECR,1,-0.07016062514788696
UN.SEMASS  13.8SEM1,1,-0.07079422216143562
UN.SEMASS  13.8SEM2,1,-0.07079422216143562
UN.HIGHGATE46  SHEL,1,-0.06648841511820161
UN.SHEPAUG 69  SHEP,1,-0.06660364078730054
UN.SHERMAN 115 SHER,1,-0.06348806322244499
UN.ROLF_AVE69  SHRW,1,-0.07193256523157247
UN.LOUDEN  34.5SKEL,1,-0.07369510933594584
UN.SMITH_HY6.9 SMTH,1,-0.06812886442661106
UN.S_MEADOW13.8SO11,1,-0.07623966139466726
UN.S_MEADOW13.8SO12,1,-0.07623966139466726
UN.S_MEADOW13.8SO13,1,-0.07623966139466726
UN.S_MEADOW13.8SO14,1,-0.07623966139466726
UN.S_MEADOW11.5SOM5,1,-0.07623966139466726
UN.S_MEADOW11.5SOM6,1,-0.07623966139466726
UN.STONYBRK13.2ST2A,1,-0.07122466953861051
UN.STONYBRK13.2ST2B,1,-0.07122466953861051
UN.STEVENSN6.9 STEV,1,-0.06781631760070378
UN.BIGELOW 115 STRA,1,-0.07671825294455682
UN.PRID_CRN34.5SWBK,1,-0.07390908812386247
UN.TAMWORTH115 TAMW,1,-0.0762282171516365
UN.TORRNGTN69  TT10,1,-0.06969884799472673
UN.TUNNEL  23  TUNN,1,-0.07014423504730877
UN.VERGENNE34.5VERD,1,-0.07319694819571107
UN.VERNON  69  VERN,1,-0.06238732518053724
UN.WATER_RV23  W_J1,1,-0.07242406191227241
UN.WATER_RV115 W_J2,1,-0.07242377966382609
UN.MIDDLESX34.5WATR,1,-0.07238943172840238
UN.CHSTERME46  WENF,1,-0.05738515152885026
UN.LAKEWOOD34.5WEST,1,-0.07673553828616222
UN.WHITEFLD34.5WFPL,1,-0.06812886442661106
UN.WHITE_LK34.5WHLA,1,-0.07626101646608666
UN.WILDER  13.8WILD,1,-0.07160667286271664
UN.WILLIAM 6.9 WILL,1,-0.07667256399035564
UN.EAST_AVE13.8WINO,1,-0.0734028011254092
UN.MILLBURY13.8WMIM,1,-0.07220484513904825
UN.W_MEDWAY13.8WMJ1,1,-0.07086383083863886
UN.W_MEDWAY13.8WMJ2,1,-0.07086383083863886
UN.MEDWAYJ313.8WMJ3,1,-0.07133163979199782
UN.WOODLAND23  WOOD,1,-0.06874530246390828
UN.W_SPRFLD13.8WS10,1,-0.07173093514454798
UN.WYMAN_HY13.8WYM1,1,-0.07671825294455682
UN.WYMAN_HY13.8WYM2,1,-0.07671825294455682
UN.WYMAN_HY13.8WYM3,1,-0.07671825294455682
UN.YARMOUTH13.8YAR3,1,-0.0737418674980906
UN.YARMOUTH22  YAR4,1,-0.07404738878918853
UN.ROCKY_RV13.8ROCK,1,-0.06824941027275121
UN.W_BUXTON34.5BONE,1,-0.07374688815401101
UN.HARRIS  13.2HAR4,1,-0.07671825294455682
UN.LOUDEN  34.5NGOR,1,-0.07369510933594584
UN.WINSLOW 34.5SHAW,1,-0.07616047153926013
UN.OAK_HILL34.5CONC,1,-0.07316942159313886
UN.GARVINS 34.5GARV,1,-0.07273685168756756
UN.N_CANAL 34.5HADL,1,-0.07164532949072024
UN.E_FAIRFX34.5LLAM,1,-0.07300907470756254
UN.MIDDLESX34.5MSX2,1,-0.07238943172840238
UN.DIGHTON 115 DIGH,1,-0.07025334135972736
UN.FALMOUTH25  OAKB,1,-0.07112220334600017
UN.FALMOUTH25  WTIS,1,-0.07112220334600017
UN.BPT_ENER16  BHCC,1,-0.06819142010358657
UN.BERK_PWR21  BERK,1,-0.07171225344007168
UN.STONYBRK13.2ST1A,1,-0.07122466953861051
UN.STONYBRK13.2ST1B,1,-0.07122466953861051
UN.STONYBRK13.2ST1C,1,-0.07122466953861051
UN.MILLENUM16  MILN,1,-0.071121351330788
UN.ESSEX   34.5ESSD,1,-0.0733479609318434
UN.TIVERTON18.0TIVR,1,-0.06929827494340302
UN.RUMFD_IP18.0RUMF,1,-0.07694751489390401
UN.BLKSTONE21  BKS1,1,-0.07049535085402217
UN.BLKSTONE21  BKS2,1,-0.07049535085402217
UN.LAKE_RD 21  LRD1,1,-0.07044264849158614
UN.LAKE_RD 21  LRD2,1,-0.07044264849158614
UN.LAKE_RD 21  LRD3,1,-0.07044264849158614
UN.WALNGFRD13.8WAL1,1,-0.0673355726759062
UN.WALNGFRD13.8WAL2,1,-0.0673355726759062
UN.WALNGFRD13.8WAL3,1,-0.0673355726759062
UN.WALNGFRD13.8WAL4,1,-0.0673355726759062
UN.WALNGFRD13.8WAL5,1,-0.0673355726759062
UN.MILFD_CT21  MFD1,1,-0.06802134060762892
UN.MILFD_CT21  MFD2,1,-0.06802134060762892
UN.BELL_30321  BEL1,1,-0.0707107585925935
UN.BELL_30321  BEL2,1,-0.0707107585925935
UN.SYKES_RD13.8FLRV,1,-0.07051028813886061
UN.MYSTIC  18.1MYS8,1,-0.07202520243065498
UN.MYSTIC  18.1MYS9,1,-0.07211062310587012
UN.RISE    18.0RISE,1,-0.06940010932191655
UN.NEW_ENER18.0NEWE,1,-0.07285649627883062
UN.KENDALL 18.0KEN4,1,-0.0719062984129881
UN.W_SPRFLD13.8WSG1,1,-0.07173093514454798
UN.W_SPRFLD13.8WSG2,1,-0.07173093514454798
UN.W_SPRFLD13.8SPRF,1,-0.07173093514454798
UN.WINSLOW 34.5UNAH,1,-0.07616047153926013
UN.FLORNCE 46  BLDN,1,-0.07305209361285228
UN.BARRE_VT34.5DODF,1,-0.0718088222140502
UN.FLORNCE 46  HNTG,1,-0.07305209361285228
UN.BARRE_VT34.5RYGT,1,-0.0718088222140502
UN.ESSEX   34.5GORG,1,-0.0733479609318434
UN.VERGENNE34.5VRGH,1,-0.07319694819571107
LD.BARRE_VT34.5,1,-0.0718088222140502
