label,utility,type,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
17000721007,electric,customer,,,,,,,,,,1199.8,1199.8,$/month,Extra Large Load Delivery Class
,electric,energy,,0,0,1,1,0,24,0,6,0.0256778,0.0256778,$/kWh,Monthly average of day-ahead price plus base charge of $0.00121 / kWh
,electric,energy,,0,0,2,2,0,24,0,6,0.0457697,0.0457697,$/kWh,Monthly average of day-ahead price plus base charge of $0.00121 / kWh
,electric,energy,,0,0,3,3,0,24,0,6,0.02394642,0.02394642,$/kWh,Monthly average of day-ahead price plus base charge of $0.00121 / kWh
,electric,energy,,0,0,4,4,0,24,0,6,0.027786292,0.027786292,$/kWh,Monthly average of day-ahead price plus base charge of $0.00121 / kWh
,electric,energy,,0,0,5,5,0,24,0,6,0.027635685,0.027635685,$/kWh,Monthly average of day-ahead price plus base charge of $0.00121 / kWh
,electric,energy,,0,0,6,6,0,24,0,6,0.033779458,0.033779458,$/kWh,Monthly average of day-ahead price plus base charge of $0.00121 / kWh
,electric,energy,,0,0,7,7,0,24,0,6,0.03377946,0.03377946,$/kWh,Monthly average of day-ahead price plus base charge of $0.00121 / kWh
,electric,energy,,0,0,8,8,0,24,0,6,0.044826868,0.044826868,$/kWh,Monthly average of day-ahead price plus base charge of $0.00121 / kWh
,electric,energy,,0,0,9,9,0,24,0,6,0.045797306,0.045797306,$/kWh,Monthly average of day-ahead price plus base charge of $0.00121 / kWh
,electric,energy,,0,0,10,10,0,24,0,6,0.057059073,0.057059073,$/kWh,Monthly average of day-ahead price plus base charge of $0.00121 / kWh
,electric,energy,,0,0,11,11,0,24,0,6,0.051391969,0.051391969,$/kWh,Monthly average of day-ahead price plus base charge of $0.00121 / kWh
,electric,energy,,0,0,12,12,0,24,0,6,0.0340968,0.0340968,$/kWh,Monthly average of day-ahead price plus base charge of $0.00121 / kWh
,electric,demand,maximum,0,0,1,12,0,24,0,6,7.64,7.64,$/kW,Rate DSPP
,gas,customer,,,,,,,,,,918,918,$/month,
,gas,demand,maximum,0,0,1,12,0,24,0,6,21.0804,7.444485253,$/therm/hr or $/m3/hr,
,gas,energy,,0,0,1,1,0,24,0,6,0.34906,0.123269578,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,2,2,0,24,0,6,0.35436,0.125141259,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,3,3,0,24,0,6,0.38226,0.134994067,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,4,4,0,24,0,6,0.52366,0.184929088,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,5,5,0,24,0,6,0.59266,0.209296248,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,6,6,0,24,0,6,0.63736,0.22508193,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,7,7,0,24,0,6,0.68806,0.242986496,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,8,8,0,24,0,6,0.71276,0.251709233,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,9,9,0,24,0,6,0.72206,0.254993502,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,10,10,0,24,0,6,0.78596,0.277559611,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,11,11,0,24,0,6,0.79906,0.28218584,$/therm or $/m3,Includes cost of gas
,gas,energy,,0,0,12,12,0,24,0,6,0.74176,0.261950503,$/therm or $/m3,Includes cost of gas
