label,utility,type,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
42006056001,electric,customer,,,,,,,,,,3413.98,3413.98,$/month,
,electric,demand,maximum,0,0,1,12,8,20,0,4,1.86,1.86,$/kW,
,electric,energy,,0,0,1,1,0,24,0,6,0.0244319,0.0244319,$/kWh,
,electric,energy,,0,0,2,2,0,24,0,6,0.038349436,0.038349436,$/kWh,
,electric,energy,,0,0,3,3,0,24,0,6,0.023248194,0.023248194,$/kWh,
,electric,energy,,0,0,4,4,0,24,0,6,0.021871492,0.021871492,$/kWh,
,electric,energy,,0,0,5,5,0,24,0,6,0.026041281,0.026041281,$/kWh,
,electric,energy,,0,0,6,6,0,24,0,6,0.028627237,0.028627237,$/kWh,
,electric,energy,,0,0,7,7,0,24,0,6,0.033868808,0.033868808,$/kWh,
,electric,energy,,0,0,8,8,0,24,0,6,0.042256824,0.042256824,$/kWh,
,electric,energy,,0,0,9,9,0,24,0,6,0.043990402,0.043990402,$/kWh,
,electric,energy,,0,0,10,10,0,24,0,6,0.054245593,0.054245593,$/kWh,
,electric,energy,,0,0,11,11,0,24,0,6,0.063117345,0.063117345,$/kWh,
,electric,energy,,0,0,12,12,0,24,0,6,0.038051942,0.038051942,$/kWh,
,gas,customer,,,,,,,,,,121.01,121.01,$/month,
,gas,energy,,0,0,1,1,0,24,0,6,0.56101,0.198119138,$/therm or $/m3,
,gas,energy,,3000,8495.04,1,1,0,24,0,6,0.54909,0.193909623,$/therm or $/m3,
,gas,energy,,20000,56633.6,1,1,0,24,0,6,0.52725,0.186196887,$/therm or $/m3,
,gas,energy,,0,0,2,7,0,24,0,6,0.54482,0.192401684,$/therm or $/m3,
,gas,energy,,3000,8495.04,2,7,0,24,0,6,0.5329,0.188192169,$/therm or $/m3,
,gas,energy,,20000,56633.6,2,7,0,24,0,6,0.51106,0.180479433,$/therm or $/m3,
,gas,energy,,0,0,8,9,0,24,0,6,0.66204,0.233797604,$/therm or $/m3,
,gas,energy,,3000,8495.04,8,9,0,24,0,6,0.65012,0.229588089,$/therm or $/m3,
,gas,energy,,20000,56633.6,8,9,0,24,0,6,0.62828,0.221875353,$/therm or $/m3,
,gas,energy,,0,0,10,10,0,24,0,6,0.6306,0.222694655,$/therm or $/m3,
,gas,energy,,3000,8495.04,10,10,0,24,0,6,0.61954,0.218788846,$/therm or $/m3,
,gas,energy,,20000,56633.6,10,10,0,24,0,6,0.6081,0.214748842,$/therm or $/m3,
,gas,energy,,0,0,11,12,0,24,0,6,0.76493,0.270132925,$/therm or $/m3,
,gas,energy,,3000,8495.04,11,12,0,24,0,6,0.75387,0.266227116,$/therm or $/m3,
,gas,energy,,20000,56633.6,11,12,0,24,0,6,0.74243,0.262187112,$/therm or $/m3,
