label,utility,type,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
35000021001,electric,customer,,,,,,,,,,3074.01,3074.01,$/month,
,electric,demand,peak-winter1,0,0,1,5,8,20,0,4,11.56,11.56,$/kW,
,electric,demand,peak-summer,0,0,6,8,8,20,0,4,19.03,19.03,$/kW,
,electric,demand,peak-winter2,0,0,9,12,8,20,0,4,11.56,11.56,$/kW,
,electric,energy,,0,0,1,3,0,8,0,4,0.0379837,0.0379837,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,1,3,8,20,0,4,0.046958,0.046958,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,1,3,20,24,0,4,0.0379837,0.0379837,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,1,3,0,24,5,6,0.0379837,0.0379837,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,4,5,0,8,0,4,0.0441995,0.0441995,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,4,5,8,20,0,4,0.0531738,0.0531738,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,4,5,20,24,0,4,0.0441995,0.0441995,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,4,5,0,24,5,6,0.0441995,0.0441995,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,6,6,0,8,0,4,0.0441995,0.0441995,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,6,6,8,20,0,4,0.0626681,0.0626681,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,6,6,20,24,0,4,0.0441995,0.0441995,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,6,6,0,24,5,6,0.0441995,0.0441995,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,7,8,0,8,0,4,0.0462633,0.0462633,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,7,8,8,20,0,4,0.0647319,0.0647319,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,7,8,20,24,0,4,0.0462633,0.0462633,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,7,8,0,24,5,6,0.0462633,0.0462633,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,9,9,0,8,0,4,0.0462633,0.0462633,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,9,9,8,20,0,4,0.0552376,0.0552376,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,9,9,20,24,0,4,0.0462633,0.0462633,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,9,9,0,24,5,6,0.0462633,0.0462633,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,10,12,0,8,0,4,0.0518845,0.0518845,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,10,12,8,20,0,4,0.0608588,0.0608588,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,10,12,20,24,0,4,0.0518845,0.0518845,$/kWh,Includes fuel adjustment
,electric,energy,,0,0,10,12,0,24,5,6,0.0518845,0.0518845,$/kWh,Includes fuel adjustment
,gas,customer,,,,,,,,,,55,55,$/month,
,gas,energy,,0,0,1,1,0,24,0,6,0.3418,0.120705729,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,2,2,0,24,0,6,0.3461,0.122224263,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,3,3,0,24,0,6,0.2836,0.10015256,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,4,4,0,24,0,6,0.0746,0.026344785,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,5,5,0,24,0,6,0.1338,0.047251102,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,6,6,0,24,0,6,0.2491,0.08796898,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,7,7,0,24,0,6,0.2868,0.101282631,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,8,8,0,24,0,6,0.2913,0.102871793,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,9,9,0,24,0,6,0.2909,0.102730535,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,10,10,0,24,0,6,0.2811,0.099269691,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,11,11,0,24,0,6,0.3299,0.116503277,$/therm or $/m3,Includes monthly cost of gas
,gas,energy,,0,0,12,12,0,24,0,6,0.3895,0.137550853,$/therm or $/m3,Includes monthly cost of gas
