label,utility,type,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
15000003001,gas,customer,,,,,,,,,,500,500,$/month,
,gas,energy,,0,0,1,12,0,24,0,6,2.78582,0.983804667,$/therm or $/m3,
,electric,customer,,,,,,,,,,375,375,$/month,
,electric,demand,maximum,0,0,1,12,0,24,0,6,26.5,26.5,$/kW,
,electric,energy,,0,0,1,1,0,9,0,6,0.18463,0.18463,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,1,1,9,17,0,6,0.13463,0.13463,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,1,1,17,22,0,6,0.21463,0.21463,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,1,1,22,24,0,6,0.18463,0.18463,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,2,2,0,9,0,6,0.19443,0.19443,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,2,2,9,17,0,6,0.14443,0.14443,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,2,2,17,22,0,6,0.22443,0.22443,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,2,2,22,24,0,6,0.19443,0.19443,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,3,3,0,9,0,6,0.20011,0.20011,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,3,3,9,17,0,6,0.15011,0.15011,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,3,3,17,22,0,6,0.23011,0.23011,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,3,3,22,24,0,6,0.20011,0.20011,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,4,4,0,9,0,6,0.20406,0.20406,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,4,4,9,17,0,6,0.15406,0.15406,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,4,4,17,22,0,6,0.23406,0.23406,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,4,4,22,24,0,6,0.20406,0.20406,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,5,5,0,9,0,6,0.21902,0.21902,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,5,5,9,17,0,6,0.16902,0.16902,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,5,5,17,22,0,6,0.24902,0.24902,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,5,5,22,24,0,6,0.21902,0.21902,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,6,6,0,9,0,6,0.21646,0.21646,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,6,6,9,17,0,6,0.16646,0.16646,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,6,6,17,22,0,6,0.24646,0.24646,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,6,6,22,24,0,6,0.21646,0.21646,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,7,7,0,9,0,6,0.2196,0.2196,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,7,7,9,17,0,6,0.1696,0.1696,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,7,7,17,22,0,6,0.2496,0.2496,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,7,7,22,24,0,6,0.2196,0.2196,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,8,8,0,9,0,6,0.23054,0.23054,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,8,8,9,17,0,6,0.18054,0.18054,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,8,8,17,22,0,6,0.26054,0.26054,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,8,8,22,24,0,6,0.23054,0.23054,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,9,9,0,9,0,6,0.23508,0.23508,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,9,9,9,17,0,6,0.18508,0.18508,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,9,9,17,22,0,6,0.26508,0.26508,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,9,9,22,24,0,6,0.23508,0.23508,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,10,10,0,9,0,6,0.23367,0.23367,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,10,10,9,17,0,6,0.18367,0.18367,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,10,10,17,22,0,6,0.26367,0.26367,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,10,10,22,24,0,6,0.23367,0.23367,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,11,11,0,9,0,6,0.2439,0.2439,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,11,11,9,17,0,6,0.1939,0.1939,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,11,11,17,22,0,6,0.2739,0.2739,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,11,11,22,24,0,6,0.2439,0.2439,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,12,12,0,9,0,6,0.25469,0.25469,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,12,12,9,17,0,6,0.20469,0.20469,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,12,12,17,22,0,6,0.28469,0.28469,$/kWh,Includes monthly fuel cost
,electric,energy,,0,0,12,12,22,24,0,6,0.25469,0.25469,$/kWh,Includes monthly fuel cost
