label,utility,type,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
47001016001,electric,customer,,,,,,,,,,2350,2350,$/month,
,electric,energy,,0,0,1,1,0,4,0,4,0.08193,0.08193,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,1,1,4,10,0,4,0.09327,0.09327,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,1,1,10,24,0,4,0.08193,0.08193,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,1,1,0,24,5,6,0.08193,0.08193,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,2,2,0,4,0,4,0.08104,0.08104,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,2,2,4,10,0,4,0.09238,0.09238,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,2,2,10,24,0,4,0.08104,0.08104,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,2,2,0,24,5,6,0.08104,0.08104,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,3,3,0,4,0,4,0.08178,0.08178,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,3,3,4,10,0,4,0.09312,0.09312,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,3,3,10,24,0,4,0.08178,0.08178,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,3,3,0,24,5,6,0.08178,0.08178,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,4,4,0,24,0,6,0.08427,0.08427,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,5,5,0,24,0,6,0.08097,0.08097,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,6,6,0,13,0,4,0.08137,0.08137,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,6,6,13,19,0,4,0.10628,0.10628,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,6,6,20,24,0,4,0.08137,0.08137,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,6,6,0,24,5,6,0.08137,0.08137,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,7,7,0,13,0,4,0.08316,0.08316,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,7,7,13,19,0,4,0.10807,0.10807,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,7,7,20,24,0,4,0.08316,0.08316,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,7,7,0,24,5,6,0.08316,0.08316,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,8,8,0,13,0,4,0.08287,0.08287,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,8,8,13,19,0,4,0.10778,0.10778,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,8,8,20,24,0,4,0.08287,0.08287,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,8,8,0,24,5,6,0.08287,0.08287,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,9,9,0,13,0,4,0.0821,0.0821,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,9,9,13,19,0,4,0.10701,0.10701,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,9,9,20,24,0,4,0.0821,0.0821,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,9,9,0,24,5,6,0.0821,0.0821,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,10,10,0,24,0,6,0.0628126,0.0628126,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,11,11,0,24,0,6,0.08594,0.08594,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,12,12,0,4,0,4,0.09025,0.09025,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,12,12,4,10,0,4,0.10159,0.10159,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,12,12,10,24,0,4,0.09025,0.09025,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,energy,,0,0,12,12,0,24,5,6,0.09025,0.09025,$/kWh,Includes TVA Fuel Cost Adjustment
,electric,demand,winter-peak1,0,0,1,3,4,10,0,4,9.9,9.9,$/kW,
,electric,demand,transition-peak1,0,0,4,5,13,19,0,4,9.9,9.9,$/kW,
,electric,demand,summer-peak,0,0,6,9,13,19,0,4,10.87,10.87,$/kW,
,electric,demand,transition-peak1,0,0,10,11,13,19,0,4,9.9,9.9,$/kW,
,electric,demand,winter-peak2,0,0,12,12,4,10,0,4,9.9,9.9,$/kW,
,electric,demand,maximum,0,0,1,12,0,24,0,6,5.38,5.38,$/kW,
,gas,customer,,,,,,,,,,800,800,$/month,
,gas,demand,maximum,0,0,1,12,0,24,0,6,38.27664,13.51729009,$/therm/hr or $/m3/hr,
,gas,energy,,0,0,1,12,0,24,0,6,0.43074,0.152114646,$/therm or $/m3,
,gas,energy,,15000,42475.2,1,12,0,24,0,6,0.41174,0.145404848,$/therm or $/m3,
,gas,energy,,40000,113267.2,1,12,0,24,0,6,0.38374,0.135516725,$/therm or $/m3,
,gas,energy,,90000,254851.2,1,12,0,24,0,6,0.32374,0.11432789,$/therm or $/m3,
