label,utility,type,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
6009031001,electric,customer,,,,,,,,,,63.95,63.95,$/month,
,electric,energy,,0,0,1,5,0,6,0,4,0.08575,0.08575,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,1,3,6,16,0,4,0.10988,0.10988,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,1,5,16,21,0,6,0.19314,0.19314,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,1,5,21,24,0,6,0.10988,0.10988,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,1,5,0,14,5,6,0.08575,0.08575,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,1,5,14,16,5,6,0.10988,0.10988,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,3,4,6,10,0,4,0.10988,0.10988,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,3,4,10,14,0,4,0.08575,0.08575,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,3,4,14,16,0,4,0.10988,0.10988,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,5,5,6,16,0,4,0.10988,0.10988,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,6,10,0,6,0,4,0.09395,0.09395,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,6,10,6,16,0,4,0.11304,0.11304,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,6,10,16,21,0,6,0.18181,0.18181,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,6,10,21,24,0,6,0.11304,0.11304,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,6,10,0,14,5,6,0.09395,0.09395,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,6,10,14,16,5,6,0.11304,0.11304,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,11,12,0,6,0,4,0.08575,0.08575,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,11,12,6,16,0,4,0.10988,0.10988,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,11,12,16,21,0,6,0.19314,0.19314,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,11,12,21,24,0,6,0.10988,0.10988,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,11,12,0,14,5,6,0.08575,0.08575,$/kWh,Includes Schedule EECC for generation
,electric,energy,,0,0,11,12,14,16,5,6,0.10988,0.10988,$/kWh,Includes Schedule EECC for generation
,electric,demand,maximum,0,0,1,12,0,24,0,6,27.46,27.46,$/kW,
,electric,demand,summer-peak,0,0,1,5,16,21,0,6,23.12,23.12,$/kW,
,electric,demand,summer-peak,0,0,6,10,16,21,0,6,35.81,35.81,$/kW,Includes Schedule EECC for generation
,electric,demand,winter-peak,0,0,11,12,16,21,0,6,23.12,23.12,$/kW,
,gas,customer,,,,,,,,,,10,10,$/month,
,gas,energy,,0,0,1,12,0,24,0,6,1.31032,0.462735902,$/therm or $/m3,
,gas,energy,,1000,2831.68,1,12,0,24,0,6,1.05799,0.373626257,$/therm or $/m3,
,gas,energy,,21000,59465.28,1,12,0,24,0,6,0.98671,0.348453921,$/therm or $/m3,
