label,utility,type,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
4001318001,electric,customer,,,,,,,,,,807.57,807.57,$/month,
,electric,demand,winter-peak1,0.0,0.0,1.0,4.0,5.0,9.0,0.0,4.0,1.77,1.77,$/kW,
,electric,demand,summer-peak1,0.0,0.0,5.0,6.0,14.0,19.0,0.0,6.0,6.53,6.53,$/kW,
,electric,demand,summer-super-peak,0.0,0.0,7.0,8.0,14.0,19.0,0.0,6.0,10.13,10.13,$/kW,
,electric,demand,summer-peak2,0.0,0.0,9.0,10.0,14.0,19.0,0.0,6.0,6.53,6.53,$/kW,
,electric,demand,winter-peak2,0.0,0.0,11.0,12.0,5.0,9.0,0.0,4.0,1.77,1.77,$/kW,
,electric,demand,maximum,0.0,0.0,1.0,12.0,0.0,24.0,0.0,6.0,2.49,2.49,$/kW,
,electric,energy,,0.0,0.0,1.0,4.0,0.0,5.0,0.0,4.0,0.0469,0.0469,$/kWh,
,electric,energy,,0.0,0.0,1.0,4.0,5.0,9.0,0.0,4.0,0.0701,0.0701,$/kWh,
,electric,energy,,0.0,0.0,1.0,4.0,9.0,17.0,0.0,4.0,0.0469,0.0469,$/kWh,
,electric,energy,,0.0,0.0,1.0,4.0,17.0,21.0,0.0,4.0,0.0672,0.0672,$/kWh,
,electric,energy,,0.0,0.0,1.0,4.0,21.0,24.0,0.0,4.0,0.0469,0.0469,$/kWh,
,electric,energy,,0.0,0.0,1.0,4.0,0.0,24.0,5.0,6.0,0.0469,0.0469,$/kWh,
,electric,energy,,0.0,0.0,5.0,6.0,0.0,11.0,0.0,6.0,0.0478,0.0478,$/kWh,
,electric,energy,,0.0,0.0,5.0,6.0,11.0,14.0,0.0,6.0,0.0721,0.0721,$/kWh,
,electric,energy,,0.0,0.0,5.0,6.0,14.0,19.0,0.0,6.0,0.0821,0.0821,$/kWh,
,electric,energy,,0.0,0.0,5.0,6.0,19.0,23.0,0.0,6.0,0.0721,0.0721,$/kWh,
,electric,energy,,0.0,0.0,5.0,6.0,23.0,24.0,0.0,6.0,0.0478,0.0478,$/kWh,
,electric,energy,,0.0,0.0,7.0,8.0,0.0,11.0,0.0,6.0,0.0576,0.0576,$/kWh,
,electric,energy,,0.0,0.0,7.0,8.0,11.0,14.0,0.0,6.0,0.0929,0.0929,$/kWh,
,electric,energy,,0.0,0.0,7.0,8.0,14.0,19.0,0.0,6.0,0.1141,0.1141,$/kWh,
,electric,energy,,0.0,0.0,7.0,8.0,19.0,23.0,0.0,6.0,0.0929,0.0929,$/kWh,
,electric,energy,,0.0,0.0,7.0,8.0,23.0,24.0,0.0,6.0,0.0576,0.0576,$/kWh,
,electric,energy,,0.0,0.0,9.0,10.0,0.0,11.0,0.0,6.0,0.0478,0.0478,$/kWh,
,electric,energy,,0.0,0.0,9.0,10.0,11.0,14.0,0.0,6.0,0.0721,0.0721,$/kWh,
,electric,energy,,0.0,0.0,9.0,10.0,14.0,19.0,0.0,6.0,0.0821,0.0821,$/kWh,
,electric,energy,,0.0,0.0,9.0,10.0,19.0,23.0,0.0,6.0,0.0721,0.0721,$/kWh,
,electric,energy,,0.0,0.0,9.0,10.0,23.0,24.0,0.0,6.0,0.0478,0.0478,$/kWh,
,electric,energy,,0.0,0.0,11.0,12.0,0.0,5.0,0.0,4.0,0.0469,0.0469,$/kWh,
,electric,energy,,0.0,0.0,11.0,12.0,5.0,9.0,0.0,4.0,0.0701,0.0701,$/kWh,
,electric,energy,,0.0,0.0,11.0,12.0,9.0,17.0,0.0,4.0,0.0469,0.0469,$/kWh,
,electric,energy,,0.0,0.0,11.0,12.0,17.0,21.0,0.0,4.0,0.0672,0.0672,$/kWh,
,electric,energy,,0.0,0.0,11.0,12.0,21.0,24.0,0.0,4.0,0.0469,0.0469,$/kWh,
,electric,energy,,0.0,0.0,11.0,12.0,0.0,24.0,5.0,6.0,0.0469,0.0469,$/kWh,
,gas,customer,,,,,,,,,,950.0,950.0,$/month,
,gas,energy,,0.0,0.0,1.0,12.0,0.0,24.0,0.0,6.0,0.62851,0.22195657701435192,$/therm or $/m3,
,gas,demand,maximum,0.0,0.0,1.0,12.0,0.0,24.0,0.0,6.0,2.08092,0.7348711718838287,$/therm/hr or $/m3/hr,
