label,utility,type,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
10000027001,electric,customer,,,,,,,,,,658.15,658.15,$/month,
,electric,energy,,0,0,1,3,0,10,0,4,0.02741,0.02741,$/kWh,
,electric,energy,,0,0,1,3,10,22,0,4,0.034865,0.034865,$/kWh,
,electric,energy,,0,0,1,3,22,24,0,4,0.02741,0.02741,$/kWh,
,electric,energy,,0,0,1,3,0,24,0,6,0.02741,0.02741,$/kWh,
,electric,energy,,0,0,4,5,0,6,0,4,0.02741,0.02741,$/kWh,
,electric,energy,,0,0,4,5,6,22,0,4,0.034865,0.034865,$/kWh,
,electric,energy,,0,0,4,5,22,24,0,4,0.02741,0.02741,$/kWh,
,electric,energy,,0,0,4,5,0,24,0,6,0.02741,0.02741,$/kWh,
,electric,energy,,0,0,6,9,0,6,0,4,0.022529,0.022529,$/kWh,
,electric,energy,,0,0,6,9,6,22,0,4,0.028725,0.028725,$/kWh,
,electric,energy,,0,0,6,9,22,24,0,4,0.022529,0.022529,$/kWh,
,electric,energy,,0,0,6,9,0,24,0,6,0.022529,0.022529,$/kWh,
,electric,energy,,0,0,10,10,0,6,0,4,0.02741,0.02741,$/kWh,
,electric,energy,,0,0,10,10,6,22,0,4,0.034865,0.034865,$/kWh,
,electric,energy,,0,0,10,10,22,24,0,4,0.02741,0.02741,$/kWh,
,electric,energy,,0,0,10,10,0,24,0,6,0.02741,0.02741,$/kWh,
,electric,energy,,0,0,11,12,0,10,0,4,0.02741,0.02741,$/kWh,
,electric,energy,,0,0,11,12,10,22,0,4,0.034865,0.034865,$/kWh,
,electric,energy,,0,0,11,12,22,24,0,4,0.02741,0.02741,$/kWh,
,electric,energy,,0,0,11,12,0,24,0,6,0.02741,0.02741,$/kWh,
,electric,demand,winter-peak1,0,0,1,3,10,22,0,4,10.616492,10.616492,$/kW,
,electric,demand,winter-peak2,0,0,4,5,6,22,0,4,10.616492,10.616492,$/kW,
,electric,demand,summer-peak,0,0,6,9,6,22,0,4,12.616375,12.616375,$/kW,
,electric,demand,winter-peak3,0,0,10,10,6,22,0,4,10.616492,10.616492,$/kW,
,electric,demand,winter-peak4,0,0,11,12,10,22,0,4,10.616492,10.616492,$/kW,
,gas,customer,,,,,,,,,,55.59,55.59,$/month,
,gas,energy,,0,0,1,12,0,24,0,6,0.807203472,0.285061685,$/therm or $/m3,converted from ccf to therms
