label,utility,type,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
32000011001,electric,customer,,,,,,,,,,214.1,214.1,$/month,
,electric,energy,,0,0,1,5,0,24,0,6,0.04591,0.04591,$/kWh,
,electric,energy,,0,0,6,9,0,10,0,6,0.04428,0.04428,$/kWh,
,electric,energy,,0,0,6,9,10,13,0,6,0.05612,0.05612,$/kWh,
,electric,energy,,0,0,6,9,13,19,0,6,0.08168,0.08168,$/kWh,
,electric,energy,,0,0,6,9,19,22,0,6,0.05612,0.05612,$/kWh,
,electric,energy,,0,0,6,9,22,24,0,6,0.04428,0.04428,$/kWh,
,electric,energy,,0,0,10,12,0,24,0,6,0.04591,0.04591,$/kWh,
,electric,demand,winter1,0,0,1,5,0,24,0,6,3.58,3.58,$/kW,
,electric,demand,summer-off-peak,0,0,6,9,0,10,0,6,2.73,2.73,$/kW,
,electric,demand,summer-mid-peak,0,0,6,9,10,13,0,6,6.09,6.09,$/kW,
,electric,demand,summer-on-peak,0,0,6,9,13,19,0,6,16.34,16.34,$/kW,
,electric,demand,summer-mid-peak,0,0,6,9,19,22,0,6,6.09,6.09,$/kW,
,electric,demand,summer-off-peak,0,0,6,9,22,24,0,6,2.73,2.73,$/kW,
,electric,demand,winter2,0,0,10,12,0,24,0,6,3.58,3.58,$/kW,
,gas,customer,,,,,,,,,,350,350,$/month,
,gas,energy,,0,0,1,3,0,24,0,6,0.36323,0.128273675,$/therm or $/m3,
,gas,energy,,0,0,4,6,0,24,0,6,0.33069,0.116782264,$/therm or $/m3,
,gas,energy,,0,0,7,9,0,24,0,6,0.53174,0.187782518,$/therm or $/m3,
,gas,energy,,0,0,10,12,0,24,0,6,0.57314,0.202402814,$/therm or $/m3,
