label,utility,type,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
27000001001,electric,customer,,,,,,,,,,29.64,29.64,$/month,
,electric,demand,winter-peak1,0,0,1,5,9,21,0,4,10.49,10.49,$/kW,
,electric,demand,summer-peak,0,0,6,9,9,21,0,4,14.79,14.79,$/kW,
,electric,demand,winter-peak2,0,0,10,12,9,21,0,4,10.49,10.49,$/kW,
,electric,demand,maximum,0,0,1,12,0,24,0,6,1.55,1.55,$/kW,
,electric,energy,,0,0,1,12,0,9,0,4,0.04095,0.04095,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,1,12,9,21,0,4,0.07589,0.07589,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,1,12,21,24,0,4,0.04095,0.04095,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,1,12,21,24,5,6,0.04095,0.04095,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,2,2,0,9,0,4,0.04333,0.04333,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,2,2,9,21,0,4,0.07956,0.07956,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,2,2,21,24,0,4,0.04333,0.04333,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,2,2,21,24,5,6,0.04333,0.04333,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,3,3,0,9,0,4,0.04416,0.04416,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,3,3,9,21,0,4,0.08082,0.08082,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,3,3,21,24,0,4,0.04416,0.04416,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,3,3,21,24,5,6,0.04416,0.04416,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,4,4,0,9,0,4,0.04528,0.04528,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,4,4,9,21,0,4,0.0825,0.0825,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,4,4,21,24,0,4,0.04528,0.04528,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,4,4,21,24,5,6,0.04528,0.04528,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,5,5,0,9,0,4,0.04833,0.04833,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,5,5,9,21,0,4,0.0872,0.0872,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,5,5,21,24,0,4,0.04833,0.04833,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,5,5,21,24,5,6,0.04833,0.04833,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,6,6,0,9,0,4,0.05138,0.05138,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,6,6,9,21,0,4,0.09188,0.09188,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,6,6,21,24,0,4,0.05138,0.05138,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,6,6,21,24,5,6,0.05138,0.05138,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,7,7,0,9,0,4,0.04712,0.04712,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,7,7,9,21,0,4,0.08536,0.08536,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,7,7,21,24,0,4,0.04712,0.04712,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,7,7,21,24,5,6,0.04712,0.04712,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,8,8,0,9,0,4,0.04652,0.04652,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,8,8,9,21,0,4,0.08446,0.08446,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,8,8,21,24,0,4,0.04652,0.04652,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,8,8,21,24,5,6,0.04652,0.04652,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,9,9,0,9,0,4,0.04698,0.04698,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,9,9,9,21,0,4,0.08513,0.08513,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,9,9,21,24,0,4,0.04698,0.04698,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,9,9,21,24,5,6,0.04698,0.04698,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,10,10,0,9,0,4,0.04747,0.04747,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,10,10,9,21,0,4,0.08588,0.08588,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,10,10,21,24,0,4,0.04747,0.04747,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,10,10,21,24,5,6,0.04747,0.04747,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,11,11,0,9,0,4,0.04538,0.04538,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,11,11,9,21,0,4,0.08269,0.08269,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,11,11,21,24,0,4,0.04538,0.04538,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,11,11,21,24,5,6,0.04538,0.04538,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,12,12,0,9,0,4,0.04381,0.04381,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,12,12,9,21,0,4,0.08029,0.08029,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,12,12,21,24,0,4,0.04381,0.04381,$/kWh,Includes Fuel Clause Charge
,electric,energy,,0,0,12,12,21,24,5,6,0.04381,0.04381,$/kWh,Includes Fuel Clause Charge
,gas,customer,,,,,,,,,,50,50,$/month,
,gas,energy,,0,0,1,3,0,24,0,6,0.540022,0.190707283,$/therm or $/m3,Includes Purchased Gas Adjustment
,gas,energy,,0,0,4,4,0,24,0,6,0.426132,0.150487343,$/therm or $/m3,Includes Purchased Gas Adjustment
,gas,energy,,0,0,5,5,0,24,0,6,0.479052,0.169175896,$/therm or $/m3,Includes Purchased Gas Adjustment
,gas,energy,,0,0,6,8,0,24,0,6,0.471042,0.166347186,$/therm or $/m3,Includes Purchased Gas Adjustment
,gas,energy,,0,0,9,9,0,24,0,6,0.674353,0.238145906,$/therm or $/m3,Includes Purchased Gas Adjustment
,gas,energy,,0,0,10,10,0,24,0,6,0.945413,0.333869999,$/therm or $/m3,Includes Purchased Gas Adjustment
,gas,energy,,0,0,11,11,0,24,0,6,0.961769,0.339646076,$/therm or $/m3,Includes Purchased Gas Adjustment
,gas,energy,,0,0,12,12,0,24,0,6,0.953479,0.336718485,$/therm or $/m3,Includes Purchased Gas Adjustment
