label,utility,type,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
8000070001,electric,customer,,,,,,,,,,346.29,346.29,$/month,
,electric,energy,,0,0,1,12,0,13,0,4,0.02783,0.02783,$/kWh,Includes Electricity Commodity Adjustment (ECA)
,electric,energy,,0,0,1,12,13,19,0,4,0.04527,0.04527,$/kWh,
,electric,energy,,0,0,1,12,19,24,0,4,0.02783,0.02783,$/kWh,
,electric,energy,,0,0,1,12,0,24,5,6,0.02783,0.02783,$/kWh,
,electric,demand,winter1,0,0,1,5,0,24,0,6,9.55,9.55,$/kW,
,electric,demand,summer,0,0,6,9,0,24,0,6,14.26,14.26,$/kW,
,electric,demand,winter2,0,0,10,12,0,24,0,6,9.55,9.55,$/kW,
,electric,demand,maximum,0,0,1,12,0,24,0,6,5.88,5.88,$/kW,"Includes DSMCA, PCCA, and TCA"
,gas,customer,,,,,,,,,,136.22,136.22,$/month,
,gas,demand,maximum,0,0,1,12,0,24,0,6,26.4,9.323087355,$/therm/hr or $/m3/hr,
,gas,energy,,0,0,1,3,0,24,0,6,0.32759,0.115687507,$/therm or $/m3,
,gas,energy,,0,0,4,6,0,24,0,6,0.36029,0.127235422,$/therm or $/m3,
,gas,energy,,0,0,7,9,0,24,0,6,0.43329,0.153015171,$/therm or $/m3,
,gas,energy,,0,0,10,12,0,24,0,6,0.55299,0.195286897,$/therm or $/m3,
