datetime_local,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89,sample_90,sample_91,sample_92,sample_93,sample_94,sample_95,sample_96,sample_97,sample_98,sample_99
2023-01-01 00:00:00,427.70361667885305,426.5373771756233,383.3068106284688,402.2960687650624,388.44450732523086,384.4261041484799,398.1013109162327,400.406463607569,388.01479972289735,368.7552129832322,382.41281233930516,379.8718151702548,415.1056444913781,391.37122075898174,449.4228951296159,414.18331722854396,423.594345266854,484.3205902932191,440.8167159229959,384.8407038245537,358.8070980625107,415.29786477653005,419.69351856103253,382.57703653885983,415.16561038960333,336.7020898506049,384.38129266928433,387.8822639999689,396.65133377600773,389.1779627958311,420.9566299204885,417.0362301007051,403.2523677933419,412.9382297359082,456.58929484055056,402.10336657068166,385.02987700877514,398.7252221119137,400.99006758080264,333.9939235633183,361.45460252272716,408.6068416554576,375.88249084171446,373.13321709147147,395.65488451103573,400.8645548860875,421.5217882747511,430.1859756732871,395.6957478451808,342.8370384695491,419.066136809105,375.77922634924863,421.1777079726893,374.0037163496841,443.7646992597122,362.40825620489767,362.71292841798993,388.3828559225478,387.6887320819726,415.47511379132567,405.6429918562395,353.22312312855684,443.2693854794653,398.44307096654876,446.2728964971453,384.6821220877471,469.9096923748898,430.4730747327187,442.54370257923256,359.9332549429552,358.93066160232615,412.6436241787223,476.13822105159795,420.42147028764936,367.23942420816417,411.95083003011695,359.7815184487734,386.3241460120418,381.4857402770502,409.56403459099323,423.7396225573648,375.934565723952,453.11095017333923,450.56569934047656,374.2948273642274,379.91624257487166,407.7498047317475,361.68112159045654,367.7985505452494,398.2450349025007,393.92127939646156,420.74305723589606,411.0996583609541,426.7727176309909,386.7925965133488,421.73774726079563,442.53660370667,390.8268102438381,363.50011671951813,432.3625631963605
2023-01-01 01:00:00,422.5641796568667,425.2221758871157,409.93700371819506,399.08878980391586,422.8073654168268,448.4636893122348,400.9451393691232,460.89022617363315,369.864858721299,388.29364074523613,418.3494933916104,402.9760940659069,392.3962859076413,426.35527460150485,452.59390175160536,361.32017880387207,468.2656229016735,379.7505620581642,395.5075707406559,410.85186942367466,480.2962419452,394.54401906789695,418.7764615251072,420.01556937856293,366.3980874793965,426.8739028426944,403.88280536604634,429.4593478170149,444.4851126870961,384.71362923403683,414.4241784553194,405.76167421436224,382.4150489788395,425.35239447221625,392.0425339122003,421.5687171029237,404.1463170908232,372.1002001994322,428.8042109567853,411.6721021855886,416.2726991458949,394.80030525558715,447.9822580744358,335.7507300541218,381.62028709070796,481.24377721874794,403.83391068892195,417.1562348223297,392.3249666950596,424.1012506493638,359.3756102177194,450.2176577008358,438.51544124104214,395.14085011784294,435.410830137296,380.5995959719027,364.5006509239664,419.8289960798457,410.0352761568266,429.4449229541477,442.847337206104,412.0897459344609,438.06141786945426,424.78677644392667,492.88277119145425,406.60499216790004,368.64302012484234,345.2459954499802,450.6163342341553,369.8273831802166,402.3066796230782,445.97322237807674,390.16385891232926,448.3772410601796,439.94234761219644,458.0151683243696,454.19977833195185,441.03346353329954,409.13822511885826,424.87800581810563,394.8738297224136,377.97107326423026,487.10575972255475,411.99057967682273,450.8121340065044,427.1255973843688,395.16528146664,427.2998808864705,408.0650254587324,371.40832323281313,436.6809186754151,456.4724722215674,442.1668275803468,435.1950267602724,434.6407191721552,445.7844521284121,421.0266083078207,412.18552586343907,452.3823760317283,432.968973369879
2023-01-01 02:00:00,419.4019743539432,435.5971222622767,403.7158996894939,456.1908814635277,396.85732728064164,423.3319168956779,420.39798042597903,437.63073401620125,442.7919067295097,390.48093082337556,413.17264278622457,415.84870470547463,423.4674892177171,426.07507597304914,455.6739180100673,436.02486604807234,445.8967026118092,482.2044081869866,443.9631116032203,494.3988777853334,457.90268555776254,467.52799475308467,415.6574873579828,395.7558127393282,450.79371456290573,408.44416165303875,427.7193370369694,421.6414746495567,466.9131841221513,386.61205823073044,440.6317808779695,395.6514193953691,401.4193527707679,415.09696551304717,492.0475768984814,467.08244281170334,463.48719298273215,385.23598413725784,432.14948610095917,478.3346199522728,407.984567908821,418.1592596141219,405.69835311764336,488.71944179969904,503.0309415196062,479.3470693911268,479.7682113003675,384.4417688676976,473.9812692874053,457.00055388955843,497.0275947002711,398.22636663228263,443.2667980751043,426.4282078555542,424.9738332654512,459.27159864510674,412.17681086849257,445.3092111321103,378.0599370277977,445.63643431098296,395.65794387905845,435.9781779318313,422.3706084785101,431.6203963897791,426.2425048628144,418.78086422152376,421.7136153058242,447.3814072488651,414.57155153578987,471.13438721382676,383.10229945162854,437.51943682930846,420.6214059877115,441.6039877013691,472.4010204971191,370.28877737144626,458.84203969635513,429.3187418767905,405.5864143266244,412.8851062627532,426.58890867810004,431.2638963641129,383.4515444701223,426.92516174185783,379.0007341067295,436.4066965416475,489.12291011716616,407.5719328609222,363.20890168191096,455.6761478709575,436.1498896185455,451.7320519915502,401.37290165097545,474.2053094277649,420.75370732151646,452.8341604631892,384.2049859361897,423.7480168683222,461.8972645504469,450.1610385073636
2023-01-01 03:00:00,503.86616815319906,499.15161587626824,510.2926169588658,502.48397432307644,497.0450179489438,515.132381156055,547.127103579659,509.2065862899843,531.0415605233924,550.3779014061604,507.44714753449455,509.6356647612456,507.08076410630866,501.4123183661351,533.779256775569,511.3953120672935,515.1807196943649,490.596580030973,518.3206844111219,556.8384308199326,506.67140290495115,503.88147047257894,525.3701316972963,504.49044182641956,500.4739561707571,520.9666593400962,514.3420064066811,509.8830201413948,518.2609483971055,531.658313015369,547.7889589889334,474.74575105291876,510.5847349643102,521.1579162231457,510.09159037433966,498.4712461907342,514.5612809198706,487.9588573487549,534.6410884766066,544.9789377417972,549.3200657067821,506.9552442702481,465.6909095242842,547.276543442612,497.3914464968523,547.1420215242308,514.2506083869592,479.4929782170031,510.88574497201597,530.6260338058197,513.0750559025455,448.11947908742,469.5956912208718,505.30890991408836,528.2123335943769,507.2931060943714,536.002967184881,522.4854999569,494.6231362169955,512.5248222352944,526.3398643698089,527.8548566184119,522.8576406288553,536.7511859448382,519.3412375816164,523.8617761456698,527.1155471243559,534.4362882127657,480.6487364567391,498.27522226274044,491.0751912332091,514.5235593685433,506.6105644928745,497.44052609255976,500.87790867606157,514.4842172466324,497.5643878897475,513.2535038851244,514.5082506681499,500.63036078496003,502.65677340633476,500.4475468351117,519.9798558491107,495.7839476035324,516.2238497377198,543.6582938486355,532.7044707208671,522.0250658661697,505.2307316394594,514.0456881202798,551.7572007061179,575.8467202158424,470.3761261155495,500.74575518168587,517.0273060570933,511.1674933030933,497.1384872026809,518.9490957001499,518.5008940272705,498.7180962050193
2023-01-01 04:00:00,624.5682622143687,579.2662217088665,558.7504922471371,614.4643755643767,593.9094910568175,578.80303774132,569.8904415750561,629.9128465574354,578.8516000928471,526.947473196659,578.2365690615638,572.0712797966197,575.5109906042762,510.7591988597266,604.4505967573389,627.7410838190318,555.3957075794441,531.2003001649213,584.1663246005104,544.6191474541076,573.370429020968,589.6332983182358,588.7016642429811,622.5639123602803,560.7889479505315,605.4154756948598,532.9071451679466,514.8245178009215,561.5909279644011,612.1517073888394,569.582938498508,551.6360304186654,573.686950249288,583.8536643413983,571.6595024891294,534.672185757457,619.9137401293893,609.3205562783085,578.5151554269809,552.2565422033795,561.2895132180744,535.6164192266402,604.4240814720439,609.5558635065108,587.0273489136367,604.1821814615341,586.0956322375732,597.7363198928678,555.9015155408812,592.9869785371689,562.5071862468623,588.3653717012666,595.2917917298079,547.5249259226443,585.7109310740525,534.0678905251689,546.0863932805016,572.6765430904061,591.695299059759,565.1918434901066,627.0661946395355,569.7170841396176,563.7834103664411,586.7515562832097,600.8816546088652,523.7453549339792,589.4487804301162,618.4385718167196,596.3949924791834,628.3886070041297,536.9831856932468,549.2742508705634,584.966335048195,608.1838072811689,585.5502945082751,637.9324933444217,623.1970484254966,617.7418376694746,594.7037097427793,547.171677289358,574.8468920260593,626.4335205678678,516.9669056331871,550.9719081497373,542.0691139721312,585.545734377782,574.8484617411634,609.0590588400061,573.738175300176,532.7864468286944,568.0345594913579,548.302345476764,677.9370567842373,627.6955080731764,666.29002630203,561.5451275397571,553.9143183757881,541.6199834092577,569.2593399425226,532.1459633731348
2023-01-01 05:00:00,565.4300480122142,585.2220844158959,539.5819632198156,611.6662893886804,575.2984064549593,613.8427519928431,543.9612445706557,537.2306840525539,568.7537099296676,573.6304159320802,563.0650589364562,552.7874793206948,568.0554638367678,637.8100685135332,585.1229914892947,586.8239985920891,561.0315973618104,655.7658816472131,577.2940142013678,595.7867194350429,626.0812968187377,609.8164202060607,578.8292574153365,624.8818143156673,568.4373274646022,563.8717941739088,605.609835829912,601.6312404892162,545.4204011713443,480.7261596665141,619.5921530528858,601.220929879603,606.1414371592105,568.9079818046476,567.6462025609083,583.1432126197,639.6136194002377,604.9783260191045,538.7485978692584,614.443027503904,574.6292571108689,539.5938252816352,564.1303771448529,623.8879864683839,582.7113585950672,578.9020181864092,587.4386273034906,614.390092674439,622.1053071710784,556.0684068830258,570.2319597197928,564.9423275288548,575.8919840553297,518.4120701792918,575.759413095565,592.1368002289531,575.0221526151955,574.8141972970526,560.5062202476246,580.8078720668456,541.5568280937424,601.4633714767607,598.7407670117001,526.0005329340482,622.7595719572474,588.6322179452159,623.7321306586108,596.4340716274792,562.0565777875807,623.0661623129114,550.5713243887255,581.3864408424807,502.864359906548,577.7463475487549,535.7061363609264,534.6125300715483,550.5641704828626,578.0673703599371,577.9151592123194,584.6557522247259,603.4819556761424,576.0365763815221,538.0539487461205,561.4393701434861,570.2446419293067,587.2232025700338,537.4103437976466,553.7438229147282,540.1929632481301,616.5845641765275,568.1302513703192,569.9771564053808,535.6417999072585,558.4480700989221,576.4174656387675,607.2827695174916,610.3426503298722,612.3665752956568,569.370546857874,541.5086023525206
2023-01-01 06:00:00,415.2611349695552,432.3061317832964,423.0640171517145,452.03150539981556,431.1349084530184,426.1473591880919,469.82129128013196,421.0059684842066,431.94232541658704,456.80348212512456,432.9226288845362,428.0203468172869,446.9659329026302,474.3425506967546,435.03228287880773,433.99758082110145,423.2523261296573,412.3184679551088,422.83864781945346,467.7975097536704,417.4928797044889,451.0087575941903,414.8718240681476,394.7767600469157,428.54045486961456,436.0491573519695,459.3830812349691,451.3621830027723,423.4233474054765,438.0922262783106,401.1452916548256,417.5327123608152,413.19564340257483,450.2952224420728,430.1653308128817,452.55473389527754,428.9437853781348,437.88824964091435,429.021304184757,438.88562076972795,459.8347517681188,458.8096575369559,440.7947187508347,409.414726909578,393.8751349584879,406.1628846549136,428.25869830582906,395.783448780896,436.5187649767723,417.02305943809785,439.30117396105817,419.3514525858612,418.77807884312864,453.5298333553269,423.616523252575,453.2419766667037,443.96146404456897,460.97094429576305,435.8222117728482,466.48306698118455,449.03993954097484,443.0342192977312,448.68973688206154,433.7043599723211,418.737355388404,412.43746508603795,411.34267678064685,434.1084315123278,416.83933986482816,408.40676168363063,444.8960384523268,442.2578102927038,445.51492032471293,452.66343827638593,459.24172586244435,404.19430699484417,474.7845850940459,433.6353143777235,448.9949297363204,434.36991098933606,418.95902759932534,447.2782179162547,421.3966222468125,429.7872973596311,453.2696553819901,465.4313877485228,446.11535171406126,452.238628926718,411.88420053698667,450.344059565058,438.1899914426172,411.45305303851256,487.27121918633605,459.21210581468796,414.1844306569565,396.18335787131036,445.58653376776675,424.0643871869552,459.73537714922725,455.73741199091285
2023-01-01 07:00:00,461.5993610617522,464.8468498123401,478.7919195380927,518.8016774027706,492.7801484691119,472.37448542015835,475.06834120263505,492.29728083004824,458.58262277669166,433.50081686381805,430.0610006712719,498.92217457054613,406.2871117417477,355.65668457276547,452.43261805415636,510.54428000386815,519.3353689031746,473.0031283384419,478.2851254506613,479.8267291402754,492.974200549908,503.8801414836438,439.2499663464203,465.4837102607562,530.5519407328012,478.65551878473474,557.1695511802827,534.0848299886384,511.8007809463007,468.82430578880206,506.5996517109558,505.3071365513763,484.66638249699594,488.67349767025405,465.54546163317184,524.9873770684078,471.17560037075623,472.56091861907106,444.3759934077167,634.4193374087132,450.8143215305198,412.06345108367503,411.0418406438501,444.75456308331707,411.0024739376215,463.9439649107824,381.9419828175385,498.28979357477544,465.7757165031153,558.281768215309,504.0292901635103,450.82706287934093,461.3365323464628,424.9883725344699,431.6397893645486,477.5018489293272,479.22350507512334,443.65537401932073,457.0426607166104,443.5619740637257,426.8025549796673,450.5841492698959,532.9174625557531,495.0611866020382,408.5009340446494,534.9526984179779,452.1964762905295,479.43609120863755,510.5583176380235,465.8505375098731,431.2922539400251,459.5739078951099,489.1369236350071,459.6977689060931,469.4986193389689,473.5399428404696,447.4487360037176,448.145146763809,472.2797146069514,471.5270219864409,518.6876140123982,540.7695038886479,436.70056824013045,480.54095089351165,470.3369477504826,483.4443713840973,444.912780671989,466.29644078154763,489.3453200561203,490.9802937031857,375.47818068912125,465.44791762621105,417.1555723768093,471.21679970839153,492.6854307133541,555.5886788971349,495.3634956844248,498.05470096374614,447.4530921878157,525.5431194207238
2023-01-01 08:00:00,427.866518789357,484.46108901648597,402.44275144197377,498.76268839207006,550.9200348483859,543.016022120232,420.3871820086273,538.0451867577885,490.2130464256685,545.5534761221471,509.7544902754303,444.8708495132679,501.5524504401136,456.63171371243794,436.7598385255991,480.273429839468,554.3476905033883,462.8832312623749,538.6481613838008,418.1092701841611,577.7771920511569,406.91684401498094,434.8526817751778,456.1665689693753,446.8610720487993,506.0070258220128,423.12991183308253,526.4812803993276,530.2805406324205,425.79429655948127,495.6253525107695,442.3111327459215,477.1243253330629,448.0718251702381,511.42824161468747,452.3189750838288,505.53642837014786,465.1198935409097,512.653796664342,487.0372751374379,509.9875833051684,539.272682556218,493.70271350580026,413.85895717345426,550.3311378543376,429.0127107172743,542.6336415962776,454.184179432448,525.7709583838026,506.77289109662235,502.3134945229874,437.83617207090697,522.6090344455515,465.362739742948,447.99528075750385,482.51319673377503,449.23930613794334,490.84339450915587,499.26045457340416,504.59902258224923,478.1033375018867,486.2170661857331,524.7649971771505,481.25148862090947,424.48449948426804,512.7688152943228,542.831139737699,544.9171960833924,443.5057211264675,508.3326275704424,530.7530365715695,569.5005303430553,549.618323085719,481.68055686069744,424.1602486805442,455.9977795927913,469.61941873424763,405.92923389900255,410.57551077436494,516.9088276995835,507.5574614606889,473.26149602540204,525.4038677906217,464.63504982919557,516.8506066482066,482.53392075115784,486.5888872303331,447.3392765933749,479.06653842747477,397.29809460880614,471.0978274760271,502.6435650473062,483.38811867659786,480.5917100516644,469.9475345515799,358.8620997944582,519.471158923305,457.8867238921668,455.9256440915142,460.6309358273228
2023-01-01 09:00:00,518.3825349637747,604.1555181105352,507.898668580319,525.5650028394707,514.2441420635425,536.9520638108183,566.0165434914397,528.7645600797175,529.0205321341439,513.920316435369,562.6095919748711,539.8360229230984,582.156449889351,537.1128307997236,564.3668072477878,555.0154576911386,561.7096054287445,540.7724448503101,542.3228389145261,556.8049938511479,552.5620259111016,533.2604578970943,517.7670616886398,560.7900519597464,544.2393499910685,553.1200178407825,521.4087235720269,545.2027402353547,548.7480750494346,576.2023672155292,548.9297394211274,496.9438734444681,587.8314003099753,553.2677508519632,545.75541469428,535.303155584972,531.3752160940038,544.4397602188819,571.472109122096,550.3611195217943,583.1411744682722,556.4661919113876,566.193302423113,567.8338628731943,564.2862709554918,577.3433681271777,564.9816242091772,574.7517011486656,556.2488213801245,593.494136988221,588.5243006908112,544.8416812267945,536.8529157217146,560.6193866579733,547.0129493295408,560.2974008609905,540.7274144245383,529.3260010970203,560.704688024639,548.1080842507447,537.8125245828332,573.4818181826415,575.1923234275673,549.3297311152098,552.6012665362503,604.363195229444,534.3788235319208,569.3564188666583,579.1667766950989,568.8534360173891,555.2376628107063,568.1559738538855,562.3560422755348,510.9124358179369,542.868097090796,548.5542218272878,539.5920136487006,552.6487014636817,502.57349397485643,567.4425847102386,528.0473040802334,542.2804991573572,540.5729993709302,584.3504479649321,554.84803570932,539.4492904226361,541.5206998680687,585.1182999272322,561.2094084498277,531.7649646033037,517.6730378058787,566.1217893105131,588.227465383604,556.2047862996537,543.0434947476938,543.9797881514727,542.6379038200178,553.4166354391035,553.3649412155172,570.1272351925537
