Month,Hour,Cost
1,0,72.17072798901721
1,1,72.17072798901721
1,2,72.17072798901721
1,3,72.17072798901721
1,4,72.17072798901721
1,5,72.17072798901721
1,6,72.17072798901721
1,7,72.17072798901721
1,8,72.17072798901721
1,9,72.17072798901721
1,10,72.17072798901721
1,11,72.17072798901721
1,12,72.17072798901721
1,13,72.17072798901721
1,14,72.17072798901721
1,15,72.17072798901721
1,16,72.17072798901721
1,17,72.17072798901721
1,18,72.17072798901721
1,19,72.17072798901721
1,20,72.17072798901721
1,21,72.17072798901721
1,22,72.17072798901721
1,23,72.17072798901721
2,0,76.18855494715565
2,1,76.18855494715565
2,2,76.18855494715565
2,3,76.18855494715565
2,4,76.18855494715565
2,5,76.18855494715565
2,6,76.18855494715565
2,7,76.18855494715565
2,8,76.18855494715565
2,9,76.18855494715565
2,10,76.18855494715565
2,11,76.18855494715565
2,12,76.18855494715565
2,13,76.18855494715565
2,14,76.18855494715565
2,15,76.18855494715565
2,16,76.18855494715565
2,17,76.18855494715565
2,18,76.18855494715565
2,19,76.18855494715565
2,20,76.18855494715565
2,21,76.18855494715565
2,22,76.18855494715565
2,23,76.18855494715565
3,0,72.03819112134788
3,1,72.03819112134788
3,2,72.03819112134788
3,3,72.03819112134788
3,4,72.03819112134788
3,5,72.03819112134788
3,6,72.03819112134788
3,7,72.03819112134788
3,8,72.03819112134788
3,9,72.03819112134788
3,10,72.03819112134788
3,11,72.03819112134788
3,12,72.03819112134788
3,13,72.03819112134788
3,14,72.03819112134788
3,15,72.03819112134788
3,16,72.03819112134788
3,17,72.03819112134788
3,18,72.03819112134788
3,19,72.03819112134788
3,20,72.03819112134788
3,21,72.03819112134788
3,22,72.03819112134788
3,23,72.03819112134788
4,0,76.29620418945089
4,1,76.29620418945089
4,2,76.29620418945089
4,3,76.29620418945089
4,4,76.29620418945089
4,5,76.29620418945089
4,6,76.29620418945089
4,7,76.29620418945089
4,8,76.29620418945089
4,9,76.29620418945089
4,10,76.29620418945089
4,11,76.29620418945089
4,12,76.29620418945089
4,13,76.29620418945089
4,14,76.29620418945089
4,15,76.29620418945089
4,16,76.29620418945089
4,17,76.29620418945089
4,18,76.29620418945089
4,19,76.29620418945089
4,20,76.29620418945089
4,21,76.29620418945089
4,22,76.29620418945089
4,23,76.29620418945089
5,0,70.35241068016455
5,1,70.35241068016455
5,2,70.35241068016455
5,3,70.35241068016455
5,4,70.35241068016455
5,5,70.35241068016455
5,6,70.35241068016455
5,7,70.35241068016455
5,8,70.35241068016455
5,9,70.35241068016455
5,10,70.35241068016455
5,11,70.35241068016455
5,12,70.35241068016455
5,13,70.35241068016455
5,14,70.35241068016455
5,15,70.35241068016455
5,16,70.35241068016455
5,17,70.35241068016455
5,18,70.35241068016455
5,19,70.35241068016455
5,20,70.35241068016455
5,21,70.35241068016455
5,22,70.35241068016455
5,23,70.35241068016455
6,0,69.45568011289114
6,1,69.45568011289114
6,2,69.45568011289114
6,3,69.45568011289114
6,4,69.45568011289114
6,5,69.45568011289114
6,6,69.45568011289114
6,7,69.45568011289114
6,8,69.45568011289114
6,9,69.45568011289114
6,10,69.45568011289114
6,11,69.45568011289114
6,12,69.45568011289114
