month,hour,co2_eq_kg_per_MWh
1.0,0.0,348.8914778652388
1.0,1.0,362.30970479038206
1.0,2.0,333.5048163207297
1.0,3.0,298.8084319125762
1.0,4.0,306.6070249506896
1.0,5.0,322.6373143866237
1.0,6.0,417.4509853017222
1.0,7.0,362.04660415413343
1.0,8.0,361.3884371194625
1.0,9.0,331.5472258622099
1.0,10.0,431.6382718605375
1.0,11.0,409.6109957628485
1.0,12.0,485.95428885403584
1.0,13.0,372.1925064913215
1.0,14.0,407.2244807181319
1.0,15.0,408.8021377371461
1.0,16.0,327.55783073078794
1.0,17.0,416.8187231349866
1.0,18.0,439.8587991449818
1.0,19.0,456.5341913706376
1.0,20.0,424.5275661680084
1.0,21.0,361.4392881205864
1.0,22.0,340.0332251284833
1.0,23.0,374.31091900090007
2.0,0.0,437.0812433363684
2.0,1.0,417.82058940962986
2.0,2.0,268.7881686173292
2.0,3.0,352.6004059167378
2.0,4.0,395.665362851798
2.0,5.0,422.53500133816607
2.0,6.0,300.30477395214075
2.0,7.0,405.8287911791079
2.0,8.0,394.5823912751672
2.0,9.0,438.2068391079898
2.0,10.0,456.7790405151545
2.0,11.0,407.96406492953776
2.0,12.0,414.54418836187
2.0,13.0,540.2608708514174
2.0,14.0,412.1484652819808
2.0,15.0,461.2625623243813
2.0,16.0,402.7252252646615
2.0,17.0,368.6120584879638
2.0,18.0,429.6619908987582
2.0,19.0,447.35704986858
2.0,20.0,563.1970814871513
2.0,21.0,523.325043624745
2.0,22.0,470.0506539446091
2.0,23.0,388.0592565261945
3.0,0.0,430.315240138236
3.0,1.0,349.87412698246067
3.0,2.0,417.77408917362703
3.0,3.0,335.6001020318756
3.0,4.0,383.7623773161461
3.0,5.0,397.8067243511866
3.0,6.0,410.63053046853145
3.0,7.0,355.840319547622
3.0,8.0,535.2676328946571
3.0,9.0,348.05951378203497
3.0,10.0,447.3411843770456
3.0,11.0,397.02362388891976
3.0,12.0,373.5432671743477
3.0,13.0,479.0234189498855
3.0,14.0,463.243439771758
3.0,15.0,407.55282767247456
3.0,16.0,421.93909770460425
3.0,17.0,364.3901157372405
3.0,18.0,550.5347079944121
3.0,19.0,426.32796256100295
3.0,20.0,476.1135729472567
3.0,21.0,432.6998262756302
3.0,22.0,370.1152151011461
3.0,23.0,481.9104581607101
4.0,0.0,413.8870924930342
4.0,1.0,356.1715641087104
4.0,2.0,425.1744825295585
4.0,3.0,328.2949396593354
4.0,4.0,412.61226953829913
4.0,5.0,365.45176095667273
4.0,6.0,377.8728724038487
4.0,7.0,479.0798060267671
4.0,8.0,442.44273296159673
4.0,9.0,440.07094780232194
4.0,10.0,429.14439932273336
4.0,11.0,422.1391508726998
4.0,12.0,363.48657729632646
4.0,13.0,429.9868317141707
4.0,14.0,417.0677624965113
4.0,15.0,378.3849468864112
4.0,16.0,395.879890909037
4.0,17.0,459.9200035632039
4.0,18.0,379.1189840063522
4.0,19.0,443.5278747481021
4.0,20.0,468.939143319746
4.0,21.0,472.0669194098431
4.0,22.0,476.520222992045
4.0,23.0,437.4945543870904
5.0,0.0,361.9033709967707
5.0,1.0,325.2285327791919
5.0,2.0,298.5258274511043
5.0,3.0,339.6655222496577
5.0,4.0,360.72833366288137
5.0,5.0,347.0233693037883
5.0,6.0,354.80986754856
5.0,7.0,397.4770938923214
5.0,8.0,442.3656472889533
5.0,9.0,379.5966442106837
5.0,10.0,296.238098716049
5.0,11.0,360.06697402590174
5.0,12.0,394.0387095133909
5.0,13.0,396.30132755923154
5.0,14.0,449.0269220167583
5.0,15.0,497.64839540303865
5.0,16.0,363.195096061172
5.0,17.0,356.73500397127805
5.0,18.0,395.1946098894748
5.0,19.0,390.8447262220158
5.0,20.0,237.79738813972884
5.0,21.0,372.0493482788589
5.0,22.0,413.4300852747437
5.0,23.0,359.63453974899704
6.0,0.0,313.01911841297255
6.0,1.0,394.6829637851837
6.0,2.0,325.61239806395463
6.0,3.0,362.05775287048976
6.0,4.0,364.6236392806466
6.0,5.0,399.6072786433484
6.0,6.0,338.640517213867
6.0,7.0,399.86437483759306
6.0,8.0,455.8970807359495
6.0,9.0,469.9855076338438
6.0,10.0,393.3717362646782
6.0,11.0,429.2711167517837
6.0,12.0,380.02289864679113
6.0,13.0,440.53944761188353
6.0,14.0,399.977497162642
6.0,15.0,412.9266499865458
6.0,16.0,395.22621021510446
6.0,17.0,446.6517922954072
6.0,18.0,416.42864004889645
6.0,19.0,424.9471193828168
6.0,20.0,475.4592357214589
6.0,21.0,440.7408752178815
6.0,22.0,449.4619713443212
6.0,23.0,410.0457172667712
7.0,0.0,511.1354957128133
7.0,1.0,393.5252012752828
7.0,2.0,410.0399312712849
7.0,3.0,352.7933601131877
7.0,4.0,393.2892821046037
7.0,5.0,371.7067075110776
7.0,6.0,365.3019543399647
7.0,7.0,481.5486897316911
7.0,8.0,510.44359876889615
7.0,9.0,410.64799945842776
7.0,10.0,487.63804154664354
7.0,11.0,487.548797987685
