year,month,hour,isorto,co2_eq_kg_per_MWh
2023,5,16,ISONE,362.4423521
2023,5,16,MISO,626.8742255
2023,5,16,NYISO,400.6295738
2023,5,16,PJM,579.5710115
2023,5,16,SPP,719.2807629
2023,5,17,CAISO,419.9312073
2023,5,17,ERCOT,553.8821944
2023,5,17,ISONE,448.3612481
2023,5,17,MISO,700.8360263
2023,5,17,NYISO,417.4168239
2023,5,17,PJM,562.8426654
2023,5,17,SPP,600.8328236
2023,5,18,CAISO,418.5803307
2023,5,18,ERCOT,556.0721267
2023,5,18,ISONE,418.7712818
2023,5,18,MISO,733.3451115
2023,5,18,NYISO,427.3217788
2023,5,18,PJM,534.1540007
2023,5,18,SPP,627.2579072
2023,5,19,CAISO,410.6047539
2023,5,19,ERCOT,549.1410897
2023,5,19,ISONE,351.9889973
2023,5,19,MISO,737.3822345
2023,5,19,NYISO,458.1575781
2023,5,19,PJM,511.5216733
2023,5,19,SPP,701.2734197
2023,5,20,CAISO,411.6906795
2023,5,20,ERCOT,586.4494045
2023,5,20,ISONE,368.201552
2023,5,20,MISO,715.3103778
2023,5,20,NYISO,362.5568694
2023,5,20,PJM,506.6365549
2023,5,20,SPP,651.6453005
2023,5,21,CAISO,480.7543669
2023,5,21,ERCOT,535.1391969
2023,5,21,ISONE,356.4072659
2023,5,21,MISO,681.1886268
2023,5,21,NYISO,391.625971
2023,5,21,PJM,533.064496
2023,5,21,SPP,725.3482409
2023,5,22,CAISO,429.622692
2023,5,22,ERCOT,585.4939857
2023,5,22,ISONE,371.2238456
2023,5,22,MISO,705.6388923
2023,5,22,NYISO,397.7909346
2023,5,22,PJM,551.0108557
2023,5,22,SPP,606.1191382
2023,5,23,CAISO,398.5664604
2023,5,23,ERCOT,545.8827303
2023,5,23,ISONE,383.436461
2023,5,23,MISO,709.5925421
2023,5,23,NYISO,431.9286802
2023,5,23,PJM,611.8346316
2023,5,23,SPP,675.9070225
2023,6,0,CAISO,323.8760125
2023,6,0,ERCOT,541.3461604
2023,6,0,ISONE,426.1290864
2023,6,0,MISO,739.7374247
2023,6,0,NYISO,455.0821903
2023,6,0,PJM,601.0454141
2023,6,0,SPP,657.0136353
2023,6,1,CAISO,339.4844635
2023,6,1,ERCOT,602.5735155
2023,6,1,ISONE,465.3670756
2023,6,1,MISO,766.2988081
2023,6,1,NYISO,448.2666025
2023,6,1,PJM,598.6853864
2023,6,1,SPP,658.1276362
2023,6,2,CAISO,369.7210926
2023,6,2,ERCOT,586.8250153
2023,6,2,ISONE,447.4533169
2023,6,2,MISO,677.2841375
2023,6,2,NYISO,439.6820158
2023,6,2,PJM,650.8202646
2023,6,2,SPP,698.3619208
2023,6,3,CAISO,431.8541977
2023,6,3,ERCOT,519.0582199
2023,6,3,ISONE,365.710307
2023,6,3,MISO,609.1469768
2023,6,3,NYISO,387.5417401
2023,6,3,PJM,636.4358995
2023,6,3,SPP,624.5545179
2023,6,4,CAISO,480.8972368
2023,6,4,ERCOT,563.7321594
2023,6,4,ISONE,428.3150955
2023,6,4,MISO,622.2261577
2023,6,4,NYISO,399.3597552
2023,6,4,PJM,604.3439146
2023,6,4,SPP,600.0746381
2023,6,5,CAISO,466.8295914
2023,6,5,ERCOT,602.3771144
2023,6,5,ISONE,373.2321651
2023,6,5,MISO,707.5244607
2023,6,5,NYISO,349.6074837
2023,6,5,PJM,437.3807412
2023,6,5,SPP,641.0602079
2023,6,6,CAISO,360.6014816
2023,6,6,ERCOT,653.2353141
2023,6,6,ISONE,414.9110814
2023,6,6,MISO,554.919843
2023,6,6,NYISO,339.2986615
2023,6,6,PJM,344.160761
2023,6,6,SPP,530.552516
2023,6,7,CAISO,334.638973
2023,6,7,ERCOT,471.5229685
2023,6,7,ISONE,362.4052198
2023,6,7,MISO,669.9597067
2023,6,7,NYISO,352.6924576
2023,6,7,PJM,402.746975
2023,6,7,SPP,670.0485162
2023,6,8,CAISO,354.5198505
2023,6,8,ERCOT,443.2889501
2023,6,8,ISONE,399.1592283
2023,6,8,MISO,601.4124616
2023,6,8,NYISO,362.059053
2023,6,8,PJM,353.2779581
2023,6,8,SPP,610.8937751
2023,6,9,CAISO,356.2698368
2023,6,9,ERCOT,545.1061939
2023,6,9,ISONE,401.9045483
2023,6,9,MISO,536.1529088
2023,6,9,NYISO,395.5855976
2023,6,9,PJM,383.5719647
2023,6,9,SPP,612.3361216
2023,6,10,CAISO,316.444611
2023,6,10,ERCOT,539.2084837
2023,6,10,ISONE,374.8711529
2023,6,10,MISO,562.1627501
2023,6,10,NYISO,352.0721978
2023,6,10,PJM,376.2590699
2023,6,10,SPP,621.3272052
2023,6,11,CAISO,322.7448673
2023,6,11,ERCOT,603.3988844
2023,6,11,ISONE,372.1760832
2023,6,11,MISO,617.0644204
2023,6,11,NYISO,409.0425643
2023,6,11,PJM,423.3452612
2023,6,11,SPP,650.5391209
2023,6,12,CAISO,346.9871252
2023,6,12,ERCOT,558.8627046
2023,6,12,ISONE,384.9577211
2023,6,12,MISO,628.405971
2023,6,12,NYISO,455.685003
2023,6,12,PJM,455.8958555
2023,6,12,SPP,631.0495702
2023,6,13,CAISO,421.2247562
2023,6,13,ERCOT,609.1725035
2023,6,13,ISONE,422.4924254
2023,6,13,MISO,700.7552451
2023,6,13,NYISO,447.8638066
2023,6,13,PJM,503.1452808
2023,6,13,SPP,682.4481598
2023,6,14,CAISO,404.1631045
2023,6,14,ERCOT,564.9535964
2023,6,14,ISONE,410.5483778
2023,6,14,MISO,718.5225357
2023,6,14,NYISO,431.9566584
2023,6,14,PJM,531.8635715
2023,6,14,SPP,738.5981274
2023,6,15,CAISO,471.3909991
2023,6,15,ERCOT,567.0789695
2023,6,15,ISONE,389.7696565
2023,6,15,MISO,732.9477102
2023,6,15,NYISO,426.9415095
2023,6,15,PJM,565.2890162
2023,6,15,SPP,696.9318339
2023,6,16,CAISO,229.4374989
2023,6,16,ERCOT,496.9478961
2023,6,16,ISONE,410.1896981
2023,6,16,MISO,660.4616846
2023,6,16,NYISO,395.0784287
2023,6,16,PJM,607.4391526
2023,6,16,SPP,664.326564
2023,6,17,CAISO,343.6526146
2023,6,17,ERCOT,536.9867947
2023,6,17,ISONE,393.2567999
2023,6,17,MISO,732.3256921
2023,6,17,NYISO,451.0910552
2023,6,17,PJM,512.9196564
2023,6,17,SPP,657.08885
2023,6,18,CAISO,460.43475
2023,6,18,ERCOT,540.1516332
2023,6,18,ISONE,383.6474409
2023,6,18,MISO,691.7287452
2023,6,18,NYISO,433.822219
2023,6,18,PJM,546.7355978
2023,6,18,SPP,663.7610724
2023,6,19,CAISO,303.9415015
2023,6,19,ERCOT,579.44548
2023,6,19,ISONE,430.5111954
2023,6,19,MISO,660.6303785
2023,6,19,NYISO,426.839813
2023,6,19,PJM,559.9285601
2023,6,19,SPP,632.7987174
2023,6,20,CAISO,341.0034881
2023,6,20,ERCOT,529.6407051
2023,6,20,ISONE,383.9257152
2023,6,20,MISO,684.8228167
2023,6,20,NYISO,416.0504894
2023,6,20,PJM,615.6739734
2023,6,20,SPP,637.9469614
2023,6,21,CAISO,418.9618668
2023,6,21,ERCOT,521.8549878
2023,6,21,ISONE,410.2065729
2023,6,21,MISO,636.7304401
2023,6,21,NYISO,429.0314037
2023,6,21,PJM,733.3756686
2023,6,21,SPP,626.4137192
2023,6,22,CAISO,359.2920527
2023,6,22,ERCOT,552.1193441
2023,6,22,ISONE,379.0878843
2023,6,22,MISO,751.3798475
2023,6,22,NYISO,471.8265606
2023,6,22,PJM,569.7546143
2023,6,22,SPP,690.0766163
2023,6,23,CAISO,379.4769863
2023,6,23,ERCOT,594.675604
2023,6,23,ISONE,404.9394247
2023,6,23,MISO,736.8738873
2023,6,23,NYISO,439.8978901
2023,6,23,PJM,560.1345062
2023,6,23,SPP,647.6291266
2023,7,0,CAISO,370.0186402
2023,7,0,ERCOT,551.8735593
2023,7,0,ISONE,415.9443806
2023,7,0,MISO,645.7663852
2023,7,0,NYISO,438.5651151
2023,7,0,PJM,652.2331598
2023,7,0,SPP,632.1162878
2023,7,1,CAISO,241.6798877
2023,7,1,ERCOT,555.8700072
2023,7,1,ISONE,493.6840629
2023,7,1,MISO,656.8691384
2023,7,1,NYISO,541.9706128
2023,7,1,PJM,678.5898886
2023,7,1,SPP,616.6501815
2023,7,2,CAISO,369.2451923
2023,7,2,ERCOT,549.8464245
2023,7,2,ISONE,375.8024631
2023,7,2,MISO,663.8272225
2023,7,2,NYISO,520.1851388
2023,7,2,PJM,693.380589
2023,7,2,SPP,604.8011588
2023,7,3,CAISO,473.9819277
2023,7,3,ERCOT,466.5374903
2023,7,3,ISONE,382.9461308
2023,7,3,MISO,694.56776
2023,7,3,NYISO,491.7299622
2023,7,3,PJM,609.1242055
2023,7,3,SPP,607.69435
2023,7,4,CAISO,501.3677451
2023,7,4,ERCOT,597.0041395
2023,7,4,ISONE,383.5542943
2023,7,4,MISO,746.2660697
2023,7,4,NYISO,528.790012
2023,7,4,PJM,627.3134168
2023,7,4,SPP,617.5956137
2023,7,5,CAISO,467.0567211
2023,7,5,ERCOT,613.9185239
2023,7,5,ISONE,393.2835661
2023,7,5,MISO,707.3123479
2023,7,5,NYISO,391.9031866
2023,7,5,PJM,602.1716323
2023,7,5,SPP,545.2565065
2023,7,6,CAISO,493.0080879
2023,7,6,ERCOT,589.1712565
2023,7,6,ISONE,358.3703598
2023,7,6,MISO,679.3831934
2023,7,6,NYISO,413.8468772
2023,7,6,PJM,652.5602694
2023,7,6,SPP,618.0159856
2023,7,7,CAISO,389.8842917
2023,7,7,ERCOT,604.3723609
2023,7,7,ISONE,358.0178956
2023,7,7,MISO,701.1204668
2023,7,7,NYISO,405.6800694
2023,7,7,PJM,429.9501503
2023,7,7,SPP,638.6912539
2023,7,8,CAISO,410.0123292
2023,7,8,ERCOT,598.740882
2023,7,8,ISONE,385.6718177
2023,7,8,MISO,671.0260114
2023,7,8,NYISO,399.7074782
2023,7,8,PJM,431.377141
2023,7,8,SPP,674.0693288
2023,7,9,CAISO,342.6210741
2023,7,9,ERCOT,632.0254246
2023,7,9,ISONE,429.0071699
2023,7,9,MISO,639.0396501
2023,7,9,NYISO,395.6079682
2023,7,9,PJM,428.727516
2023,7,9,SPP,652.984911
2023,7,10,CAISO,355.2624738
2023,7,10,ERCOT,602.0069031
2023,7,10,ISONE,418.2523719
2023,7,10,MISO,637.8775523
2023,7,10,NYISO,399.5022767
2023,7,10,PJM,466.2270774
2023,7,10,SPP,665.3713376
2023,7,11,CAISO,364.573384
2023,7,11,ERCOT,588.8904761
2023,7,11,ISONE,376.0710921
2023,7,11,MISO,703.1480953
2023,7,11,NYISO,497.821807
2023,7,11,PJM,493.2634673
2023,7,11,SPP,624.9933088
2023,7,12,CAISO,329.3353533
2023,7,12,ERCOT,580.2438994
2023,7,12,ISONE,366.9786813
2023,7,12,MISO,690.3984258
2023,7,12,NYISO,531.6462551
2023,7,12,PJM,573.8705983
2023,7,12,SPP,672.8437666
2023,7,13,CAISO,356.3933999
2023,7,13,ERCOT,600.8249181
2023,7,13,ISONE,408.2711996
2023,7,13,MISO,647.4137564
2023,7,13,NYISO,445.7308316
2023,7,13,PJM,584.3861438
2023,7,13,SPP,600.9429528
2023,7,14,CAISO,441.1939814
2023,7,14,ERCOT,556.8964093
2023,7,14,ISONE,304.8504108
2023,7,14,MISO,713.3071079
2023,7,14,NYISO,492.682087
2023,7,14,PJM,689.2402052
2023,7,14,SPP,666.1414267
2023,7,15,CAISO,379.2431231
2023,7,15,ERCOT,600.9453671
2023,7,15,ISONE,399.1331086
2023,7,15,MISO,747.8463305
2023,7,15,NYISO,444.882602
2023,7,15,PJM,604.813507
2023,7,15,SPP,693.4958846
2023,7,16,CAISO,364.5880688
2023,7,16,ERCOT,594.340482
2023,7,16,ISONE,443.628914
2023,7,16,MISO,679.260306
2023,7,16,NYISO,427.7229695
2023,7,16,PJM,608.2104509
2023,7,16,SPP,623.3945083
2023,7,17,CAISO,310.2723417
2023,7,17,ERCOT,572.2084129
2023,7,17,ISONE,392.3476602
2023,7,17,MISO,618.49929
2023,7,17,NYISO,457.4222742
2023,7,17,PJM,586.6869935
2023,7,17,SPP,652.9931051
2023,7,18,CAISO,327.2803153
2023,7,18,ERCOT,539.082813
2023,7,18,ISONE,386.1025557
2023,7,18,MISO,632.0611666
2023,7,18,NYISO,452.1322634
2023,7,18,PJM,633.0470628
2023,7,18,SPP,587.7219053
2023,7,19,CAISO,347.7894227
2023,7,19,ERCOT,525.073048
2023,7,19,ISONE,381.8831457
2023,7,19,MISO,602.6301796
2023,7,19,NYISO,443.9900589
2023,7,19,PJM,603.9609529
2023,7,19,SPP,596.2744817
2023,7,20,CAISO,352.30457
2023,7,20,ERCOT,550.4794523
2023,7,20,ISONE,363.5508768
2023,7,20,MISO,575.6413423
2023,7,20,NYISO,433.5420468
2023,7,20,PJM,626.9981735
2023,7,20,SPP,577.9697519
2023,7,21,CAISO,399.8311862
2023,7,21,ERCOT,528.4606014
2023,7,21,ISONE,415.6115238
2023,7,21,MISO,654.6362205
2023,7,21,NYISO,495.9673251
2023,7,21,PJM,689.6154949
2023,7,21,SPP,546.4034542
2023,7,22,CAISO,429.7602304
2023,7,22,ERCOT,571.0335235
2023,7,22,ISONE,388.2752151
2023,7,22,MISO,605.9088847
2023,7,22,NYISO,456.5276015
2023,7,22,PJM,710.4489433
2023,7,22,SPP,628.47788
2023,7,23,CAISO,431.041176
2023,7,23,ERCOT,552.2169472
2023,7,23,ISONE,375.2281576
2023,7,23,MISO,683.5538417
2023,7,23,NYISO,418.8164415
2023,7,23,PJM,583.6093234
2023,7,23,SPP,619.9046937
2023,8,0,CAISO,325.2810451
2023,8,0,ERCOT,431.8166386
2023,8,0,ISONE,397.7839523
2023,8,0,MISO,647.1682627
2023,8,0,NYISO,475.6247948
2023,8,0,PJM,716.3286634
2023,8,0,SPP,638.0883321
2023,8,1,CAISO,398.5502043
2023,8,1,ERCOT,522.6082878
2023,8,1,ISONE,418.7995349
2023,8,1,MISO,684.4839513
2023,8,1,NYISO,489.8056517
2023,8,1,PJM,638.1962726
2023,8,1,SPP,644.6404461
2023,8,2,CAISO,407.4605185
2023,8,2,ERCOT,534.3309079
2023,8,2,ISONE,383.6456206
2023,8,2,MISO,734.7199934
2023,8,2,NYISO,475.2606889
2023,8,2,PJM,654.2253586
2023,8,2,SPP,642.348988
2023,8,3,CAISO,510.3267017
2023,8,3,ERCOT,500.5328338
2023,8,3,ISONE,474.8290027
2023,8,3,MISO,645.1246562
2023,8,3,NYISO,435.531507
2023,8,3,PJM,641.1120688
2023,8,3,SPP,625.7277198
2023,8,4,CAISO,525.8027109
2023,8,4,ERCOT,493.5356573
2023,8,4,ISONE,370.7060682
2023,8,4,MISO,685.7733387
2023,8,4,NYISO,386.0378825
2023,8,4,PJM,584.5750148
2023,8,4,SPP,608.4109684
2023,8,5,CAISO,400.6351595
2023,8,5,ERCOT,532.3911892
2023,8,5,ISONE,396.1817155
2023,8,5,MISO,695.1679261
2023,8,5,NYISO,429.2206198
2023,8,5,PJM,515.4230337
2023,8,5,SPP,656.220696
2023,8,6,CAISO,445.888708
2023,8,6,ERCOT,604.2657066
2023,8,6,ISONE,391.8420878
2023,8,6,MISO,735.0201647
2023,8,6,NYISO,419.6270089
2023,8,6,PJM,513.2179586
2023,8,6,SPP,666.256241
2023,8,7,CAISO,398.8396674
2023,8,7,ERCOT,581.8777659
2023,8,7,ISONE,347.801719
2023,8,7,MISO,687.6896965
2023,8,7,NYISO,384.065757
2023,8,7,PJM,344.618092
2023,8,7,SPP,672.4475676
2023,8,8,CAISO,337.3423104
2023,8,8,ERCOT,575.3907886
2023,8,8,ISONE,396.5994945
2023,8,8,MISO,619.6852267
2023,8,8,NYISO,337.1086619
2023,8,8,PJM,383.3732399
2023,8,8,SPP,738.7878107
2023,8,9,CAISO,386.9534263
2023,8,9,ERCOT,564.7906046
2023,8,9,ISONE,414.2225014
2023,8,9,MISO,638.9689614
2023,8,9,NYISO,430.7239298
2023,8,9,PJM,449.283285
2023,8,9,SPP,667.3726182
2023,8,10,CAISO,362.5814851
2023,8,10,ERCOT,557.4609204
2023,8,10,ISONE,410.3568995
2023,8,10,MISO,695.590138
2023,8,10,NYISO,406.8838761
2023,8,10,PJM,521.8127161
2023,8,10,SPP,748.8943085
2023,8,11,CAISO,249.9288632
2023,8,11,ERCOT,573.1224631
2023,8,11,ISONE,394.0323738
2023,8,11,MISO,730.0483104
2023,8,11,NYISO,391.2118406
2023,8,11,PJM,549.0885115
2023,8,11,SPP,675.7938923
2023,8,12,CAISO,317.9013909
2023,8,12,ERCOT,587.8607545
2023,8,12,ISONE,361.0778747
2023,8,12,MISO,684.9830641
2023,8,12,NYISO,437.2870864
2023,8,12,PJM,504.7332052
2023,8,12,SPP,624.1591065
2023,8,13,CAISO,329.8243881
2023,8,13,ERCOT,500.7835516
2023,8,13,ISONE,389.278257
2023,8,13,MISO,673.5799079
2023,8,13,NYISO,425.6015261
2023,8,13,PJM,462.020194
2023,8,13,SPP,574.2321485
2023,8,14,CAISO,337.2028449
2023,8,14,ERCOT,567.8066292
2023,8,14,ISONE,383.3114341
2023,8,14,MISO,599.16081
2023,8,14,NYISO,464.5308686
2023,8,14,PJM,461.4140689
2023,8,14,SPP,661.8863999
2023,8,15,CAISO,368.7498513
2023,8,15,ERCOT,564.90752
2023,8,15,ISONE,443.8092264
2023,8,15,MISO,660.5847178
2023,8,15,NYISO,461.0326682
2023,8,15,PJM,617.8410847
2023,8,15,SPP,747.1924623
2023,8,16,CAISO,414.8809982
2023,8,16,ERCOT,619.6664373
2023,8,16,ISONE,383.8347221
2023,8,16,MISO,690.0607344
2023,8,16,NYISO,447.696947
2023,8,16,PJM,545.8798039
2023,8,16,SPP,677.5220992
2023,8,17,CAISO,288.32829
2023,8,17,ERCOT,562.3570873
2023,8,17,ISONE,431.4381112
2023,8,17,MISO,667.1329516
2023,8,17,NYISO,499.9695917
2023,8,17,PJM,610.9325467
2023,8,17,SPP,659.9971935
2023,8,18,CAISO,355.6306823
2023,8,18,ERCOT,508.4087618
2023,8,18,ISONE,383.4988431
2023,8,18,MISO,733.4470994
2023,8,18,NYISO,443.4788388
2023,8,18,PJM,633.1003397
2023,8,18,SPP,695.1080494
2023,8,19,CAISO,387.8744356
2023,8,19,ERCOT,521.3106304
2023,8,19,ISONE,394.052888
2023,8,19,MISO,595.1825157
2023,8,19,NYISO,418.1515947
2023,8,19,PJM,621.100898
2023,8,19,SPP,605.7699123
2023,8,20,CAISO,463.7833398
2023,8,20,ERCOT,560.1036297
2023,8,20,ISONE,432.4093535
2023,8,20,MISO,682.6427498
2023,8,20,NYISO,514.6139246
2023,8,20,PJM,536.0845031
2023,8,20,SPP,644.0946863
2023,8,21,CAISO,384.6037247
2023,8,21,ERCOT,511.9521835
2023,8,21,ISONE,434.9971904
2023,8,21,MISO,632.9240678
2023,8,21,NYISO,458.343321
2023,8,21,PJM,631.2992912
2023,8,21,SPP,628.0126997
2023,8,22,CAISO,383.6671747
2023,8,22,ERCOT,466.358239
2023,8,22,ISONE,308.4972496
2023,8,22,MISO,712.874888
2023,8,22,NYISO,524.4673386
2023,8,22,PJM,710.6578698
2023,8,22,SPP,589.9444851
2023,8,23,CAISO,348.9093983
2023,8,23,ERCOT,485.0579567
2023,8,23,ISONE,461.5661071
2023,8,23,MISO,646.7261811
2023,8,23,NYISO,457.3441485
2023,8,23,PJM,554.1202723
2023,8,23,SPP,611.258593
2023,9,0,CAISO,335.4958755
2023,9,0,ERCOT,545.294965
2023,9,0,ISONE,553.394917
2023,9,0,MISO,683.6663
2023,9,0,NYISO,481.8013206
2023,9,0,PJM,707.043992
2023,9,0,SPP,694.8597435
2023,9,1,CAISO,433.6947482
2023,9,1,ERCOT,590.8945405
2023,9,1,ISONE,576.1407904
2023,9,1,MISO,647.1783593
2023,9,1,NYISO,472.5562482
2023,9,1,PJM,618.4604355
2023,9,1,SPP,645.2558644
2023,9,2,CAISO,484.583634
2023,9,2,ERCOT,515.6809232
2023,9,2,ISONE,454.8925353
2023,9,2,MISO,684.0561318
2023,9,2,NYISO,448.6518716
2023,9,2,PJM,667.5603313
2023,9,2,SPP,630.3959863
2023,9,3,CAISO,485.1227214
2023,9,3,ERCOT,579.0501552
2023,9,3,ISONE,429.1522902
2023,9,3,MISO,564.9703681
2023,9,3,NYISO,534.9659741
2023,9,3,PJM,549.9988515
2023,9,3,SPP,611.2783155
2023,9,4,CAISO,469.5971942
2023,9,4,ERCOT,515.4240307
2023,9,4,ISONE,413.8543853
2023,9,4,MISO,678.8589447
2023,9,4,NYISO,501.3934802
2023,9,4,PJM,558.0491834
2023,9,4,SPP,619.6434255
2023,9,5,CAISO,459.2322675
2023,9,5,ERCOT,534.3481313
2023,9,5,ISONE,328.7073158
2023,9,5,MISO,677.4685273
2023,9,5,NYISO,390.5236106
2023,9,5,PJM,519.1195214
2023,9,5,SPP,585.8833974
2023,9,6,CAISO,398.1584712
2023,9,6,ERCOT,633.0061347
2023,9,6,ISONE,346.1919319
2023,9,6,MISO,426.1341411
2023,9,6,NYISO,474.5796689
2023,9,6,PJM,444.6374275
2023,9,6,SPP,536.5376153
2023,9,7,CAISO,356.0376672
2023,9,7,ERCOT,555.4640654
2023,9,7,ISONE,374.4780369
2023,9,7,MISO,633.4490373
2023,9,7,NYISO,386.2362898
2023,9,7,PJM,443.9434935
2023,9,7,SPP,687.2589218
2023,9,8,CAISO,360.3041724
2023,9,8,ERCOT,549.5724465
2023,9,8,ISONE,374.8074546
2023,9,8,MISO,529.5232701
2023,9,8,NYISO,390.530079
2023,9,8,PJM,388.9340685
2023,9,8,SPP,695.7526887
2023,9,9,CAISO,380.7398163
2023,9,9,ERCOT,557.0915073
2023,9,9,ISONE,437.6864323
2023,9,9,MISO,655.6288461
2023,9,9,NYISO,415.2293171
2023,9,9,PJM,489.7811874
2023,9,9,SPP,730.1561415
2023,9,10,CAISO,377.222957
2023,9,10,ERCOT,546.3498921
2023,9,10,ISONE,384.7827816
2023,9,10,MISO,724.6991928
2023,9,10,NYISO,403.5015588
2023,9,10,PJM,526.02541
2023,9,10,SPP,664.2098405
2023,9,11,CAISO,335.2871376
2023,9,11,ERCOT,568.3528964
2023,9,11,ISONE,375.2217659
2023,9,11,MISO,646.6050592
2023,9,11,NYISO,404.6606494
2023,9,11,PJM,555.181142
2023,9,11,SPP,692.6677052
2023,9,12,CAISO,344.8586265
2023,9,12,ERCOT,650.0976761
2023,9,12,ISONE,414.30695
2023,9,12,MISO,621.5260586
2023,9,12,NYISO,449.6856193
2023,9,12,PJM,527.3845922
2023,9,12,SPP,637.4587493
2023,9,13,CAISO,360.6639635
2023,9,13,ERCOT,553.4383237
2023,9,13,ISONE,403.9188235
2023,9,13,MISO,457.6504122
2023,9,13,NYISO,433.47411
2023,9,13,PJM,411.883958
2023,9,13,SPP,508.8846678
2023,9,14,CAISO,321.4009295
2023,9,14,ERCOT,569.5539194
2023,9,14,ISONE,391.7793907
2023,9,14,MISO,540.9907239
2023,9,14,NYISO,420.6869221
2023,9,14,PJM,470.6359234
2023,9,14,SPP,610.1796776
2023,9,15,CAISO,407.7410394
2023,9,15,ERCOT,597.4130981
2023,9,15,ISONE,401.2822627
2023,9,15,MISO,723.040755
2023,9,15,NYISO,456.0808504
2023,9,15,PJM,598.2585495
2023,9,15,SPP,656.4250466
2023,9,16,CAISO,338.6679367
2023,9,16,ERCOT,601.6392745
2023,9,16,ISONE,426.1640601
2023,9,16,MISO,689.9314547
2023,9,16,NYISO,451.6986747
2023,9,16,PJM,555.8257787
2023,9,16,SPP,669.4189114
2023,9,17,CAISO,382.1403021
2023,9,17,ERCOT,509.7295292
2023,9,17,ISONE,419.3523328
2023,9,17,MISO,699.2463928
2023,9,17,NYISO,517.3808744
2023,9,17,PJM,631.1051363
2023,9,17,SPP,692.5915735
2023,9,18,CAISO,324.9567879
2023,9,18,ERCOT,526.9331568
2023,9,18,ISONE,420.9423076
2023,9,18,MISO,729.9305355
2023,9,18,NYISO,410.9673557
2023,9,18,PJM,619.860669
2023,9,18,SPP,674.8357362
2023,9,19,CAISO,309.0489732
2023,9,19,ERCOT,542.3012255
2023,9,19,ISONE,395.1425596
2023,9,19,MISO,641.1108002
2023,9,19,NYISO,497.3990999
2023,9,19,PJM,570.6260972
2023,9,19,SPP,670.0061398
2023,9,20,CAISO,389.9776373
2023,9,20,ERCOT,562.454491
2023,9,20,ISONE,397.0206484
2023,9,20,MISO,684.6696654
2023,9,20,NYISO,429.2041769
2023,9,20,PJM,542.7302196
2023,9,20,SPP,650.4064676
2023,9,21,CAISO,393.9966024
2023,9,21,ERCOT,543.8950022
2023,9,21,ISONE,393.7483868
2023,9,21,MISO,668.8217061
2023,9,21,NYISO,473.059846
2023,9,21,PJM,628.3531962
2023,9,21,SPP,657.5566792
2023,9,22,CAISO,318.6843624
2023,9,22,ERCOT,493.4913957
2023,9,22,ISONE,400.8225122
2023,9,22,MISO,679.3911505
2023,9,22,NYISO,490.1019014
2023,9,22,PJM,602.557369
2023,9,22,SPP,619.3994736
2023,9,23,CAISO,347.9727954
2023,9,23,ERCOT,536.4898761
2023,9,23,ISONE,458.0180692
2023,9,23,MISO,692.410899
2023,9,23,NYISO,411.3532912
2023,9,23,PJM,607.3457721
2023,9,23,SPP,674.7382502
2023,10,0,CAISO,355.08872
2023,10,0,ERCOT,628.3449228
2023,10,0,ISONE,487.3522217
2023,10,0,MISO,709.2296869
2023,10,0,NYISO,457.9136908
2023,10,0,PJM,692.5245586
2023,10,0,SPP,691.2057096
2023,10,1,CAISO,363.3020682
2023,10,1,ERCOT,631.3519683
2023,10,1,ISONE,451.3822123
2023,10,1,MISO,664.6437351
2023,10,1,NYISO,478.993454
2023,10,1,PJM,564.3897775
2023,10,1,SPP,678.4989983
2023,10,2,CAISO,476.7652813
2023,10,2,ERCOT,576.4150165
2023,10,2,ISONE,371.3062891
2023,10,2,MISO,619.4223634
2023,10,2,NYISO,432.8006904
2023,10,2,PJM,546.4073665
2023,10,2,SPP,658.0363244
2023,10,3,CAISO,440.4166001
2023,10,3,ERCOT,480.0691263
2023,10,3,ISONE,347.7664052
2023,10,3,MISO,705.4805942
2023,10,3,NYISO,477.7647053
2023,10,3,PJM,615.9640582
2023,10,3,SPP,610.8695908
2023,10,4,CAISO,473.4042508
2023,10,4,ERCOT,473.7553644
2023,10,4,ISONE,334.3545373
2023,10,4,MISO,546.11414
2023,10,4,NYISO,387.6791832
2023,10,4,PJM,559.2591801
2023,10,4,SPP,703.6645184
2023,10,5,CAISO,475.2305029
2023,10,5,ERCOT,533.512219
2023,10,5,ISONE,325.4336082
2023,10,5,MISO,621.3796354
2023,10,5,NYISO,347.3194452
2023,10,5,PJM,530.5700694
2023,10,5,SPP,621.7498681
2023,10,6,CAISO,382.7878741
2023,10,6,ERCOT,537.2526454
2023,10,6,ISONE,393.4789879
2023,10,6,MISO,593.1978387
2023,10,6,NYISO,396.9905357
2023,10,6,PJM,595.51419
2023,10,6,SPP,574.7637183
2023,10,7,CAISO,364.3554855
2023,10,7,ERCOT,557.1931972
2023,10,7,ISONE,405.0670621
2023,10,7,MISO,697.9628453
2023,10,7,NYISO,384.1699668
2023,10,7,PJM,463.1676071
2023,10,7,SPP,684.0498712
2023,10,8,CAISO,343.9383499
2023,10,8,ERCOT,551.8726556
2023,10,8,ISONE,384.9180542
2023,10,8,MISO,639.8773479
2023,10,8,NYISO,410.9254592
2023,10,8,PJM,493.7272683
2023,10,8,SPP,677.7421292
2023,10,9,CAISO,370.9848834
2023,10,9,ERCOT,519.3075884
2023,10,9,ISONE,357.8308185
2023,10,9,MISO,550.7223891
