month,hour,co2_eq_kg_per_MWh
1.0,0.0,702.0598590542891
1.0,1.0,594.5470770943102
1.0,2.0,555.5351636106354
1.0,3.0,716.6119640591061
1.0,4.0,684.3422297470491
1.0,5.0,688.0944958434341
1.0,6.0,625.5719852126267
1.0,7.0,653.7855525800858
1.0,8.0,723.0911042822273
1.0,9.0,662.2695070502338
1.0,10.0,662.5233915542734
1.0,11.0,726.9643773305149
1.0,12.0,652.647836105465
1.0,13.0,638.6120631295895
1.0,14.0,680.6814938686553
1.0,15.0,679.5346489191837
1.0,16.0,610.7256895748532
1.0,17.0,621.7428056293585
1.0,18.0,702.3266569773289
1.0,19.0,696.094509311599
1.0,20.0,658.3828171346203
1.0,21.0,657.2493715660221
1.0,22.0,695.2181494253778
1.0,23.0,585.1461928869002
2.0,0.0,708.2442843677757
2.0,1.0,669.6858848302128
2.0,2.0,676.6690555768412
2.0,3.0,640.4251001109473
2.0,4.0,703.3145627497877
2.0,5.0,489.6698433944569
2.0,6.0,613.3144973588418
2.0,7.0,637.2847418881953
2.0,8.0,610.132370011472
2.0,9.0,697.3493915497975
2.0,10.0,633.4829516356099
2.0,11.0,790.7479239646821
2.0,12.0,590.6911700480197
2.0,13.0,660.569412654852
2.0,14.0,630.7999934388021
2.0,15.0,636.0156174880079
2.0,16.0,589.9842230707147
2.0,17.0,580.3080663815208
2.0,18.0,578.7438202526363
2.0,19.0,699.8275847590329
2.0,20.0,608.7693582568562
2.0,21.0,609.5600689951951
2.0,22.0,587.470138328684
2.0,23.0,679.6536235193631
3.0,0.0,661.4896183411385
3.0,1.0,684.5829487941579
3.0,2.0,666.6946419360004
3.0,3.0,622.0620365810865
3.0,4.0,563.5923029791979
3.0,5.0,606.6091389229045
3.0,6.0,588.106533927856
3.0,7.0,679.5149744711125
3.0,8.0,711.8910303795931
3.0,9.0,621.582175632084
3.0,10.0,637.9819045340419
3.0,11.0,625.3112444619289
3.0,12.0,595.641719660323
3.0,13.0,603.1065152727887
3.0,14.0,628.7745936427783
3.0,15.0,604.0425324607055
3.0,16.0,668.7991428085841
3.0,17.0,760.8224440845506
3.0,18.0,595.7738671295748
3.0,19.0,586.4266946664418
3.0,20.0,686.2838817821452
3.0,21.0,670.4613915344291
3.0,22.0,627.8197604175773
3.0,23.0,664.341593326508
4.0,0.0,599.9137664631253
4.0,1.0,663.4549234975636
4.0,2.0,635.6963565946885
4.0,3.0,593.3221835156345
4.0,4.0,594.9105243698577
4.0,5.0,601.3960421885644
4.0,6.0,585.3083952581368
4.0,7.0,617.2273782734746
4.0,8.0,615.6494478011385
4.0,9.0,663.4797658271816
4.0,10.0,622.1301715490401
4.0,11.0,641.2454732082973
4.0,12.0,685.2404890777512
4.0,13.0,584.1138760779256
4.0,14.0,705.3425310197816
4.0,15.0,670.7205742065116
4.0,16.0,616.8423024713059
4.0,17.0,635.3378733065078
4.0,18.0,595.2865203805706
4.0,19.0,631.5846133263161
4.0,20.0,635.5705463541085
4.0,21.0,643.0050268069483
4.0,22.0,583.5436653738834
4.0,23.0,738.5833717208891
5.0,0.0,662.1013472918761
5.0,1.0,546.4943764446913
5.0,2.0,527.4864576925181
5.0,3.0,546.5131438687521
5.0,4.0,634.4374165247427
5.0,5.0,644.6465838770191
5.0,6.0,616.316479114082
5.0,7.0,640.5896225791888
5.0,8.0,641.1143340369533
5.0,9.0,635.7450107179516
5.0,10.0,671.428297655779
5.0,11.0,640.069584103623
