month,hour,co2_eq_kg_per_MWh
1.0,0.0,631.9747630453145
1.0,1.0,600.7633835008372
1.0,2.0,636.4347313927867
1.0,3.0,576.5960720718256
1.0,4.0,580.0876459053765
1.0,5.0,602.6578028579844
1.0,6.0,594.8112189512603
1.0,7.0,614.3517648879114
1.0,8.0,622.9735202118022
1.0,9.0,709.1725096082466
1.0,10.0,706.8632671939647
1.0,11.0,671.5552250384999
1.0,12.0,667.7738868480262
1.0,13.0,704.1606334566666
1.0,14.0,627.1603355138777
1.0,15.0,635.2542753805378
1.0,16.0,482.9424960943827
1.0,17.0,680.9236635519451
1.0,18.0,630.4240122143858
1.0,19.0,768.3317249661491
1.0,20.0,661.23767741536
1.0,21.0,693.7515934937188
1.0,22.0,593.3442558535538
1.0,23.0,614.766795211618
2.0,0.0,525.2413363977381
2.0,1.0,479.4619018714986
2.0,2.0,567.8860348547267
2.0,3.0,611.6354070302835
2.0,4.0,530.9346275922301
2.0,5.0,535.9374341361432
2.0,6.0,683.7478424272899
2.0,7.0,699.960672641998
2.0,8.0,743.546174386325
2.0,9.0,648.7034973900429
2.0,10.0,727.8811423916238
2.0,11.0,612.9656006295204
2.0,12.0,654.8490433672741
2.0,13.0,603.7298155816089
2.0,14.0,536.8199521207227
2.0,15.0,637.9818187424809
2.0,16.0,591.2202544252999
2.0,17.0,717.4544544592636
2.0,18.0,682.4264823212106
2.0,19.0,772.1324692466811
2.0,20.0,727.0870503431606
2.0,21.0,585.2166461019608
2.0,22.0,662.3776214850706
2.0,23.0,604.1941922671614
3.0,0.0,497.4871602181116
3.0,1.0,598.9212044503782
3.0,2.0,583.6139268098474
3.0,3.0,654.0499922387296
3.0,4.0,638.5206881241985
3.0,5.0,586.0270019457996
3.0,6.0,591.2316802163344
3.0,7.0,661.1170066504266
3.0,8.0,681.0833024294516
3.0,9.0,782.1084108243756
3.0,10.0,692.1520080197859
3.0,11.0,711.532025723101
3.0,12.0,620.4448730839006
3.0,13.0,658.4360835402225
3.0,14.0,632.9067968411741
3.0,15.0,683.0727558644714
3.0,16.0,704.097653425493
3.0,17.0,636.414354324487
3.0,18.0,604.3956900821888
3.0,19.0,745.8233518136971
3.0,20.0,736.5894722461269
3.0,21.0,765.4015448095249
3.0,22.0,599.645194381501
3.0,23.0,473.1195627701089
4.0,0.0,500.1542068234299
4.0,1.0,396.6664492599307
4.0,2.0,470.52462503540914
4.0,3.0,540.9311801007657
4.0,4.0,568.0695941936418
4.0,5.0,508.9018655110684
4.0,6.0,647.8295196488529
4.0,7.0,598.936894903634
4.0,8.0,629.9846922208329
4.0,9.0,649.2532974827651
4.0,10.0,634.6906319873545
4.0,11.0,627.55949385973
4.0,12.0,575.8208533376386
4.0,13.0,524.4858721464079
4.0,14.0,585.4430313440166
4.0,15.0,620.8073208759339
4.0,16.0,599.8596584840009
4.0,17.0,770.8781920638247
4.0,18.0,691.5527311674101
4.0,19.0,577.69943087465
4.0,20.0,669.634219297751
4.0,21.0,707.4939459182327
4.0,22.0,641.7630676038723
4.0,23.0,575.610722767969
5.0,0.0,630.6553396564948
5.0,1.0,487.6554966531844
5.0,2.0,452.7986309408438
5.0,3.0,537.0415103297312
5.0,4.0,557.8939573828208
5.0,5.0,542.8428613949469
5.0,6.0,703.3510486541793
5.0,7.0,621.0468524966143
5.0,8.0,609.6084465773042
5.0,9.0,642.9112765646947
5.0,10.0,623.2217696603259
5.0,11.0,638.399882485189
5.0,12.0,677.016757161373
5.0,13.0,734.251283149462
5.0,14.0,774.1303598191852
5.0,15.0,730.9165744266381
5.0,16.0,699.8023956828055
5.0,17.0,753.6042341115484
5.0,18.0,696.0432932732278
5.0,19.0,693.2815208439285
5.0,20.0,667.3453835162328
5.0,21.0,639.320010077016
5.0,22.0,624.5791034067664
5.0,23.0,636.806321766677
6.0,0.0,655.9047164826852
6.0,1.0,572.676027044693
6.0,2.0,670.0269621357879
6.0,3.0,600.6104614336373
6.0,4.0,516.3990551147532
6.0,5.0,529.2777050004231
6.0,6.0,648.9351518166116
6.0,7.0,769.065340927424
6.0,8.0,636.143536798202
6.0,9.0,803.7288210321763
6.0,10.0,727.7333271906117
6.0,11.0,636.5902867777994
6.0,12.0,743.3818580502403
6.0,13.0,735.2096829445065
6.0,14.0,689.8350784544076
6.0,15.0,659.9644521389669
6.0,16.0,592.5050805701627
6.0,17.0,751.5201003576462
6.0,18.0,679.1133098539253
6.0,19.0,732.0188957069083
6.0,20.0,711.7399313988078
6.0,21.0,685.07048534419
6.0,22.0,688.1644588140633
6.0,23.0,635.4446189013704
7.0,0.0,707.9672209123269
7.0,1.0,695.7916934603411
7.0,2.0,749.9985713683469
7.0,3.0,727.0674316571691
7.0,4.0,640.0704238793465
7.0,5.0,683.3483284629641
7.0,6.0,683.0926268894226
7.0,7.0,645.1752185839781
7.0,8.0,699.3517528673736
7.0,9.0,674.8839451843688
7.0,10.0,707.5731364166758
7.0,11.0,638.7659098089435
7.0,12.0,568.779209377787
7.0,13.0,583.8725030893138
7.0,14.0,569.1703979125032
7.0,15.0,520.9077584864245
7.0,16.0,626.0084881563658
7.0,17.0,644.8133837534064
7.0,18.0,712.1400594601747
7.0,19.0,653.5268865242698
7.0,20.0,743.2426169597221
7.0,21.0,613.928526302771
7.0,22.0,698.254889856751
7.0,23.0,737.1818642676303
8.0,0.0,703.3854215566688
8.0,1.0,727.1266080536066
8.0,2.0,679.2814896283285
8.0,3.0,621.2369189917958
8.0,4.0,617.4332384823613
8.0,5.0,696.397343585696
8.0,6.0,762.8858337248134
8.0,7.0,685.2625189727506
8.0,8.0,786.4387111588659
8.0,9.0,597.6648910197982
8.0,10.0,646.8072158062747
8.0,11.0,654.4483178678211
8.0,12.0,654.2592087002968
8.0,13.0,786.5256874902819
8.0,14.0,627.1791217215915
8.0,15.0,675.9076258932052
8.0,16.0,653.058191440247
8.0,17.0,768.3024142094125
8.0,18.0,611.5111767961781
8.0,19.0,631.9975693088952
8.0,20.0,699.8622731615611
8.0,21.0,742.259624908534
8.0,22.0,604.5423304850915
8.0,23.0,685.039714052692
9.0,0.0,816.6901851726019
9.0,1.0,336.024285067068
