month,hour,co2_eq_kg_per_MWh
1.0,0.0,325.1476558127255
1.0,1.0,367.83782063690586
1.0,2.0,355.7916213287835
1.0,3.0,265.35697169626445
1.0,4.0,284.5479300805541
1.0,5.0,302.72982990678696
1.0,6.0,357.38149935308826
1.0,7.0,394.6551525017445
1.0,8.0,323.5037356573216
1.0,9.0,442.0571367358978
1.0,10.0,405.6359856989827
1.0,11.0,306.3000666638271
1.0,12.0,429.0742634357005
1.0,13.0,280.1667428799433
1.0,14.0,372.4025285303051
1.0,15.0,440.64717481861766
1.0,16.0,439.1160812644915
1.0,17.0,345.2286193863695
1.0,18.0,339.92518398778856
1.0,19.0,460.9751618587636
1.0,20.0,434.5331395715624
1.0,21.0,278.89169539737253
1.0,22.0,323.7990065781513
1.0,23.0,366.3004528402233
2.0,0.0,377.02443485586576
2.0,1.0,420.84753607589215
2.0,2.0,320.9653457788043
2.0,3.0,336.7536329701425
2.0,4.0,340.8990213074113
2.0,5.0,335.0530836462633
2.0,6.0,337.498033582561
2.0,7.0,368.16625964278194
2.0,8.0,446.3246454271896
2.0,9.0,451.6347436864671
2.0,10.0,353.3599603468048
2.0,11.0,377.23565327807125
2.0,12.0,296.8826006604535
2.0,13.0,399.0600413873127
2.0,14.0,378.21033975855374
2.0,15.0,409.2795916738775
2.0,16.0,421.1568262261471
2.0,17.0,350.57516512523466
2.0,18.0,381.28484277290426
2.0,19.0,508.679873749811
2.0,20.0,410.7844580502588
2.0,21.0,490.4824272029455
2.0,22.0,358.6698859663163
2.0,23.0,475.1109560507959
3.0,0.0,338.08068287750496
3.0,1.0,346.9135890713532
3.0,2.0,304.4066923696017
3.0,3.0,264.45394212753666
3.0,4.0,277.25570497266386
3.0,5.0,305.3022804960326
3.0,6.0,425.1641369497944
3.0,7.0,340.4177742465006
3.0,8.0,421.6288188528331
3.0,9.0,446.8676471271519
3.0,10.0,365.981775062872
3.0,11.0,365.7330350397013
3.0,12.0,378.24779417468295
3.0,13.0,291.00297503824584
3.0,14.0,406.7093497176263
3.0,15.0,328.6618804471408
3.0,16.0,498.9792968601026
3.0,17.0,324.9230682564642
3.0,18.0,377.7009716842635
3.0,19.0,304.3266138204048
3.0,20.0,487.0710921634372
3.0,21.0,415.46254106847306
3.0,22.0,450.2379643152629
3.0,23.0,353.1173502352788
4.0,0.0,399.42670555767495
4.0,1.0,354.8383972458007
4.0,2.0,288.5935450195202
4.0,3.0,305.39949030929847
4.0,4.0,315.9912776079209
4.0,5.0,355.18844660725455
4.0,6.0,484.390599589615
4.0,7.0,454.1304309592824
4.0,8.0,356.7005755953379
4.0,9.0,400.8777242699881
4.0,10.0,381.8583289418105
4.0,11.0,236.6241273822685
4.0,12.0,370.13945383659984
4.0,13.0,421.0918873794991
4.0,14.0,343.96875298661087
4.0,15.0,327.06199555855034
4.0,16.0,463.0600760023822
4.0,17.0,245.85807945204616
4.0,18.0,359.6743703891114
4.0,19.0,375.4349999335592
4.0,20.0,471.91172735405314
4.0,21.0,521.194388937929
4.0,22.0,352.1938669505215
4.0,23.0,345.61186382010345
5.0,0.0,382.2876860080779
5.0,1.0,266.6866164918091
5.0,2.0,357.219674703461
5.0,3.0,311.53696253601527
5.0,4.0,417.1133097396322
5.0,5.0,295.7183637053266
5.0,6.0,440.8771294016117
5.0,7.0,417.4374832739833
5.0,8.0,431.2898766846152
5.0,9.0,342.7167691265118
5.0,10.0,401.2672811140153
5.0,11.0,379.1326321422938
5.0,12.0,362.0983479890401
5.0,13.0,418.52260848257447
5.0,14.0,478.90973116344617
5.0,15.0,410.2390617113834
5.0,16.0,379.4160594921453
5.0,17.0,331.45372069401907
5.0,18.0,367.91814867663896
5.0,19.0,385.3030629521311
5.0,20.0,292.0578811979208
5.0,21.0,577.879990104174
5.0,22.0,433.148273345355
5.0,23.0,373.690032960964
6.0,0.0,329.61709774877585
6.0,1.0,333.18550035008303
6.0,2.0,350.80776179231646
6.0,3.0,332.12876577477005
6.0,4.0,342.1940918441313
6.0,5.0,352.7422355742993
6.0,6.0,417.6978390515509
6.0,7.0,409.6603679305628
6.0,8.0,444.9313971315584
6.0,9.0,251.4238528647071
6.0,10.0,361.5620427497751
6.0,11.0,486.2259057819397
6.0,12.0,284.53665984325164
6.0,13.0,334.52762617078787
6.0,14.0,391.6980913603021
6.0,15.0,371.74840168576026
6.0,16.0,335.57936039319605
6.0,17.0,354.5182376356952
6.0,18.0,311.37602159257625
6.0,19.0,380.3656570730626
6.0,20.0,470.4390547253145
6.0,21.0,527.8849539667411
6.0,22.0,483.0545437837348
6.0,23.0,413.8061966236596
7.0,0.0,400.5065299896162
7.0,1.0,473.2940968411248
7.0,2.0,319.33974272988524
7.0,3.0,319.8589117226076
7.0,4.0,352.17672248596824
7.0,5.0,331.6808630815587
7.0,6.0,339.07123893332414
7.0,7.0,468.9293517162511
7.0,8.0,398.6037128720816
7.0,9.0,373.7136390459253
7.0,10.0,302.10563951784167
7.0,11.0,318.7682978995392
